Vocab size: 8,192
Model config: {'sequence_len': 2048, 'vocab_size': 8192, 'n_layer': 10, 'n_head': 4, 'n_kv_head': 4, 'n_embd': 512, 'window_pattern': 'SSSL'}
Parameter counts:
  wte                     : 4,194,304
  value_embeds            : 20,971,520
  lm_head                 : 4,194,304
  transformer_matrices    : 31,457,920
  scalars                 : 20
  total                   : 60,818,068
Estimated FLOPs per token: 2.957023e+08
Scaling AdamW LRs by 1/sqrt(512/768) = 1.224745
Time budget: 300s
Gradient accumulation steps: 1

step 00000 (0.0%) | loss: 9.011262 | lrm: 1.00 | dt: 28891ms | tok/sec: 9,073 | mfu: 0.3% | epoch: 1 | remaining: 300s    
step 00001 (0.0%) | loss: 8.867662 | lrm: 1.00 | dt: 186ms | tok/sec: 1,411,863 | mfu: 42.2% | epoch: 1 | remaining: 300s    
step 00002 (0.0%) | loss: 8.488247 | lrm: 1.00 | dt: 190ms | tok/sec: 1,379,455 | mfu: 41.2% | epoch: 1 | remaining: 300s    
step 00003 (0.0%) | loss: 8.041240 | lrm: 1.00 | dt: 190ms | tok/sec: 1,382,596 | mfu: 41.3% | epoch: 1 | remaining: 300s    
step 00004 (0.0%) | loss: 7.667964 | lrm: 1.00 | dt: 191ms | tok/sec: 1,373,915 | mfu: 41.1% | epoch: 1 | remaining: 300s    
step 00005 (0.0%) | loss: 7.336567 | lrm: 1.00 | dt: 207ms | tok/sec: 1,267,445 | mfu: 37.9% | epoch: 1 | remaining: 300s    
step 00006 (0.0%) | loss: 7.081394 | lrm: 1.00 | dt: 197ms | tok/sec: 1,330,891 | mfu: 39.8% | epoch: 1 | remaining: 300s    
step 00007 (0.0%) | loss: 6.875023 | lrm: 1.00 | dt: 195ms | tok/sec: 1,341,139 | mfu: 40.1% | epoch: 1 | remaining: 300s    
step 00008 (0.0%) | loss: 6.701212 | lrm: 1.00 | dt: 190ms | tok/sec: 1,382,400 | mfu: 41.3% | epoch: 1 | remaining: 300s    
step 00009 (0.0%) | loss: 6.552598 | lrm: 1.00 | dt: 192ms | tok/sec: 1,368,014 | mfu: 40.9% | epoch: 1 | remaining: 300s    
step 00010 (0.0%) | loss: 6.428451 | lrm: 1.00 | dt: 206ms | tok/sec: 1,272,201 | mfu: 38.0% | epoch: 1 | remaining: 300s    
step 00011 (0.0%) | loss: 6.318492 | lrm: 1.00 | dt: 195ms | tok/sec: 1,343,625 | mfu: 40.2% | epoch: 1 | remaining: 300s    
step 00012 (0.1%) | loss: 6.220050 | lrm: 1.00 | dt: 193ms | tok/sec: 1,358,409 | mfu: 40.6% | epoch: 1 | remaining: 300s    
step 00013 (0.1%) | loss: 6.136949 | lrm: 1.00 | dt: 193ms | tok/sec: 1,359,980 | mfu: 40.6% | epoch: 1 | remaining: 299s    
step 00038 (1.8%) | loss: 5.205246 | lrm: 1.00 | dt: 195ms | tok/sec: 1,341,276 | mfu: 40.1% | epoch: 1 | remaining: 295s    
step 00039 (1.8%) | loss: 5.179674 | lrm: 1.00 | dt: 197ms | tok/sec: 1,329,646 | mfu: 39.7% | epoch: 1 | remaining: 294s    
step 00040 (1.9%) | loss: 5.157332 | lrm: 1.00 | dt: 199ms | tok/sec: 1,317,705 | mfu: 39.4% | epoch: 1 | remaining: 294s    
step 00041 (2.0%) | loss: 5.131221 | lrm: 1.00 | dt: 194ms | tok/sec: 1,353,166 | mfu: 40.4% | epoch: 1 | remaining: 294s    
step 00042 (2.0%) | loss: 5.108218 | lrm: 1.00 | dt: 195ms | tok/sec: 1,346,167 | mfu: 40.2% | epoch: 1 | remaining: 294s    
step 00043 (2.1%) | loss: 5.081533 | lrm: 1.00 | dt: 197ms | tok/sec: 1,333,425 | mfu: 39.8% | epoch: 1 | remaining: 294s    
step 00044 (2.2%) | loss: 5.057305 | lrm: 1.00 | dt: 197ms | tok/sec: 1,329,220 | mfu: 39.7% | epoch: 1 | remaining: 293s    
step 00045 (2.2%) | loss: 5.035559 | lrm: 1.00 | dt: 197ms | tok/sec: 1,331,505 | mfu: 39.8% | epoch: 1 | remaining: 293s    
step 00046 (2.3%) | loss: 5.011256 | lrm: 1.00 | dt: 195ms | tok/sec: 1,341,000 | mfu: 40.1% | epoch: 1 | remaining: 293s    
step 00047 (2.4%) | loss: 4.985170 | lrm: 1.00 | dt: 195ms | tok/sec: 1,341,916 | mfu: 40.1% | epoch: 1 | remaining: 293s    
step 00048 (2.4%) | loss: 4.960533 | lrm: 1.00 | dt: 197ms | tok/sec: 1,330,319 | mfu: 39.8% | epoch: 1 | remaining: 293s    
step 00049 (2.5%) | loss: 4.933125 | lrm: 1.00 | dt: 198ms | tok/sec: 1,326,973 | mfu: 39.7% | epoch: 1 | remaining: 292s    
step 00050 (2.6%) | loss: 4.911727 | lrm: 1.00 | dt: 202ms | tok/sec: 1,298,271 | mfu: 38.8% | epoch: 1 | remaining: 292s    
step 00051 (2.6%) | loss: 4.886288 | lrm: 1.00 | dt: 195ms | tok/sec: 1,345,603 | mfu: 40.2% | epoch: 1 | remaining: 292s    
step 00052 (2.7%) | loss: 4.863186 | lrm: 1.00 | dt: 195ms | tok/sec: 1,342,118 | mfu: 40.1% | epoch: 1 | remaining: 292s    
step 00053 (2.7%) | loss: 4.840275 | lrm: 1.00 | dt: 196ms | tok/sec: 1,339,938 | mfu: 40.0% | epoch: 1 | remaining: 292s    
step 00054 (2.8%) | loss: 4.813682 | lrm: 1.00 | dt: 196ms | tok/sec: 1,335,882 | mfu: 39.9% | epoch: 1 | remaining: 291s    
step 00055 (2.9%) | loss: 4.791133 | lrm: 1.00 | dt: 200ms | tok/sec: 1,309,402 | mfu: 39.1% | epoch: 1 | remaining: 291s    
step 00056 (2.9%) | loss: 4.768895 | lrm: 1.00 | dt: 195ms | tok/sec: 1,343,471 | mfu: 40.1% | epoch: 1 | remaining: 291s    
step 00057 (3.0%) | loss: 4.747236 | lrm: 1.00 | dt: 195ms | tok/sec: 1,343,814 | mfu: 40.2% | epoch: 1 | remaining: 291s    
step 00058 (3.1%) | loss: 4.724840 | lrm: 1.00 | dt: 194ms | tok/sec: 1,351,332 | mfu: 40.4% | epoch: 1 | remaining: 291s    
step 00059 (3.1%) | loss: 4.702970 | lrm: 1.00 | dt: 193ms | tok/sec: 1,355,935 | mfu: 40.5% | epoch: 1 | remaining: 290s    
step 00060 (3.2%) | loss: 4.682936 | lrm: 1.00 | dt: 202ms | tok/sec: 1,295,677 | mfu: 38.7% | epoch: 1 | remaining: 290s    
step 00061 (3.3%) | loss: 4.659587 | lrm: 1.00 | dt: 194ms | tok/sec: 1,353,633 | mfu: 40.5% | epoch: 1 | remaining: 290s    
step 00062 (3.3%) | loss: 4.636748 | lrm: 1.00 | dt: 195ms | tok/sec: 1,343,899 | mfu: 40.2% | epoch: 1 | remaining: 290s    
step 00063 (3.4%) | loss: 4.614208 | lrm: 1.00 | dt: 196ms | tok/sec: 1,340,794 | mfu: 40.1% | epoch: 1 | remaining: 290s    
step 00064 (3.5%) | loss: 4.590487 | lrm: 1.00 | dt: 196ms | tok/sec: 1,338,085 | mfu: 40.0% | epoch: 1 | remaining: 289s    
step 00065 (3.5%) | loss: 4.566783 | lrm: 1.00 | dt: 198ms | tok/sec: 1,324,133 | mfu: 39.6% | epoch: 1 | remaining: 289s    
step 00066 (3.6%) | loss: 4.547043 | lrm: 1.00 | dt: 198ms | tok/sec: 1,325,059 | mfu: 39.6% | epoch: 1 | remaining: 289s    
step 00067 (3.7%) | loss: 4.527174 | lrm: 1.00 | dt: 197ms | tok/sec: 1,332,124 | mfu: 39.8% | epoch: 1 | remaining: 289s    
step 00068 (3.7%) | loss: 4.503260 | lrm: 1.00 | dt: 197ms | tok/sec: 1,330,042 | mfu: 39.7% | epoch: 1 | remaining: 289s    
step 00069 (3.8%) | loss: 4.477787 | lrm: 1.00 | dt: 193ms | tok/sec: 1,355,176 | mfu: 40.5% | epoch: 1 | remaining: 288s    
step 00070 (3.9%) | loss: 4.451922 | lrm: 1.00 | dt: 200ms | tok/sec: 1,308,275 | mfu: 39.1% | epoch: 1 | remaining: 288s    
step 00071 (3.9%) | loss: 4.430458 | lrm: 1.00 | dt: 195ms | tok/sec: 1,347,622 | mfu: 40.3% | epoch: 1 | remaining: 288s    
step 00072 (4.0%) | loss: 4.409200 | lrm: 1.00 | dt: 198ms | tok/sec: 1,323,566 | mfu: 39.6% | epoch: 1 | remaining: 288s    
step 00073 (4.1%) | loss: 4.387672 | lrm: 1.00 | dt: 197ms | tok/sec: 1,330,799 | mfu: 39.8% | epoch: 1 | remaining: 288s    
step 00074 (4.1%) | loss: 4.369047 | lrm: 1.00 | dt: 197ms | tok/sec: 1,328,206 | mfu: 39.7% | epoch: 1 | remaining: 287s    
step 00075 (4.2%) | loss: 4.348606 | lrm: 1.00 | dt: 200ms | tok/sec: 1,309,461 | mfu: 39.1% | epoch: 1 | remaining: 287s    
step 00076 (4.3%) | loss: 4.328394 | lrm: 1.00 | dt: 198ms | tok/sec: 1,324,866 | mfu: 39.6% | epoch: 1 | remaining: 287s    
step 00077 (4.3%) | loss: 4.309484 | lrm: 1.00 | dt: 197ms | tok/sec: 1,328,718 | mfu: 39.7% | epoch: 1 | remaining: 287s    
step 00078 (4.4%) | loss: 4.293209 | lrm: 1.00 | dt: 197ms | tok/sec: 1,332,636 | mfu: 39.8% | epoch: 1 | remaining: 287s    
step 00079 (4.5%) | loss: 4.275544 | lrm: 1.00 | dt: 195ms | tok/sec: 1,343,190 | mfu: 40.1% | epoch: 1 | remaining: 286s    
step 00080 (4.5%) | loss: 4.251893 | lrm: 1.00 | dt: 203ms | tok/sec: 1,291,362 | mfu: 38.6% | epoch: 1 | remaining: 286s    
step 00081 (4.6%) | loss: 4.230084 | lrm: 1.00 | dt: 192ms | tok/sec: 1,362,138 | mfu: 40.7% | epoch: 1 | remaining: 286s    
step 00082 (4.6%) | loss: 4.207560 | lrm: 1.00 | dt: 195ms | tok/sec: 1,341,155 | mfu: 40.1% | epoch: 1 | remaining: 286s    
step 00083 (4.7%) | loss: 4.188812 | lrm: 1.00 | dt: 195ms | tok/sec: 1,346,020 | mfu: 40.2% | epoch: 1 | remaining: 286s    
step 00084 (4.8%) | loss: 4.170904 | lrm: 1.00 | dt: 197ms | tok/sec: 1,331,943 | mfu: 39.8% | epoch: 1 | remaining: 285s    
step 00085 (4.8%) | loss: 4.153711 | lrm: 1.00 | dt: 199ms | tok/sec: 1,317,760 | mfu: 39.4% | epoch: 1 | remaining: 285s    
step 00086 (4.9%) | loss: 4.136300 | lrm: 1.00 | dt: 197ms | tok/sec: 1,331,516 | mfu: 39.8% | epoch: 1 | remaining: 285s    
step 00087 (5.0%) | loss: 4.117060 | lrm: 1.00 | dt: 196ms | tok/sec: 1,337,410 | mfu: 40.0% | epoch: 1 | remaining: 285s    
step 00088 (5.0%) | loss: 4.095229 | lrm: 1.00 | dt: 196ms | tok/sec: 1,340,876 | mfu: 40.1% | epoch: 1 | remaining: 285s    
step 00089 (5.1%) | loss: 4.079669 | lrm: 1.00 | dt: 205ms | tok/sec: 1,278,219 | mfu: 38.2% | epoch: 1 | remaining: 284s    
step 00090 (5.2%) | loss: 4.062746 | lrm: 1.00 | dt: 208ms | tok/sec: 1,262,958 | mfu: 37.7% | epoch: 1 | remaining: 284s    
step 00091 (5.2%) | loss: 4.050287 | lrm: 1.00 | dt: 194ms | tok/sec: 1,354,595 | mfu: 40.5% | epoch: 1 | remaining: 284s    
step 00092 (5.3%) | loss: 4.032920 | lrm: 1.00 | dt: 194ms | tok/sec: 1,350,001 | mfu: 40.3% | epoch: 1 | remaining: 284s    
step 00093 (5.4%) | loss: 4.019198 | lrm: 1.00 | dt: 195ms | tok/sec: 1,344,220 | mfu: 40.2% | epoch: 1 | remaining: 284s    
step 00094 (5.4%) | loss: 4.000387 | lrm: 1.00 | dt: 199ms | tok/sec: 1,318,526 | mfu: 39.4% | epoch: 1 | remaining: 283s    
step 00095 (5.5%) | loss: 3.974993 | lrm: 1.00 | dt: 203ms | tok/sec: 1,293,412 | mfu: 38.7% | epoch: 1 | remaining: 283s    
step 00096 (5.6%) | loss: 3.958125 | lrm: 1.00 | dt: 197ms | tok/sec: 1,332,482 | mfu: 39.8% | epoch: 1 | remaining: 283s    
step 00097 (5.6%) | loss: 3.948912 | lrm: 1.00 | dt: 196ms | tok/sec: 1,340,877 | mfu: 40.1% | epoch: 1 | remaining: 283s    
step 00098 (5.7%) | loss: 3.936339 | lrm: 1.00 | dt: 194ms | tok/sec: 1,349,072 | mfu: 40.3% | epoch: 1 | remaining: 283s    
step 00099 (5.8%) | loss: 3.921455 | lrm: 1.00 | dt: 196ms | tok/sec: 1,338,020 | mfu: 40.0% | epoch: 1 | remaining: 282s    
step 00100 (5.8%) | loss: 3.907740 | lrm: 1.00 | dt: 203ms | tok/sec: 1,292,946 | mfu: 38.6% | epoch: 1 | remaining: 282s    
step 00101 (5.9%) | loss: 3.892760 | lrm: 1.00 | dt: 193ms | tok/sec: 1,355,448 | mfu: 40.5% | epoch: 1 | remaining: 282s    
step 00102 (6.0%) | loss: 3.879273 | lrm: 1.00 | dt: 196ms | tok/sec: 1,340,215 | mfu: 40.1% | epoch: 1 | remaining: 282s    
step 00103 (6.0%) | loss: 3.868475 | lrm: 1.00 | dt: 195ms | tok/sec: 1,347,019 | mfu: 40.3% | epoch: 1 | remaining: 282s    
step 00104 (6.1%) | loss: 3.855312 | lrm: 1.00 | dt: 197ms | tok/sec: 1,331,913 | mfu: 39.8% | epoch: 1 | remaining: 282s    
step 00105 (6.2%) | loss: 3.842844 | lrm: 1.00 | dt: 200ms | tok/sec: 1,310,724 | mfu: 39.2% | epoch: 1 | remaining: 281s    
step 00106 (6.2%) | loss: 3.832221 | lrm: 1.00 | dt: 197ms | tok/sec: 1,331,268 | mfu: 39.8% | epoch: 1 | remaining: 281s    
step 00107 (6.3%) | loss: 3.822455 | lrm: 1.00 | dt: 195ms | tok/sec: 1,347,562 | mfu: 40.3% | epoch: 1 | remaining: 281s    
step 00108 (6.4%) | loss: 3.813498 | lrm: 1.00 | dt: 196ms | tok/sec: 1,337,257 | mfu: 40.0% | epoch: 1 | remaining: 281s    
step 00109 (6.4%) | loss: 3.805043 | lrm: 1.00 | dt: 198ms | tok/sec: 1,323,803 | mfu: 39.6% | epoch: 1 | remaining: 281s    
step 00110 (6.5%) | loss: 3.798117 | lrm: 1.00 | dt: 203ms | tok/sec: 1,289,382 | mfu: 38.5% | epoch: 1 | remaining: 280s    
step 00111 (6.6%) | loss: 3.787987 | lrm: 1.00 | dt: 194ms | tok/sec: 1,352,634 | mfu: 40.4% | epoch: 1 | remaining: 280s    
step 00112 (6.6%) | loss: 3.775725 | lrm: 1.00 | dt: 196ms | tok/sec: 1,334,073 | mfu: 39.9% | epoch: 1 | remaining: 280s    
step 00113 (6.7%) | loss: 3.771051 | lrm: 1.00 | dt: 195ms | tok/sec: 1,347,554 | mfu: 40.3% | epoch: 1 | remaining: 280s    
step 00114 (6.8%) | loss: 3.761975 | lrm: 1.00 | dt: 198ms | tok/sec: 1,327,218 | mfu: 39.7% | epoch: 1 | remaining: 280s    
step 00115 (6.8%) | loss: 3.753094 | lrm: 1.00 | dt: 199ms | tok/sec: 1,317,275 | mfu: 39.4% | epoch: 1 | remaining: 279s    
step 00116 (6.9%) | loss: 3.742352 | lrm: 1.00 | dt: 195ms | tok/sec: 1,341,176 | mfu: 40.1% | epoch: 1 | remaining: 279s    
step 00117 (7.0%) | loss: 3.731720 | lrm: 1.00 | dt: 198ms | tok/sec: 1,323,939 | mfu: 39.6% | epoch: 1 | remaining: 279s    
step 00118 (7.0%) | loss: 3.725540 | lrm: 1.00 | dt: 196ms | tok/sec: 1,339,987 | mfu: 40.0% | epoch: 1 | remaining: 279s    
step 00119 (7.1%) | loss: 3.720313 | lrm: 1.00 | dt: 195ms | tok/sec: 1,344,119 | mfu: 40.2% | epoch: 1 | remaining: 279s    
step 00120 (7.1%) | loss: 3.710001 | lrm: 1.00 | dt: 201ms | tok/sec: 1,303,538 | mfu: 39.0% | epoch: 1 | remaining: 278s    
step 00121 (7.2%) | loss: 3.703721 | lrm: 1.00 | dt: 194ms | tok/sec: 1,353,638 | mfu: 40.5% | epoch: 1 | remaining: 278s    
step 00122 (7.3%) | loss: 3.696737 | lrm: 1.00 | dt: 196ms | tok/sec: 1,337,398 | mfu: 40.0% | epoch: 1 | remaining: 278s    
step 00123 (7.3%) | loss: 3.687784 | lrm: 1.00 | dt: 195ms | tok/sec: 1,344,328 | mfu: 40.2% | epoch: 1 | remaining: 278s    
step 00124 (7.4%) | loss: 3.685696 | lrm: 1.00 | dt: 198ms | tok/sec: 1,324,540 | mfu: 39.6% | epoch: 1 | remaining: 278s    
step 00125 (7.5%) | loss: 3.681490 | lrm: 1.00 | dt: 199ms | tok/sec: 1,317,179 | mfu: 39.4% | epoch: 1 | remaining: 277s    
step 00126 (7.5%) | loss: 3.673529 | lrm: 1.00 | dt: 196ms | tok/sec: 1,335,799 | mfu: 39.9% | epoch: 1 | remaining: 277s    
step 00127 (7.6%) | loss: 3.668055 | lrm: 1.00 | dt: 198ms | tok/sec: 1,323,578 | mfu: 39.6% | epoch: 1 | remaining: 277s    
step 00128 (7.7%) | loss: 3.657721 | lrm: 1.00 | dt: 194ms | tok/sec: 1,353,041 | mfu: 40.4% | epoch: 1 | remaining: 277s    
step 00129 (7.7%) | loss: 3.652840 | lrm: 1.00 | dt: 195ms | tok/sec: 1,341,446 | mfu: 40.1% | epoch: 1 | remaining: 277s    
step 00130 (7.8%) | loss: 3.645171 | lrm: 1.00 | dt: 204ms | tok/sec: 1,283,913 | mfu: 38.4% | epoch: 1 | remaining: 276s    
step 00131 (7.9%) | loss: 3.633531 | lrm: 1.00 | dt: 195ms | tok/sec: 1,347,480 | mfu: 40.3% | epoch: 1 | remaining: 276s    
step 00132 (7.9%) | loss: 3.630401 | lrm: 1.00 | dt: 196ms | tok/sec: 1,340,000 | mfu: 40.0% | epoch: 1 | remaining: 276s    
step 00133 (8.0%) | loss: 3.626606 | lrm: 1.00 | dt: 197ms | tok/sec: 1,332,155 | mfu: 39.8% | epoch: 1 | remaining: 276s    
step 00134 (8.1%) | loss: 3.624835 | lrm: 1.00 | dt: 196ms | tok/sec: 1,335,344 | mfu: 39.9% | epoch: 1 | remaining: 276s    
step 00135 (8.1%) | loss: 3.621292 | lrm: 1.00 | dt: 198ms | tok/sec: 1,321,291 | mfu: 39.5% | epoch: 1 | remaining: 275s    
step 00136 (8.2%) | loss: 3.617884 | lrm: 1.00 | dt: 197ms | tok/sec: 1,330,662 | mfu: 39.8% | epoch: 1 | remaining: 275s    
step 00137 (8.3%) | loss: 3.615473 | lrm: 1.00 | dt: 195ms | tok/sec: 1,345,862 | mfu: 40.2% | epoch: 1 | remaining: 275s    
step 00138 (8.3%) | loss: 3.612664 | lrm: 1.00 | dt: 196ms | tok/sec: 1,336,943 | mfu: 40.0% | epoch: 1 | remaining: 275s    
step 00139 (8.4%) | loss: 3.610795 | lrm: 1.00 | dt: 195ms | tok/sec: 1,342,585 | mfu: 40.1% | epoch: 1 | remaining: 275s    
step 00140 (8.5%) | loss: 3.604123 | lrm: 1.00 | dt: 200ms | tok/sec: 1,307,678 | mfu: 39.1% | epoch: 1 | remaining: 274s    
step 00141 (8.5%) | loss: 3.598148 | lrm: 1.00 | dt: 193ms | tok/sec: 1,359,550 | mfu: 40.6% | epoch: 1 | remaining: 274s    
step 00142 (8.6%) | loss: 3.590584 | lrm: 1.00 | dt: 191ms | tok/sec: 1,375,448 | mfu: 41.1% | epoch: 1 | remaining: 274s    
step 00143 (8.7%) | loss: 3.591051 | lrm: 1.00 | dt: 191ms | tok/sec: 1,372,033 | mfu: 41.0% | epoch: 1 | remaining: 274s    
step 00144 (8.7%) | loss: 3.578287 | lrm: 1.00 | dt: 193ms | tok/sec: 1,360,310 | mfu: 40.7% | epoch: 1 | remaining: 274s    
step 00145 (8.8%) | loss: 3.572513 | lrm: 1.00 | dt: 191ms | tok/sec: 1,372,642 | mfu: 41.0% | epoch: 1 | remaining: 273s    
step 00146 (8.8%) | loss: 3.573869 | lrm: 1.00 | dt: 212ms | tok/sec: 1,238,501 | mfu: 37.0% | epoch: 1 | remaining: 273s    
step 00147 (8.9%) | loss: 3.564711 | lrm: 1.00 | dt: 199ms | tok/sec: 1,315,872 | mfu: 39.3% | epoch: 1 | remaining: 273s    
step 00148 (9.0%) | loss: 3.564297 | lrm: 1.00 | dt: 196ms | tok/sec: 1,339,902 | mfu: 40.0% | epoch: 1 | remaining: 273s    
step 00149 (9.0%) | loss: 3.557797 | lrm: 1.00 | dt: 193ms | tok/sec: 1,358,676 | mfu: 40.6% | epoch: 1 | remaining: 273s    
step 00150 (9.1%) | loss: 3.554727 | lrm: 1.00 | dt: 196ms | tok/sec: 1,334,995 | mfu: 39.9% | epoch: 1 | remaining: 272s    
step 00151 (9.2%) | loss: 3.553535 | lrm: 1.00 | dt: 199ms | tok/sec: 1,317,989 | mfu: 39.4% | epoch: 1 | remaining: 272s    
