Vocab size: 8,192
Model config: {'sequence_len': 2048, 'vocab_size': 8192, 'n_layer': 8, 'n_head': 4, 'n_kv_head': 4, 'n_embd': 512, 'window_pattern': 'SSSL'}
Parameter counts:
  wte                     : 4,194,304
  value_embeds            : 16,777,216
  lm_head                 : 4,194,304
  transformer_matrices    : 25,166,336
  scalars                 : 16
  total                   : 50,332,176
Estimated FLOPs per token: 2.390784e+08
Scaling AdamW LRs by 1/sqrt(512/768) = 1.224745
Time budget: 300s
Gradient accumulation steps: 1

step 00000 (0.0%) | loss: 9.011262 | lrm: 1.00 | dt: 14608ms | tok/sec: 17,945 | mfu: 0.4% | epoch: 1 | remaining: 300s    
step 00001 (0.0%) | loss: 8.867334 | lrm: 1.00 | dt: 153ms | tok/sec: 1,712,445 | mfu: 41.4% | epoch: 1 | remaining: 300s    
step 00002 (0.0%) | loss: 8.486185 | lrm: 1.00 | dt: 156ms | tok/sec: 1,684,979 | mfu: 40.7% | epoch: 1 | remaining: 300s    
step 00003 (0.0%) | loss: 8.034197 | lrm: 1.00 | dt: 156ms | tok/sec: 1,684,706 | mfu: 40.7% | epoch: 1 | remaining: 300s    
step 00004 (0.0%) | loss: 7.655203 | lrm: 1.00 | dt: 155ms | tok/sec: 1,693,476 | mfu: 40.9% | epoch: 1 | remaining: 300s    
step 00005 (0.0%) | loss: 7.322764 | lrm: 1.00 | dt: 155ms | tok/sec: 1,694,118 | mfu: 40.9% | epoch: 1 | remaining: 300s    
step 00006 (0.0%) | loss: 7.069876 | lrm: 1.00 | dt: 169ms | tok/sec: 1,548,496 | mfu: 37.4% | epoch: 1 | remaining: 300s    
step 00007 (0.0%) | loss: 6.865025 | lrm: 1.00 | dt: 198ms | tok/sec: 1,326,232 | mfu: 32.0% | epoch: 1 | remaining: 300s    
step 00008 (0.0%) | loss: 6.690667 | lrm: 1.00 | dt: 191ms | tok/sec: 1,374,454 | mfu: 33.2% | epoch: 1 | remaining: 300s    
step 00009 (0.0%) | loss: 6.542493 | lrm: 1.00 | dt: 165ms | tok/sec: 1,588,113 | mfu: 38.4% | epoch: 1 | remaining: 300s    
step 00010 (0.0%) | loss: 6.419353 | lrm: 1.00 | dt: 181ms | tok/sec: 1,448,641 | mfu: 35.0% | epoch: 1 | remaining: 300s    
step 00011 (0.0%) | loss: 6.310445 | lrm: 1.00 | dt: 154ms | tok/sec: 1,699,292 | mfu: 41.1% | epoch: 1 | remaining: 300s    
step 00012 (0.1%) | loss: 6.212921 | lrm: 1.00 | dt: 156ms | tok/sec: 1,685,511 | mfu: 40.7% | epoch: 1 | remaining: 300s    
step 00013 (0.1%) | loss: 6.130885 | lrm: 1.00 | dt: 168ms | tok/sec: 1,560,312 | mfu: 37.7% | epoch: 1 | remaining: 300s    
step 00031 (1.1%) | loss: 5.389983 | lrm: 1.00 | dt: 158ms | tok/sec: 1,654,759 | mfu: 40.0% | epoch: 1 | remaining: 297s    
step 00032 (1.1%) | loss: 5.364836 | lrm: 1.00 | dt: 160ms | tok/sec: 1,643,328 | mfu: 39.7% | epoch: 1 | remaining: 296s    
step 00033 (1.2%) | loss: 5.340282 | lrm: 1.00 | dt: 165ms | tok/sec: 1,592,809 | mfu: 38.5% | epoch: 1 | remaining: 296s    
step 00034 (1.2%) | loss: 5.314577 | lrm: 1.00 | dt: 161ms | tok/sec: 1,626,616 | mfu: 39.3% | epoch: 1 | remaining: 296s    
step 00035 (1.3%) | loss: 5.287787 | lrm: 1.00 | dt: 158ms | tok/sec: 1,655,559 | mfu: 40.0% | epoch: 1 | remaining: 296s    
step 00036 (1.3%) | loss: 5.261585 | lrm: 1.00 | dt: 159ms | tok/sec: 1,651,610 | mfu: 39.9% | epoch: 1 | remaining: 296s    
step 00037 (1.4%) | loss: 5.236482 | lrm: 1.00 | dt: 159ms | tok/sec: 1,645,480 | mfu: 39.8% | epoch: 1 | remaining: 296s    
step 00038 (1.5%) | loss: 5.209874 | lrm: 1.00 | dt: 165ms | tok/sec: 1,585,988 | mfu: 38.3% | epoch: 1 | remaining: 295s    
step 00039 (1.5%) | loss: 5.183911 | lrm: 1.00 | dt: 163ms | tok/sec: 1,612,858 | mfu: 39.0% | epoch: 1 | remaining: 295s    
step 00040 (1.6%) | loss: 5.161754 | lrm: 1.00 | dt: 165ms | tok/sec: 1,589,431 | mfu: 38.4% | epoch: 1 | remaining: 295s    
step 00041 (1.6%) | loss: 5.136074 | lrm: 1.00 | dt: 156ms | tok/sec: 1,680,943 | mfu: 40.6% | epoch: 1 | remaining: 295s    
step 00042 (1.7%) | loss: 5.113381 | lrm: 1.00 | dt: 159ms | tok/sec: 1,652,841 | mfu: 39.9% | epoch: 1 | remaining: 295s    
step 00043 (1.7%) | loss: 5.086891 | lrm: 1.00 | dt: 160ms | tok/sec: 1,642,606 | mfu: 39.7% | epoch: 1 | remaining: 295s    
step 00044 (1.8%) | loss: 5.062919 | lrm: 1.00 | dt: 161ms | tok/sec: 1,628,201 | mfu: 39.3% | epoch: 1 | remaining: 295s    
step 00045 (1.8%) | loss: 5.040989 | lrm: 1.00 | dt: 162ms | tok/sec: 1,616,788 | mfu: 39.1% | epoch: 1 | remaining: 294s    
step 00046 (1.9%) | loss: 5.016052 | lrm: 1.00 | dt: 161ms | tok/sec: 1,630,125 | mfu: 39.4% | epoch: 1 | remaining: 294s    
step 00047 (1.9%) | loss: 4.989967 | lrm: 1.00 | dt: 158ms | tok/sec: 1,654,615 | mfu: 40.0% | epoch: 1 | remaining: 294s    
step 00048 (2.0%) | loss: 4.965775 | lrm: 1.00 | dt: 158ms | tok/sec: 1,656,836 | mfu: 40.0% | epoch: 1 | remaining: 294s    
step 00049 (2.0%) | loss: 4.937927 | lrm: 1.00 | dt: 158ms | tok/sec: 1,655,230 | mfu: 40.0% | epoch: 1 | remaining: 294s    
step 00050 (2.1%) | loss: 4.916432 | lrm: 1.00 | dt: 167ms | tok/sec: 1,571,563 | mfu: 38.0% | epoch: 1 | remaining: 294s    
step 00051 (2.2%) | loss: 4.891544 | lrm: 1.00 | dt: 166ms | tok/sec: 1,577,819 | mfu: 38.1% | epoch: 1 | remaining: 293s    
step 00052 (2.2%) | loss: 4.868948 | lrm: 1.00 | dt: 156ms | tok/sec: 1,677,688 | mfu: 40.5% | epoch: 1 | remaining: 293s    
step 00053 (2.3%) | loss: 4.845691 | lrm: 1.00 | dt: 159ms | tok/sec: 1,647,262 | mfu: 39.8% | epoch: 1 | remaining: 293s    
step 00054 (2.3%) | loss: 4.818412 | lrm: 1.00 | dt: 158ms | tok/sec: 1,658,909 | mfu: 40.1% | epoch: 1 | remaining: 293s    
step 00055 (2.4%) | loss: 4.795729 | lrm: 1.00 | dt: 160ms | tok/sec: 1,637,530 | mfu: 39.6% | epoch: 1 | remaining: 293s    
step 00056 (2.4%) | loss: 4.773408 | lrm: 1.00 | dt: 162ms | tok/sec: 1,620,809 | mfu: 39.2% | epoch: 1 | remaining: 293s    
step 00057 (2.5%) | loss: 4.751469 | lrm: 1.00 | dt: 162ms | tok/sec: 1,614,839 | mfu: 39.0% | epoch: 1 | remaining: 292s    
step 00058 (2.5%) | loss: 4.729210 | lrm: 1.00 | dt: 170ms | tok/sec: 1,545,427 | mfu: 37.3% | epoch: 1 | remaining: 292s    
step 00059 (2.6%) | loss: 4.707917 | lrm: 1.00 | dt: 158ms | tok/sec: 1,654,079 | mfu: 40.0% | epoch: 1 | remaining: 292s    
step 00060 (2.6%) | loss: 4.688173 | lrm: 1.00 | dt: 163ms | tok/sec: 1,605,131 | mfu: 38.8% | epoch: 1 | remaining: 292s    
step 00061 (2.7%) | loss: 4.663429 | lrm: 1.00 | dt: 161ms | tok/sec: 1,624,898 | mfu: 39.3% | epoch: 1 | remaining: 292s    
step 00062 (2.7%) | loss: 4.640111 | lrm: 1.00 | dt: 161ms | tok/sec: 1,631,732 | mfu: 39.4% | epoch: 1 | remaining: 292s    
step 00063 (2.8%) | loss: 4.618069 | lrm: 1.00 | dt: 162ms | tok/sec: 1,616,401 | mfu: 39.1% | epoch: 1 | remaining: 291s    
step 00064 (2.9%) | loss: 4.594956 | lrm: 1.00 | dt: 161ms | tok/sec: 1,630,780 | mfu: 39.4% | epoch: 1 | remaining: 291s    
step 00065 (2.9%) | loss: 4.570425 | lrm: 1.00 | dt: 159ms | tok/sec: 1,645,229 | mfu: 39.8% | epoch: 1 | remaining: 291s    
step 00066 (3.0%) | loss: 4.550448 | lrm: 1.00 | dt: 157ms | tok/sec: 1,668,292 | mfu: 40.3% | epoch: 1 | remaining: 291s    
step 00067 (3.0%) | loss: 4.530070 | lrm: 1.00 | dt: 163ms | tok/sec: 1,604,753 | mfu: 38.8% | epoch: 1 | remaining: 291s    
step 00068 (3.1%) | loss: 4.504732 | lrm: 1.00 | dt: 158ms | tok/sec: 1,654,936 | mfu: 40.0% | epoch: 1 | remaining: 291s    
step 00069 (3.1%) | loss: 4.478638 | lrm: 1.00 | dt: 160ms | tok/sec: 1,635,022 | mfu: 39.5% | epoch: 1 | remaining: 290s    
step 00070 (3.2%) | loss: 4.452550 | lrm: 1.00 | dt: 164ms | tok/sec: 1,593,848 | mfu: 38.5% | epoch: 1 | remaining: 290s    
step 00071 (3.2%) | loss: 4.431360 | lrm: 1.00 | dt: 169ms | tok/sec: 1,552,859 | mfu: 37.5% | epoch: 1 | remaining: 290s    
step 00072 (3.3%) | loss: 4.410571 | lrm: 1.00 | dt: 184ms | tok/sec: 1,428,115 | mfu: 34.5% | epoch: 1 | remaining: 290s    
step 00073 (3.3%) | loss: 4.389676 | lrm: 1.00 | dt: 154ms | tok/sec: 1,703,781 | mfu: 41.2% | epoch: 1 | remaining: 290s    
step 00074 (3.4%) | loss: 4.372808 | lrm: 1.00 | dt: 168ms | tok/sec: 1,557,940 | mfu: 37.6% | epoch: 1 | remaining: 290s    
step 00075 (3.5%) | loss: 4.353153 | lrm: 1.00 | dt: 156ms | tok/sec: 1,676,672 | mfu: 40.5% | epoch: 1 | remaining: 289s    
step 00076 (3.5%) | loss: 4.333713 | lrm: 1.00 | dt: 159ms | tok/sec: 1,645,367 | mfu: 39.8% | epoch: 1 | remaining: 289s    
step 00077 (3.6%) | loss: 4.315393 | lrm: 1.00 | dt: 162ms | tok/sec: 1,613,322 | mfu: 39.0% | epoch: 1 | remaining: 289s    
step 00078 (3.6%) | loss: 4.299313 | lrm: 1.00 | dt: 166ms | tok/sec: 1,583,879 | mfu: 38.3% | epoch: 1 | remaining: 289s    
step 00079 (3.7%) | loss: 4.281606 | lrm: 1.00 | dt: 160ms | tok/sec: 1,639,953 | mfu: 39.6% | epoch: 1 | remaining: 289s    
step 00080 (3.7%) | loss: 4.258372 | lrm: 1.00 | dt: 165ms | tok/sec: 1,593,017 | mfu: 38.5% | epoch: 1 | remaining: 289s    
step 00081 (3.8%) | loss: 4.237520 | lrm: 1.00 | dt: 156ms | tok/sec: 1,676,866 | mfu: 40.5% | epoch: 1 | remaining: 289s    
step 00082 (3.8%) | loss: 4.214667 | lrm: 1.00 | dt: 159ms | tok/sec: 1,648,831 | mfu: 39.8% | epoch: 1 | remaining: 288s    
step 00083 (3.9%) | loss: 4.195510 | lrm: 1.00 | dt: 161ms | tok/sec: 1,628,961 | mfu: 39.4% | epoch: 1 | remaining: 288s    
step 00084 (3.9%) | loss: 4.177694 | lrm: 1.00 | dt: 164ms | tok/sec: 1,595,504 | mfu: 38.5% | epoch: 1 | remaining: 288s    
step 00085 (4.0%) | loss: 4.160702 | lrm: 1.00 | dt: 165ms | tok/sec: 1,592,950 | mfu: 38.5% | epoch: 1 | remaining: 288s    
step 00086 (4.0%) | loss: 4.144178 | lrm: 1.00 | dt: 175ms | tok/sec: 1,497,447 | mfu: 36.2% | epoch: 1 | remaining: 288s    
step 00087 (4.1%) | loss: 4.127355 | lrm: 1.00 | dt: 155ms | tok/sec: 1,688,612 | mfu: 40.8% | epoch: 1 | remaining: 288s    
step 00088 (4.2%) | loss: 4.107583 | lrm: 1.00 | dt: 157ms | tok/sec: 1,673,676 | mfu: 40.4% | epoch: 1 | remaining: 287s    
step 00089 (4.2%) | loss: 4.093204 | lrm: 1.00 | dt: 173ms | tok/sec: 1,512,520 | mfu: 36.5% | epoch: 1 | remaining: 287s    
step 00090 (4.3%) | loss: 4.077843 | lrm: 1.00 | dt: 166ms | tok/sec: 1,583,897 | mfu: 38.3% | epoch: 1 | remaining: 287s    
step 00091 (4.3%) | loss: 4.064233 | lrm: 1.00 | dt: 157ms | tok/sec: 1,673,727 | mfu: 40.4% | epoch: 1 | remaining: 287s    
step 00092 (4.4%) | loss: 4.045600 | lrm: 1.00 | dt: 164ms | tok/sec: 1,599,501 | mfu: 38.6% | epoch: 1 | remaining: 287s    
step 00093 (4.4%) | loss: 4.030168 | lrm: 1.00 | dt: 158ms | tok/sec: 1,657,166 | mfu: 40.0% | epoch: 1 | remaining: 287s    
step 00094 (4.5%) | loss: 4.011057 | lrm: 1.00 | dt: 156ms | tok/sec: 1,678,069 | mfu: 40.5% | epoch: 1 | remaining: 286s    
step 00095 (4.5%) | loss: 3.985849 | lrm: 1.00 | dt: 161ms | tok/sec: 1,633,120 | mfu: 39.5% | epoch: 1 | remaining: 286s    
step 00096 (4.6%) | loss: 3.968622 | lrm: 1.00 | dt: 163ms | tok/sec: 1,610,005 | mfu: 38.9% | epoch: 1 | remaining: 286s    
step 00097 (4.6%) | loss: 3.958459 | lrm: 1.00 | dt: 160ms | tok/sec: 1,637,220 | mfu: 39.6% | epoch: 1 | remaining: 286s    
step 00098 (4.7%) | loss: 3.945720 | lrm: 1.00 | dt: 160ms | tok/sec: 1,635,440 | mfu: 39.5% | epoch: 1 | remaining: 286s    
step 00099 (4.7%) | loss: 3.931815 | lrm: 1.00 | dt: 158ms | tok/sec: 1,662,134 | mfu: 40.2% | epoch: 1 | remaining: 286s    
step 00100 (4.8%) | loss: 3.919203 | lrm: 1.00 | dt: 164ms | tok/sec: 1,595,432 | mfu: 38.5% | epoch: 1 | remaining: 285s    
step 00101 (4.9%) | loss: 3.904064 | lrm: 1.00 | dt: 157ms | tok/sec: 1,673,877 | mfu: 40.4% | epoch: 1 | remaining: 285s    
step 00102 (4.9%) | loss: 3.890446 | lrm: 1.00 | dt: 160ms | tok/sec: 1,643,139 | mfu: 39.7% | epoch: 1 | remaining: 285s    
step 00103 (5.0%) | loss: 3.880942 | lrm: 1.00 | dt: 162ms | tok/sec: 1,621,062 | mfu: 39.2% | epoch: 1 | remaining: 285s    
step 00104 (5.0%) | loss: 3.870058 | lrm: 1.00 | dt: 161ms | tok/sec: 1,628,303 | mfu: 39.3% | epoch: 1 | remaining: 285s    
step 00105 (5.1%) | loss: 3.859108 | lrm: 1.00 | dt: 160ms | tok/sec: 1,635,289 | mfu: 39.5% | epoch: 1 | remaining: 285s    
step 00106 (5.1%) | loss: 3.846934 | lrm: 1.00 | dt: 159ms | tok/sec: 1,648,638 | mfu: 39.8% | epoch: 1 | remaining: 284s    
step 00107 (5.2%) | loss: 3.837369 | lrm: 1.00 | dt: 159ms | tok/sec: 1,643,652 | mfu: 39.7% | epoch: 1 | remaining: 284s    
step 00108 (5.2%) | loss: 3.829761 | lrm: 1.00 | dt: 159ms | tok/sec: 1,650,449 | mfu: 39.9% | epoch: 1 | remaining: 284s    
step 00109 (5.3%) | loss: 3.822912 | lrm: 1.00 | dt: 160ms | tok/sec: 1,634,285 | mfu: 39.5% | epoch: 1 | remaining: 284s    
step 00110 (5.3%) | loss: 3.816568 | lrm: 1.00 | dt: 166ms | tok/sec: 1,582,129 | mfu: 38.2% | epoch: 1 | remaining: 284s    
step 00111 (5.4%) | loss: 3.807039 | lrm: 1.00 | dt: 158ms | tok/sec: 1,656,075 | mfu: 40.0% | epoch: 1 | remaining: 284s    
step 00112 (5.4%) | loss: 3.794671 | lrm: 1.00 | dt: 158ms | tok/sec: 1,656,232 | mfu: 40.0% | epoch: 1 | remaining: 284s    
step 00113 (5.5%) | loss: 3.791006 | lrm: 1.00 | dt: 160ms | tok/sec: 1,640,614 | mfu: 39.6% | epoch: 1 | remaining: 283s    
step 00114 (5.5%) | loss: 3.782636 | lrm: 1.00 | dt: 159ms | tok/sec: 1,650,031 | mfu: 39.9% | epoch: 1 | remaining: 283s    
step 00115 (5.6%) | loss: 3.774906 | lrm: 1.00 | dt: 159ms | tok/sec: 1,651,506 | mfu: 39.9% | epoch: 1 | remaining: 283s    
step 00116 (5.7%) | loss: 3.764173 | lrm: 1.00 | dt: 162ms | tok/sec: 1,615,664 | mfu: 39.0% | epoch: 1 | remaining: 283s    
step 00117 (5.7%) | loss: 3.753668 | lrm: 1.00 | dt: 160ms | tok/sec: 1,634,271 | mfu: 39.5% | epoch: 1 | remaining: 283s    
step 00118 (5.8%) | loss: 3.747576 | lrm: 1.00 | dt: 159ms | tok/sec: 1,652,794 | mfu: 39.9% | epoch: 1 | remaining: 283s    
step 00119 (5.8%) | loss: 3.743337 | lrm: 1.00 | dt: 159ms | tok/sec: 1,653,052 | mfu: 39.9% | epoch: 1 | remaining: 282s    
step 00120 (5.9%) | loss: 3.733675 | lrm: 1.00 | dt: 163ms | tok/sec: 1,604,479 | mfu: 38.8% | epoch: 1 | remaining: 282s    
step 00121 (5.9%) | loss: 3.728280 | lrm: 1.00 | dt: 157ms | tok/sec: 1,668,057 | mfu: 40.3% | epoch: 1 | remaining: 282s    
step 00122 (6.0%) | loss: 3.722405 | lrm: 1.00 | dt: 160ms | tok/sec: 1,635,209 | mfu: 39.5% | epoch: 1 | remaining: 282s    
step 00123 (6.0%) | loss: 3.714429 | lrm: 1.00 | dt: 162ms | tok/sec: 1,617,609 | mfu: 39.1% | epoch: 1 | remaining: 282s    
step 00124 (6.1%) | loss: 3.711167 | lrm: 1.00 | dt: 160ms | tok/sec: 1,640,773 | mfu: 39.6% | epoch: 1 | remaining: 282s    
step 00125 (6.1%) | loss: 3.706090 | lrm: 1.00 | dt: 160ms | tok/sec: 1,639,615 | mfu: 39.6% | epoch: 1 | remaining: 281s    
step 00126 (6.2%) | loss: 3.697920 | lrm: 1.00 | dt: 162ms | tok/sec: 1,616,032 | mfu: 39.0% | epoch: 1 | remaining: 281s    
step 00127 (6.2%) | loss: 3.693462 | lrm: 1.00 | dt: 167ms | tok/sec: 1,571,723 | mfu: 38.0% | epoch: 1 | remaining: 281s    
step 00128 (6.3%) | loss: 3.683386 | lrm: 1.00 | dt: 158ms | tok/sec: 1,656,392 | mfu: 40.0% | epoch: 1 | remaining: 281s    
step 00129 (6.3%) | loss: 3.677827 | lrm: 1.00 | dt: 159ms | tok/sec: 1,653,671 | mfu: 40.0% | epoch: 1 | remaining: 281s    
step 00130 (6.4%) | loss: 3.670752 | lrm: 1.00 | dt: 164ms | tok/sec: 1,603,078 | mfu: 38.7% | epoch: 1 | remaining: 281s    
step 00131 (6.5%) | loss: 3.660587 | lrm: 1.00 | dt: 158ms | tok/sec: 1,660,650 | mfu: 40.1% | epoch: 1 | remaining: 280s    
step 00132 (6.5%) | loss: 3.657703 | lrm: 1.00 | dt: 162ms | tok/sec: 1,618,394 | mfu: 39.1% | epoch: 1 | remaining: 280s    
step 00133 (6.6%) | loss: 3.654024 | lrm: 1.00 | dt: 159ms | tok/sec: 1,651,193 | mfu: 39.9% | epoch: 1 | remaining: 280s    
step 00134 (6.6%) | loss: 3.652491 | lrm: 1.00 | dt: 160ms | tok/sec: 1,633,766 | mfu: 39.5% | epoch: 1 | remaining: 280s    
step 00135 (6.7%) | loss: 3.648404 | lrm: 1.00 | dt: 178ms | tok/sec: 1,472,277 | mfu: 35.6% | epoch: 1 | remaining: 280s    
step 00136 (6.7%) | loss: 3.644215 | lrm: 1.00 | dt: 158ms | tok/sec: 1,658,473 | mfu: 40.1% | epoch: 1 | remaining: 280s    
step 00137 (6.8%) | loss: 3.641568 | lrm: 1.00 | dt: 179ms | tok/sec: 1,463,102 | mfu: 35.4% | epoch: 1 | remaining: 279s    
step 00138 (6.8%) | loss: 3.638236 | lrm: 1.00 | dt: 154ms | tok/sec: 1,700,054 | mfu: 41.1% | epoch: 1 | remaining: 279s    
step 00139 (6.9%) | loss: 3.635958 | lrm: 1.00 | dt: 157ms | tok/sec: 1,669,691 | mfu: 40.3% | epoch: 1 | remaining: 279s    
step 00140 (6.9%) | loss: 3.629210 | lrm: 1.00 | dt: 162ms | tok/sec: 1,614,492 | mfu: 39.0% | epoch: 1 | remaining: 279s    
step 00141 (7.0%) | loss: 3.624031 | lrm: 1.00 | dt: 162ms | tok/sec: 1,618,049 | mfu: 39.1% | epoch: 1 | remaining: 279s    
step 00142 (7.1%) | loss: 3.616371 | lrm: 1.00 | dt: 158ms | tok/sec: 1,660,718 | mfu: 40.1% | epoch: 1 | remaining: 279s    
step 00143 (7.1%) | loss: 3.617387 | lrm: 1.00 | dt: 161ms | tok/sec: 1,633,149 | mfu: 39.5% | epoch: 1 | remaining: 279s    
step 00144 (7.2%) | loss: 3.605793 | lrm: 1.00 | dt: 160ms | tok/sec: 1,636,212 | mfu: 39.5% | epoch: 1 | remaining: 278s    
step 00145 (7.2%) | loss: 3.601150 | lrm: 1.00 | dt: 160ms | tok/sec: 1,641,194 | mfu: 39.7% | epoch: 1 | remaining: 278s    
step 00146 (7.3%) | loss: 3.603116 | lrm: 1.00 | dt: 161ms | tok/sec: 1,624,482 | mfu: 39.2% | epoch: 1 | remaining: 278s    
step 00147 (7.3%) | loss: 3.594223 | lrm: 1.00 | dt: 163ms | tok/sec: 1,604,901 | mfu: 38.8% | epoch: 1 | remaining: 278s    
step 00148 (7.4%) | loss: 3.593503 | lrm: 1.00 | dt: 158ms | tok/sec: 1,656,434 | mfu: 40.0% | epoch: 1 | remaining: 278s    
step 00149 (7.4%) | loss: 3.586985 | lrm: 1.00 | dt: 162ms | tok/sec: 1,615,465 | mfu: 39.0% | epoch: 1 | remaining: 278s    
step 00150 (7.5%) | loss: 3.582963 | lrm: 1.00 | dt: 166ms | tok/sec: 1,582,019 | mfu: 38.2% | epoch: 1 | remaining: 277s    
step 00151 (7.5%) | loss: 3.581244 | lrm: 1.00 | dt: 156ms | tok/sec: 1,679,867 | mfu: 40.6% | epoch: 1 | remaining: 277s    
