Vocab size: 8,192
Model config: {'sequence_len': 2048, 'vocab_size': 8192, 'n_layer': 12, 'n_head': 6, 'n_kv_head': 6, 'n_embd': 768, 'window_pattern': 'SSSL'}
Parameter counts:
  wte                     : 6,291,456
  value_embeds            : 37,748,736
  lm_head                 : 6,291,456
  transformer_matrices    : 84,935,808
  scalars                 : 24
  total                   : 135,267,480
Estimated FLOPs per token: 6.889213e+08
Scaling AdamW LRs by 1/sqrt(768/768) = 1.000000
Time budget: 300s
Gradient accumulation steps: 4

step 00000 (0.0%) | loss: 9.011376 | lrm: 1.00 | dt: 44703ms | tok/sec: 11,728 | mfu: 0.8% | epoch: 1 | remaining: 300s    
step 00001 (0.0%) | loss: 8.811833 | lrm: 1.00 | dt: 779ms | tok/sec: 673,415 | mfu: 46.9% | epoch: 1 | remaining: 300s    
step 00002 (0.0%) | loss: 8.347073 | lrm: 1.00 | dt: 820ms | tok/sec: 639,604 | mfu: 44.5% | epoch: 1 | remaining: 300s    
step 00003 (0.0%) | loss: 7.852373 | lrm: 1.00 | dt: 812ms | tok/sec: 645,951 | mfu: 45.0% | epoch: 1 | remaining: 300s    
step 00004 (0.0%) | loss: 7.445948 | lrm: 1.00 | dt: 808ms | tok/sec: 649,056 | mfu: 45.2% | epoch: 1 | remaining: 300s    
step 00005 (0.0%) | loss: 7.126025 | lrm: 1.00 | dt: 800ms | tok/sec: 654,971 | mfu: 45.6% | epoch: 1 | remaining: 300s    
step 00006 (0.0%) | loss: 6.889603 | lrm: 1.00 | dt: 803ms | tok/sec: 653,082 | mfu: 45.5% | epoch: 1 | remaining: 300s    
step 00007 (0.0%) | loss: 6.683389 | lrm: 1.00 | dt: 806ms | tok/sec: 650,239 | mfu: 45.3% | epoch: 1 | remaining: 300s    
step 00008 (0.0%) | loss: 6.509134 | lrm: 1.00 | dt: 807ms | tok/sec: 649,786 | mfu: 45.2% | epoch: 1 | remaining: 300s    
step 00009 (0.0%) | loss: 6.363757 | lrm: 1.00 | dt: 805ms | tok/sec: 651,154 | mfu: 45.3% | epoch: 1 | remaining: 300s    
step 00010 (0.0%) | loss: 6.236280 | lrm: 1.00 | dt: 815ms | tok/sec: 643,177 | mfu: 44.8% | epoch: 1 | remaining: 300s    
step 00011 (0.0%) | loss: 6.131784 | lrm: 1.00 | dt: 803ms | tok/sec: 653,222 | mfu: 45.5% | epoch: 1 | remaining: 299s    
step 00012 (0.3%) | loss: 6.039483 | lrm: 1.00 | dt: 806ms | tok/sec: 650,580 | mfu: 45.3% | epoch: 1 | remaining: 298s    
step 00013 (0.5%) | loss: 5.959634 | lrm: 1.00 | dt: 806ms | tok/sec: 650,335 | mfu: 45.3% | epoch: 1 | remaining: 298s    
step 00031 (5.4%) | loss: 5.246832 | lrm: 1.00 | dt: 808ms | tok/sec: 649,136 | mfu: 45.2% | epoch: 1 | remaining: 283s    
step 00032 (5.7%) | loss: 5.216723 | lrm: 1.00 | dt: 806ms | tok/sec: 650,181 | mfu: 45.3% | epoch: 1 | remaining: 282s    
step 00033 (5.9%) | loss: 5.193993 | lrm: 1.00 | dt: 811ms | tok/sec: 646,074 | mfu: 45.0% | epoch: 1 | remaining: 281s    
step 00034 (6.2%) | loss: 5.163382 | lrm: 1.00 | dt: 808ms | tok/sec: 648,498 | mfu: 45.2% | epoch: 1 | remaining: 281s    
step 00035 (6.5%) | loss: 5.134341 | lrm: 1.00 | dt: 813ms | tok/sec: 645,266 | mfu: 44.9% | epoch: 1 | remaining: 280s    
step 00036 (6.7%) | loss: 5.104666 | lrm: 1.00 | dt: 815ms | tok/sec: 643,470 | mfu: 44.8% | epoch: 1 | remaining: 279s    
step 00037 (7.0%) | loss: 5.075951 | lrm: 1.00 | dt: 807ms | tok/sec: 649,927 | mfu: 45.3% | epoch: 1 | remaining: 278s    
step 00038 (7.3%) | loss: 5.048292 | lrm: 1.00 | dt: 815ms | tok/sec: 643,344 | mfu: 44.8% | epoch: 1 | remaining: 277s    
step 00039 (7.6%) | loss: 5.021192 | lrm: 1.00 | dt: 813ms | tok/sec: 644,875 | mfu: 44.9% | epoch: 1 | remaining: 277s    
step 00040 (7.8%) | loss: 4.994616 | lrm: 1.00 | dt: 813ms | tok/sec: 645,072 | mfu: 44.9% | epoch: 1 | remaining: 276s    
step 00041 (8.1%) | loss: 4.967127 | lrm: 1.00 | dt: 807ms | tok/sec: 649,919 | mfu: 45.2% | epoch: 1 | remaining: 275s    
step 00042 (8.4%) | loss: 4.939782 | lrm: 1.00 | dt: 811ms | tok/sec: 646,708 | mfu: 45.0% | epoch: 1 | remaining: 274s    
step 00043 (8.6%) | loss: 4.913584 | lrm: 1.00 | dt: 808ms | tok/sec: 648,923 | mfu: 45.2% | epoch: 1 | remaining: 273s    
step 00044 (8.9%) | loss: 4.882458 | lrm: 1.00 | dt: 809ms | tok/sec: 648,381 | mfu: 45.1% | epoch: 1 | remaining: 272s    
step 00045 (9.2%) | loss: 4.855166 | lrm: 1.00 | dt: 813ms | tok/sec: 644,802 | mfu: 44.9% | epoch: 1 | remaining: 272s    
step 00046 (9.4%) | loss: 4.822265 | lrm: 1.00 | dt: 815ms | tok/sec: 643,233 | mfu: 44.8% | epoch: 1 | remaining: 271s    
step 00047 (9.7%) | loss: 4.785620 | lrm: 1.00 | dt: 809ms | tok/sec: 648,099 | mfu: 45.1% | epoch: 1 | remaining: 270s    
step 00048 (10.0%) | loss: 4.762135 | lrm: 1.00 | dt: 813ms | tok/sec: 644,967 | mfu: 44.9% | epoch: 1 | remaining: 269s    
step 00049 (10.3%) | loss: 4.728845 | lrm: 1.00 | dt: 812ms | tok/sec: 645,527 | mfu: 44.9% | epoch: 1 | remaining: 268s    
step 00050 (10.5%) | loss: 4.699978 | lrm: 1.00 | dt: 815ms | tok/sec: 643,365 | mfu: 44.8% | epoch: 1 | remaining: 268s    
step 00051 (10.8%) | loss: 4.675627 | lrm: 1.00 | dt: 810ms | tok/sec: 647,420 | mfu: 45.1% | epoch: 1 | remaining: 267s    
step 00052 (11.1%) | loss: 4.647960 | lrm: 1.00 | dt: 814ms | tok/sec: 644,285 | mfu: 44.9% | epoch: 1 | remaining: 266s    
step 00053 (11.3%) | loss: 4.621265 | lrm: 1.00 | dt: 812ms | tok/sec: 645,724 | mfu: 45.0% | epoch: 1 | remaining: 265s    
step 00054 (11.6%) | loss: 4.595427 | lrm: 1.00 | dt: 809ms | tok/sec: 647,674 | mfu: 45.1% | epoch: 1 | remaining: 264s    
step 00055 (11.9%) | loss: 4.560110 | lrm: 1.00 | dt: 810ms | tok/sec: 647,381 | mfu: 45.1% | epoch: 1 | remaining: 264s    
step 00056 (12.2%) | loss: 4.535501 | lrm: 1.00 | dt: 809ms | tok/sec: 647,914 | mfu: 45.1% | epoch: 1 | remaining: 263s    
step 00057 (12.4%) | loss: 4.510141 | lrm: 1.00 | dt: 814ms | tok/sec: 643,723 | mfu: 44.8% | epoch: 1 | remaining: 262s    
step 00058 (12.7%) | loss: 4.475805 | lrm: 1.00 | dt: 811ms | tok/sec: 646,428 | mfu: 45.0% | epoch: 1 | remaining: 261s    
step 00059 (13.0%) | loss: 4.448829 | lrm: 1.00 | dt: 813ms | tok/sec: 644,709 | mfu: 44.9% | epoch: 1 | remaining: 260s    
step 00060 (13.2%) | loss: 4.420775 | lrm: 1.00 | dt: 825ms | tok/sec: 635,547 | mfu: 44.2% | epoch: 1 | remaining: 259s    
step 00061 (13.5%) | loss: 4.389989 | lrm: 1.00 | dt: 809ms | tok/sec: 648,437 | mfu: 45.1% | epoch: 1 | remaining: 259s    
step 00062 (13.8%) | loss: 4.372057 | lrm: 1.00 | dt: 814ms | tok/sec: 643,795 | mfu: 44.8% | epoch: 1 | remaining: 258s    
step 00063 (14.1%) | loss: 4.349474 | lrm: 1.00 | dt: 810ms | tok/sec: 647,246 | mfu: 45.1% | epoch: 1 | remaining: 257s    
step 00064 (14.3%) | loss: 4.327176 | lrm: 1.00 | dt: 814ms | tok/sec: 644,258 | mfu: 44.9% | epoch: 1 | remaining: 256s    
step 00065 (14.6%) | loss: 4.293727 | lrm: 1.00 | dt: 808ms | tok/sec: 649,228 | mfu: 45.2% | epoch: 1 | remaining: 255s    
step 00066 (14.9%) | loss: 4.263682 | lrm: 1.00 | dt: 812ms | tok/sec: 645,496 | mfu: 44.9% | epoch: 1 | remaining: 255s    
step 00067 (15.1%) | loss: 4.240160 | lrm: 1.00 | dt: 809ms | tok/sec: 647,880 | mfu: 45.1% | epoch: 1 | remaining: 254s    
step 00068 (15.4%) | loss: 4.217440 | lrm: 1.00 | dt: 811ms | tok/sec: 646,241 | mfu: 45.0% | epoch: 1 | remaining: 253s    
step 00069 (15.7%) | loss: 4.199119 | lrm: 1.00 | dt: 815ms | tok/sec: 643,363 | mfu: 44.8% | epoch: 1 | remaining: 252s    
step 00070 (15.9%) | loss: 4.176234 | lrm: 1.00 | dt: 811ms | tok/sec: 646,082 | mfu: 45.0% | epoch: 1 | remaining: 251s    
step 00071 (16.2%) | loss: 4.150350 | lrm: 1.00 | dt: 809ms | tok/sec: 647,744 | mfu: 45.1% | epoch: 1 | remaining: 251s    
step 00072 (16.5%) | loss: 4.127067 | lrm: 1.00 | dt: 817ms | tok/sec: 641,927 | mfu: 44.7% | epoch: 1 | remaining: 250s    
step 00073 (16.8%) | loss: 4.102891 | lrm: 1.00 | dt: 808ms | tok/sec: 648,541 | mfu: 45.2% | epoch: 1 | remaining: 249s    
step 00074 (17.0%) | loss: 4.078984 | lrm: 1.00 | dt: 812ms | tok/sec: 645,300 | mfu: 44.9% | epoch: 1 | remaining: 248s    
step 00075 (17.3%) | loss: 4.055301 | lrm: 1.00 | dt: 812ms | tok/sec: 645,635 | mfu: 45.0% | epoch: 1 | remaining: 247s    
step 00076 (17.6%) | loss: 4.031075 | lrm: 1.00 | dt: 810ms | tok/sec: 647,145 | mfu: 45.1% | epoch: 1 | remaining: 246s    
step 00077 (17.8%) | loss: 4.012833 | lrm: 1.00 | dt: 815ms | tok/sec: 643,394 | mfu: 44.8% | epoch: 1 | remaining: 246s    
step 00078 (18.1%) | loss: 3.987143 | lrm: 1.00 | dt: 809ms | tok/sec: 648,212 | mfu: 45.1% | epoch: 1 | remaining: 245s    
step 00079 (18.4%) | loss: 3.970124 | lrm: 1.00 | dt: 812ms | tok/sec: 645,878 | mfu: 45.0% | epoch: 1 | remaining: 244s    
step 00080 (18.6%) | loss: 3.948824 | lrm: 1.00 | dt: 816ms | tok/sec: 642,513 | mfu: 44.7% | epoch: 1 | remaining: 243s    
step 00081 (18.9%) | loss: 3.923241 | lrm: 1.00 | dt: 807ms | tok/sec: 649,698 | mfu: 45.2% | epoch: 1 | remaining: 242s    
step 00082 (19.2%) | loss: 3.900473 | lrm: 1.00 | dt: 811ms | tok/sec: 646,730 | mfu: 45.0% | epoch: 1 | remaining: 242s    
step 00083 (19.5%) | loss: 3.880358 | lrm: 1.00 | dt: 815ms | tok/sec: 643,267 | mfu: 44.8% | epoch: 1 | remaining: 241s    
step 00084 (19.7%) | loss: 3.859132 | lrm: 1.00 | dt: 808ms | tok/sec: 648,733 | mfu: 45.2% | epoch: 1 | remaining: 240s    
step 00085 (20.0%) | loss: 3.847585 | lrm: 1.00 | dt: 812ms | tok/sec: 645,478 | mfu: 44.9% | epoch: 1 | remaining: 239s    
step 00086 (20.3%) | loss: 3.837499 | lrm: 1.00 | dt: 809ms | tok/sec: 648,191 | mfu: 45.1% | epoch: 1 | remaining: 238s    
step 00087 (20.5%) | loss: 3.820539 | lrm: 1.00 | dt: 811ms | tok/sec: 646,844 | mfu: 45.0% | epoch: 1 | remaining: 238s    
step 00088 (20.8%) | loss: 3.801530 | lrm: 1.00 | dt: 809ms | tok/sec: 648,369 | mfu: 45.1% | epoch: 1 | remaining: 237s    
step 00089 (21.1%) | loss: 3.782444 | lrm: 1.00 | dt: 811ms | tok/sec: 646,265 | mfu: 45.0% | epoch: 1 | remaining: 236s    
step 00090 (21.4%) | loss: 3.767332 | lrm: 1.00 | dt: 815ms | tok/sec: 643,659 | mfu: 44.8% | epoch: 1 | remaining: 235s    
step 00091 (21.6%) | loss: 3.750417 | lrm: 1.00 | dt: 807ms | tok/sec: 650,062 | mfu: 45.3% | epoch: 1 | remaining: 234s    
step 00092 (21.9%) | loss: 3.740441 | lrm: 1.00 | dt: 809ms | tok/sec: 647,919 | mfu: 45.1% | epoch: 1 | remaining: 234s    
step 00093 (22.2%) | loss: 3.732162 | lrm: 1.00 | dt: 809ms | tok/sec: 647,808 | mfu: 45.1% | epoch: 1 | remaining: 233s    
step 00094 (22.4%) | loss: 3.716523 | lrm: 1.00 | dt: 812ms | tok/sec: 645,384 | mfu: 44.9% | epoch: 1 | remaining: 232s    
step 00095 (22.7%) | loss: 3.705873 | lrm: 1.00 | dt: 815ms | tok/sec: 643,185 | mfu: 44.8% | epoch: 1 | remaining: 231s    
step 00096 (23.0%) | loss: 3.696822 | lrm: 1.00 | dt: 809ms | tok/sec: 648,442 | mfu: 45.1% | epoch: 1 | remaining: 230s    
step 00097 (23.2%) | loss: 3.677976 | lrm: 1.00 | dt: 813ms | tok/sec: 645,103 | mfu: 44.9% | epoch: 1 | remaining: 229s    
step 00098 (23.5%) | loss: 3.668678 | lrm: 1.00 | dt: 809ms | tok/sec: 648,106 | mfu: 45.1% | epoch: 1 | remaining: 229s    
step 00099 (23.8%) | loss: 3.657236 | lrm: 1.00 | dt: 812ms | tok/sec: 645,543 | mfu: 44.9% | epoch: 1 | remaining: 228s    
step 00100 (24.1%) | loss: 3.646838 | lrm: 1.00 | dt: 820ms | tok/sec: 639,410 | mfu: 44.5% | epoch: 1 | remaining: 227s    
step 00101 (24.3%) | loss: 3.635973 | lrm: 1.00 | dt: 810ms | tok/sec: 647,562 | mfu: 45.1% | epoch: 1 | remaining: 226s    
step 00102 (24.6%) | loss: 3.623287 | lrm: 1.00 | dt: 811ms | tok/sec: 646,733 | mfu: 45.0% | epoch: 1 | remaining: 225s    
step 00103 (24.9%) | loss: 3.613373 | lrm: 1.00 | dt: 811ms | tok/sec: 646,450 | mfu: 45.0% | epoch: 1 | remaining: 225s    
step 00104 (25.1%) | loss: 3.596196 | lrm: 1.00 | dt: 813ms | tok/sec: 644,611 | mfu: 44.9% | epoch: 1 | remaining: 224s    
step 00105 (25.4%) | loss: 3.593975 | lrm: 1.00 | dt: 810ms | tok/sec: 647,537 | mfu: 45.1% | epoch: 1 | remaining: 223s    
step 00106 (25.7%) | loss: 3.588008 | lrm: 1.00 | dt: 813ms | tok/sec: 644,990 | mfu: 44.9% | epoch: 1 | remaining: 222s    
step 00107 (26.0%) | loss: 3.574612 | lrm: 1.00 | dt: 813ms | tok/sec: 644,563 | mfu: 44.9% | epoch: 1 | remaining: 221s    
step 00108 (26.2%) | loss: 3.562881 | lrm: 1.00 | dt: 813ms | tok/sec: 645,021 | mfu: 44.9% | epoch: 1 | remaining: 221s    
step 00109 (26.5%) | loss: 3.547966 | lrm: 1.00 | dt: 813ms | tok/sec: 644,974 | mfu: 44.9% | epoch: 1 | remaining: 220s    
step 00110 (26.8%) | loss: 3.540330 | lrm: 1.00 | dt: 811ms | tok/sec: 646,623 | mfu: 45.0% | epoch: 1 | remaining: 219s    
step 00111 (27.0%) | loss: 3.533575 | lrm: 1.00 | dt: 808ms | tok/sec: 649,100 | mfu: 45.2% | epoch: 1 | remaining: 218s    
step 00112 (27.3%) | loss: 3.530251 | lrm: 1.00 | dt: 813ms | tok/sec: 644,615 | mfu: 44.9% | epoch: 1 | remaining: 217s    
step 00113 (27.6%) | loss: 3.523759 | lrm: 1.00 | dt: 812ms | tok/sec: 645,983 | mfu: 45.0% | epoch: 1 | remaining: 216s    
step 00114 (27.8%) | loss: 3.512382 | lrm: 1.00 | dt: 811ms | tok/sec: 646,512 | mfu: 45.0% | epoch: 1 | remaining: 216s    
step 00115 (28.1%) | loss: 3.508894 | lrm: 1.00 | dt: 812ms | tok/sec: 645,312 | mfu: 44.9% | epoch: 1 | remaining: 215s    
step 00116 (28.4%) | loss: 3.495553 | lrm: 1.00 | dt: 809ms | tok/sec: 647,747 | mfu: 45.1% | epoch: 1 | remaining: 214s    
step 00117 (28.7%) | loss: 3.495205 | lrm: 1.00 | dt: 813ms | tok/sec: 645,035 | mfu: 44.9% | epoch: 1 | remaining: 213s    
step 00118 (28.9%) | loss: 3.488580 | lrm: 1.00 | dt: 807ms | tok/sec: 649,720 | mfu: 45.2% | epoch: 1 | remaining: 212s    
step 00119 (29.2%) | loss: 3.482209 | lrm: 1.00 | dt: 813ms | tok/sec: 644,948 | mfu: 44.9% | epoch: 1 | remaining: 212s    
step 00120 (29.5%) | loss: 3.476989 | lrm: 1.00 | dt: 811ms | tok/sec: 646,681 | mfu: 45.0% | epoch: 1 | remaining: 211s    
step 00121 (29.7%) | loss: 3.468166 | lrm: 1.00 | dt: 806ms | tok/sec: 650,150 | mfu: 45.3% | epoch: 1 | remaining: 210s    
step 00122 (30.0%) | loss: 3.458616 | lrm: 1.00 | dt: 812ms | tok/sec: 645,579 | mfu: 44.9% | epoch: 1 | remaining: 209s    
step 00123 (30.3%) | loss: 3.454865 | lrm: 1.00 | dt: 809ms | tok/sec: 648,073 | mfu: 45.1% | epoch: 1 | remaining: 208s    
step 00124 (30.5%) | loss: 3.451354 | lrm: 1.00 | dt: 812ms | tok/sec: 645,788 | mfu: 45.0% | epoch: 1 | remaining: 208s    
step 00125 (30.8%) | loss: 3.447832 | lrm: 1.00 | dt: 810ms | tok/sec: 647,498 | mfu: 45.1% | epoch: 1 | remaining: 207s    
step 00126 (31.1%) | loss: 3.443287 | lrm: 1.00 | dt: 809ms | tok/sec: 648,262 | mfu: 45.1% | epoch: 1 | remaining: 206s    
step 00127 (31.4%) | loss: 3.439777 | lrm: 1.00 | dt: 808ms | tok/sec: 648,554 | mfu: 45.2% | epoch: 1 | remaining: 205s    
step 00128 (31.6%) | loss: 3.429961 | lrm: 1.00 | dt: 810ms | tok/sec: 647,550 | mfu: 45.1% | epoch: 1 | remaining: 204s    
step 00129 (31.9%) | loss: 3.423331 | lrm: 1.00 | dt: 809ms | tok/sec: 648,230 | mfu: 45.1% | epoch: 1 | remaining: 204s    
step 00130 (32.2%) | loss: 3.415949 | lrm: 1.00 | dt: 817ms | tok/sec: 642,069 | mfu: 44.7% | epoch: 1 | remaining: 203s    
step 00131 (32.4%) | loss: 3.411613 | lrm: 1.00 | dt: 808ms | tok/sec: 649,233 | mfu: 45.2% | epoch: 1 | remaining: 202s    
step 00132 (32.7%) | loss: 3.407548 | lrm: 1.00 | dt: 817ms | tok/sec: 641,601 | mfu: 44.7% | epoch: 1 | remaining: 201s    
step 00133 (33.0%) | loss: 3.394324 | lrm: 1.00 | dt: 810ms | tok/sec: 647,625 | mfu: 45.1% | epoch: 1 | remaining: 200s    
step 00134 (33.2%) | loss: 3.386475 | lrm: 1.00 | dt: 813ms | tok/sec: 644,913 | mfu: 44.9% | epoch: 1 | remaining: 199s    
step 00135 (33.5%) | loss: 3.383762 | lrm: 1.00 | dt: 813ms | tok/sec: 644,645 | mfu: 44.9% | epoch: 1 | remaining: 199s    
step 00136 (33.8%) | loss: 3.373266 | lrm: 1.00 | dt: 812ms | tok/sec: 645,565 | mfu: 44.9% | epoch: 1 | remaining: 198s    
step 00137 (34.1%) | loss: 3.376433 | lrm: 1.00 | dt: 811ms | tok/sec: 646,533 | mfu: 45.0% | epoch: 1 | remaining: 197s    
step 00138 (34.3%) | loss: 3.371283 | lrm: 1.00 | dt: 809ms | tok/sec: 648,207 | mfu: 45.1% | epoch: 1 | remaining: 196s    
step 00139 (34.6%) | loss: 3.365322 | lrm: 1.00 | dt: 811ms | tok/sec: 646,316 | mfu: 45.0% | epoch: 1 | remaining: 195s    
step 00140 (34.9%) | loss: 3.360760 | lrm: 1.00 | dt: 811ms | tok/sec: 646,106 | mfu: 45.0% | epoch: 1 | remaining: 195s    
step 00141 (35.1%) | loss: 3.351517 | lrm: 1.00 | dt: 806ms | tok/sec: 650,763 | mfu: 45.3% | epoch: 1 | remaining: 194s    
step 00142 (35.4%) | loss: 3.351046 | lrm: 1.00 | dt: 813ms | tok/sec: 644,579 | mfu: 44.9% | epoch: 1 | remaining: 193s    
step 00143 (35.7%) | loss: 3.347672 | lrm: 1.00 | dt: 815ms | tok/sec: 643,051 | mfu: 44.8% | epoch: 1 | remaining: 192s    
step 00144 (36.0%) | loss: 3.339378 | lrm: 1.00 | dt: 811ms | tok/sec: 646,159 | mfu: 45.0% | epoch: 1 | remaining: 191s    
step 00145 (36.2%) | loss: 3.339048 | lrm: 1.00 | dt: 812ms | tok/sec: 646,014 | mfu: 45.0% | epoch: 1 | remaining: 191s    
step 00146 (36.5%) | loss: 3.336335 | lrm: 1.00 | dt: 809ms | tok/sec: 648,369 | mfu: 45.1% | epoch: 1 | remaining: 190s    
step 00147 (36.8%) | loss: 3.338622 | lrm: 1.00 | dt: 809ms | tok/sec: 647,734 | mfu: 45.1% | epoch: 1 | remaining: 189s    
step 00148 (37.0%) | loss: 3.341335 | lrm: 1.00 | dt: 810ms | tok/sec: 647,196 | mfu: 45.1% | epoch: 1 | remaining: 188s    
step 00149 (37.3%) | loss: 3.338458 | lrm: 1.00 | dt: 810ms | tok/sec: 646,882 | mfu: 45.0% | epoch: 1 | remaining: 187s    
step 00150 (37.6%) | loss: 3.328965 | lrm: 1.00 | dt: 814ms | tok/sec: 644,368 | mfu: 44.9% | epoch: 1 | remaining: 186s    
step 00151 (37.8%) | loss: 3.324146 | lrm: 1.00 | dt: 804ms | tok/sec: 652,007 | mfu: 45.4% | epoch: 1 | remaining: 186s    
step 00152 (38.1%) | loss: 3.323114 | lrm: 1.00 | dt: 814ms | tok/sec: 644,266 | mfu: 44.9% | epoch: 1 | remaining: 185s    
step 00153 (38.4%) | loss: 3.319936 | lrm: 1.00 | dt: 808ms | tok/sec: 649,203 | mfu: 45.2% | epoch: 1 | remaining: 184s    
step 00154 (38.7%) | loss: 3.314835 | lrm: 1.00 | dt: 813ms | tok/sec: 644,687 | mfu: 44.9% | epoch: 1 | remaining: 183s    
step 00155 (38.9%) | loss: 3.309768 | lrm: 1.00 | dt: 810ms | tok/sec: 647,212 | mfu: 45.1% | epoch: 1 | remaining: 182s    
