Vocab size: 8,192
Model config: {'sequence_len': 2048, 'vocab_size': 8192, 'n_layer': 8, 'n_head': 4, 'n_kv_head': 4, 'n_embd': 512, 'window_pattern': 'SSSL'}
Parameter counts:
  wte                     : 4,194,304
  value_embeds            : 16,777,216
  lm_head                 : 4,194,304
  transformer_matrices    : 25,166,336
  scalars                 : 16
  total                   : 50,332,176
Estimated FLOPs per token: 2.390784e+08
Scaling AdamW LRs by 1/sqrt(512/768) = 1.224745
Time budget: 300s
Gradient accumulation steps: 1

step 00000 (0.0%) | loss: 9.011262 | lrm: 1.00 | dt: 20352ms | tok/sec: 12,880 | mfu: 0.3% | epoch: 1 | remaining: 300s    
step 00001 (0.0%) | loss: 8.867220 | lrm: 1.00 | dt: 153ms | tok/sec: 1,713,921 | mfu: 41.4% | epoch: 1 | remaining: 300s    
step 00002 (0.0%) | loss: 8.486944 | lrm: 1.00 | dt: 154ms | tok/sec: 1,704,167 | mfu: 41.2% | epoch: 1 | remaining: 300s    
step 00003 (0.0%) | loss: 8.035365 | lrm: 1.00 | dt: 156ms | tok/sec: 1,675,183 | mfu: 40.5% | epoch: 1 | remaining: 300s    
step 00004 (0.0%) | loss: 7.656661 | lrm: 1.00 | dt: 155ms | tok/sec: 1,689,778 | mfu: 40.8% | epoch: 1 | remaining: 300s    
step 00005 (0.0%) | loss: 7.323980 | lrm: 1.00 | dt: 155ms | tok/sec: 1,696,400 | mfu: 41.0% | epoch: 1 | remaining: 300s    
step 00006 (0.0%) | loss: 7.071025 | lrm: 1.00 | dt: 180ms | tok/sec: 1,459,872 | mfu: 35.3% | epoch: 1 | remaining: 300s    
step 00007 (0.0%) | loss: 6.866220 | lrm: 1.00 | dt: 165ms | tok/sec: 1,587,710 | mfu: 38.4% | epoch: 1 | remaining: 300s    
step 00008 (0.0%) | loss: 6.691802 | lrm: 1.00 | dt: 198ms | tok/sec: 1,322,358 | mfu: 32.0% | epoch: 1 | remaining: 300s    
step 00009 (0.0%) | loss: 6.543484 | lrm: 1.00 | dt: 187ms | tok/sec: 1,404,778 | mfu: 33.9% | epoch: 1 | remaining: 300s    
step 00010 (0.0%) | loss: 6.420195 | lrm: 1.00 | dt: 191ms | tok/sec: 1,373,925 | mfu: 33.2% | epoch: 1 | remaining: 300s    
step 00011 (0.0%) | loss: 6.311131 | lrm: 1.00 | dt: 159ms | tok/sec: 1,652,956 | mfu: 39.9% | epoch: 1 | remaining: 300s    
step 00012 (0.1%) | loss: 6.213442 | lrm: 1.00 | dt: 160ms | tok/sec: 1,642,697 | mfu: 39.7% | epoch: 1 | remaining: 300s    
step 00013 (0.1%) | loss: 6.131301 | lrm: 1.00 | dt: 170ms | tok/sec: 1,542,319 | mfu: 37.3% | epoch: 1 | remaining: 300s    
step 00044 (2.0%) | loss: 5.046903 | lrm: 1.00 | dt: 166ms | tok/sec: 1,582,684 | mfu: 38.2% | epoch: 1 | remaining: 294s    
step 00045 (2.0%) | loss: 5.024350 | lrm: 1.00 | dt: 160ms | tok/sec: 1,635,063 | mfu: 39.5% | epoch: 1 | remaining: 294s    
step 00046 (2.1%) | loss: 4.998421 | lrm: 1.00 | dt: 194ms | tok/sec: 1,350,580 | mfu: 32.6% | epoch: 1 | remaining: 294s    
step 00047 (2.1%) | loss: 4.970902 | lrm: 1.00 | dt: 167ms | tok/sec: 1,572,058 | mfu: 38.0% | epoch: 1 | remaining: 293s    
step 00048 (2.2%) | loss: 4.946929 | lrm: 1.00 | dt: 181ms | tok/sec: 1,447,373 | mfu: 35.0% | epoch: 1 | remaining: 293s    
step 00049 (2.2%) | loss: 4.919873 | lrm: 1.00 | dt: 183ms | tok/sec: 1,434,442 | mfu: 34.7% | epoch: 1 | remaining: 293s    
step 00050 (2.3%) | loss: 4.898562 | lrm: 1.00 | dt: 158ms | tok/sec: 1,655,753 | mfu: 40.0% | epoch: 1 | remaining: 293s    
step 00051 (2.4%) | loss: 4.873691 | lrm: 1.00 | dt: 183ms | tok/sec: 1,432,019 | mfu: 34.6% | epoch: 1 | remaining: 293s    
step 00052 (2.4%) | loss: 4.850733 | lrm: 1.00 | dt: 155ms | tok/sec: 1,693,306 | mfu: 40.9% | epoch: 1 | remaining: 293s    
step 00053 (2.5%) | loss: 4.826965 | lrm: 1.00 | dt: 170ms | tok/sec: 1,542,998 | mfu: 37.3% | epoch: 1 | remaining: 292s    
step 00054 (2.5%) | loss: 4.798647 | lrm: 1.00 | dt: 157ms | tok/sec: 1,671,414 | mfu: 40.4% | epoch: 1 | remaining: 292s    
step 00055 (2.6%) | loss: 4.775341 | lrm: 1.00 | dt: 180ms | tok/sec: 1,453,200 | mfu: 35.1% | epoch: 1 | remaining: 292s    
step 00056 (2.6%) | loss: 4.753113 | lrm: 1.00 | dt: 155ms | tok/sec: 1,686,763 | mfu: 40.8% | epoch: 1 | remaining: 292s    
step 00057 (2.7%) | loss: 4.731218 | lrm: 1.00 | dt: 161ms | tok/sec: 1,632,192 | mfu: 39.4% | epoch: 1 | remaining: 292s    
step 00058 (2.7%) | loss: 4.708679 | lrm: 1.00 | dt: 200ms | tok/sec: 1,311,534 | mfu: 31.7% | epoch: 1 | remaining: 292s    
step 00059 (2.8%) | loss: 4.685901 | lrm: 1.00 | dt: 154ms | tok/sec: 1,702,947 | mfu: 41.1% | epoch: 1 | remaining: 291s    
step 00060 (2.9%) | loss: 4.664884 | lrm: 1.00 | dt: 165ms | tok/sec: 1,588,816 | mfu: 38.4% | epoch: 1 | remaining: 291s    
step 00061 (2.9%) | loss: 4.640652 | lrm: 1.00 | dt: 204ms | tok/sec: 1,282,178 | mfu: 31.0% | epoch: 1 | remaining: 291s    
step 00062 (3.0%) | loss: 4.619100 | lrm: 1.00 | dt: 156ms | tok/sec: 1,684,597 | mfu: 40.7% | epoch: 1 | remaining: 291s    
step 00063 (3.0%) | loss: 4.594901 | lrm: 1.00 | dt: 156ms | tok/sec: 1,678,459 | mfu: 40.6% | epoch: 1 | remaining: 291s    
step 00064 (3.1%) | loss: 4.571241 | lrm: 1.00 | dt: 163ms | tok/sec: 1,609,753 | mfu: 38.9% | epoch: 1 | remaining: 291s    
step 00065 (3.1%) | loss: 4.547283 | lrm: 1.00 | dt: 158ms | tok/sec: 1,660,409 | mfu: 40.1% | epoch: 1 | remaining: 290s    
step 00066 (3.2%) | loss: 4.527164 | lrm: 1.00 | dt: 158ms | tok/sec: 1,663,124 | mfu: 40.2% | epoch: 1 | remaining: 290s    
step 00067 (3.3%) | loss: 4.505767 | lrm: 1.00 | dt: 195ms | tok/sec: 1,342,787 | mfu: 32.4% | epoch: 1 | remaining: 290s    
step 00068 (3.3%) | loss: 4.481161 | lrm: 1.00 | dt: 155ms | tok/sec: 1,694,418 | mfu: 40.9% | epoch: 1 | remaining: 290s    
step 00069 (3.4%) | loss: 4.456482 | lrm: 1.00 | dt: 156ms | tok/sec: 1,682,174 | mfu: 40.6% | epoch: 1 | remaining: 290s    
step 00070 (3.4%) | loss: 4.431593 | lrm: 1.00 | dt: 163ms | tok/sec: 1,609,110 | mfu: 38.9% | epoch: 1 | remaining: 290s    
step 00071 (3.5%) | loss: 4.410791 | lrm: 1.00 | dt: 176ms | tok/sec: 1,488,955 | mfu: 36.0% | epoch: 1 | remaining: 289s    
step 00072 (3.5%) | loss: 4.390139 | lrm: 1.00 | dt: 236ms | tok/sec: 1,108,560 | mfu: 26.8% | epoch: 1 | remaining: 289s    
step 00073 (3.6%) | loss: 4.369450 | lrm: 1.00 | dt: 162ms | tok/sec: 1,614,900 | mfu: 39.0% | epoch: 1 | remaining: 289s    
step 00074 (3.7%) | loss: 4.351468 | lrm: 1.00 | dt: 201ms | tok/sec: 1,303,217 | mfu: 31.5% | epoch: 1 | remaining: 289s    
step 00075 (3.7%) | loss: 4.331635 | lrm: 1.00 | dt: 155ms | tok/sec: 1,696,015 | mfu: 41.0% | epoch: 1 | remaining: 289s    
step 00076 (3.8%) | loss: 4.312199 | lrm: 1.00 | dt: 181ms | tok/sec: 1,448,088 | mfu: 35.0% | epoch: 1 | remaining: 288s    
step 00077 (3.8%) | loss: 4.293687 | lrm: 1.00 | dt: 156ms | tok/sec: 1,682,489 | mfu: 40.7% | epoch: 1 | remaining: 288s    
step 00078 (3.9%) | loss: 4.277908 | lrm: 1.00 | dt: 161ms | tok/sec: 1,626,015 | mfu: 39.3% | epoch: 1 | remaining: 288s    
step 00079 (4.0%) | loss: 4.260674 | lrm: 1.00 | dt: 166ms | tok/sec: 1,581,842 | mfu: 38.2% | epoch: 1 | remaining: 288s    
step 00080 (4.0%) | loss: 4.238637 | lrm: 1.00 | dt: 168ms | tok/sec: 1,560,511 | mfu: 37.7% | epoch: 1 | remaining: 288s    
step 00081 (4.1%) | loss: 4.217853 | lrm: 1.00 | dt: 158ms | tok/sec: 1,656,160 | mfu: 40.0% | epoch: 1 | remaining: 288s    
step 00082 (4.1%) | loss: 4.196368 | lrm: 1.00 | dt: 167ms | tok/sec: 1,568,463 | mfu: 37.9% | epoch: 1 | remaining: 287s    
step 00083 (4.2%) | loss: 4.179604 | lrm: 1.00 | dt: 174ms | tok/sec: 1,509,988 | mfu: 36.5% | epoch: 1 | remaining: 287s    
step 00084 (4.2%) | loss: 4.164026 | lrm: 1.00 | dt: 175ms | tok/sec: 1,494,929 | mfu: 36.1% | epoch: 1 | remaining: 287s    
step 00085 (4.3%) | loss: 4.146854 | lrm: 1.00 | dt: 174ms | tok/sec: 1,502,910 | mfu: 36.3% | epoch: 1 | remaining: 287s    
step 00086 (4.3%) | loss: 4.130575 | lrm: 1.00 | dt: 206ms | tok/sec: 1,271,352 | mfu: 30.7% | epoch: 1 | remaining: 287s    
step 00087 (4.4%) | loss: 4.115250 | lrm: 1.00 | dt: 155ms | tok/sec: 1,688,169 | mfu: 40.8% | epoch: 1 | remaining: 287s    
step 00088 (4.5%) | loss: 4.095462 | lrm: 1.00 | dt: 172ms | tok/sec: 1,523,671 | mfu: 36.8% | epoch: 1 | remaining: 286s    
step 00089 (4.5%) | loss: 4.079693 | lrm: 1.00 | dt: 214ms | tok/sec: 1,224,219 | mfu: 29.6% | epoch: 1 | remaining: 286s    
step 00090 (4.6%) | loss: 4.062305 | lrm: 1.00 | dt: 200ms | tok/sec: 1,310,650 | mfu: 31.7% | epoch: 1 | remaining: 286s    
step 00091 (4.7%) | loss: 4.050126 | lrm: 1.00 | dt: 154ms | tok/sec: 1,699,848 | mfu: 41.1% | epoch: 1 | remaining: 286s    
step 00092 (4.7%) | loss: 4.031454 | lrm: 1.00 | dt: 192ms | tok/sec: 1,364,163 | mfu: 33.0% | epoch: 1 | remaining: 286s    
step 00093 (4.8%) | loss: 4.017395 | lrm: 1.00 | dt: 166ms | tok/sec: 1,577,109 | mfu: 38.1% | epoch: 1 | remaining: 285s    
step 00094 (4.8%) | loss: 4.002384 | lrm: 1.00 | dt: 190ms | tok/sec: 1,382,463 | mfu: 33.4% | epoch: 1 | remaining: 285s    
step 00095 (4.9%) | loss: 3.978162 | lrm: 1.00 | dt: 188ms | tok/sec: 1,397,300 | mfu: 33.8% | epoch: 1 | remaining: 285s    
step 00096 (5.0%) | loss: 3.961356 | lrm: 1.00 | dt: 166ms | tok/sec: 1,580,312 | mfu: 38.2% | epoch: 1 | remaining: 285s    
step 00097 (5.0%) | loss: 3.952450 | lrm: 1.00 | dt: 155ms | tok/sec: 1,693,653 | mfu: 40.9% | epoch: 1 | remaining: 285s    
step 00098 (5.1%) | loss: 3.941892 | lrm: 1.00 | dt: 157ms | tok/sec: 1,665,094 | mfu: 40.2% | epoch: 1 | remaining: 285s    
step 00099 (5.1%) | loss: 3.928888 | lrm: 1.00 | dt: 161ms | tok/sec: 1,629,572 | mfu: 39.4% | epoch: 1 | remaining: 284s    
step 00100 (5.2%) | loss: 3.917416 | lrm: 1.00 | dt: 168ms | tok/sec: 1,556,722 | mfu: 37.6% | epoch: 1 | remaining: 284s    
step 00101 (5.2%) | loss: 3.905452 | lrm: 1.00 | dt: 163ms | tok/sec: 1,610,864 | mfu: 38.9% | epoch: 1 | remaining: 284s    
step 00102 (5.3%) | loss: 3.891915 | lrm: 1.00 | dt: 193ms | tok/sec: 1,358,782 | mfu: 32.8% | epoch: 1 | remaining: 284s    
step 00103 (5.3%) | loss: 3.882322 | lrm: 1.00 | dt: 177ms | tok/sec: 1,482,802 | mfu: 35.8% | epoch: 1 | remaining: 284s    
step 00104 (5.4%) | loss: 3.871089 | lrm: 1.00 | dt: 251ms | tok/sec: 1,045,692 | mfu: 25.3% | epoch: 1 | remaining: 284s    
step 00105 (5.5%) | loss: 3.859168 | lrm: 1.00 | dt: 155ms | tok/sec: 1,692,535 | mfu: 40.9% | epoch: 1 | remaining: 283s    
step 00106 (5.5%) | loss: 3.848554 | lrm: 1.00 | dt: 171ms | tok/sec: 1,537,352 | mfu: 37.1% | epoch: 1 | remaining: 283s    
step 00107 (5.6%) | loss: 3.842399 | lrm: 1.00 | dt: 165ms | tok/sec: 1,592,924 | mfu: 38.5% | epoch: 1 | remaining: 283s    
step 00108 (5.7%) | loss: 3.836373 | lrm: 1.00 | dt: 154ms | tok/sec: 1,698,591 | mfu: 41.0% | epoch: 1 | remaining: 283s    
step 00109 (5.7%) | loss: 3.828202 | lrm: 1.00 | dt: 166ms | tok/sec: 1,582,172 | mfu: 38.2% | epoch: 1 | remaining: 283s    
step 00110 (5.8%) | loss: 3.821395 | lrm: 1.00 | dt: 173ms | tok/sec: 1,517,258 | mfu: 36.7% | epoch: 1 | remaining: 283s    
step 00111 (5.8%) | loss: 3.811044 | lrm: 1.00 | dt: 170ms | tok/sec: 1,546,197 | mfu: 37.4% | epoch: 1 | remaining: 282s    
step 00112 (5.9%) | loss: 3.798847 | lrm: 1.00 | dt: 156ms | tok/sec: 1,681,768 | mfu: 40.6% | epoch: 1 | remaining: 282s    
step 00113 (5.9%) | loss: 3.794778 | lrm: 1.00 | dt: 179ms | tok/sec: 1,461,399 | mfu: 35.3% | epoch: 1 | remaining: 282s    
step 00114 (6.0%) | loss: 3.785826 | lrm: 1.00 | dt: 169ms | tok/sec: 1,547,777 | mfu: 37.4% | epoch: 1 | remaining: 282s    
step 00115 (6.0%) | loss: 3.779355 | lrm: 1.00 | dt: 156ms | tok/sec: 1,675,058 | mfu: 40.5% | epoch: 1 | remaining: 282s    
step 00116 (6.1%) | loss: 3.772604 | lrm: 1.00 | dt: 164ms | tok/sec: 1,595,201 | mfu: 38.5% | epoch: 1 | remaining: 282s    
step 00117 (6.1%) | loss: 3.763127 | lrm: 1.00 | dt: 161ms | tok/sec: 1,628,201 | mfu: 39.3% | epoch: 1 | remaining: 281s    
step 00118 (6.2%) | loss: 3.757956 | lrm: 1.00 | dt: 164ms | tok/sec: 1,599,568 | mfu: 38.6% | epoch: 1 | remaining: 281s    
step 00119 (6.3%) | loss: 3.755355 | lrm: 1.00 | dt: 158ms | tok/sec: 1,659,084 | mfu: 40.1% | epoch: 1 | remaining: 281s    
step 00120 (6.3%) | loss: 3.746281 | lrm: 1.00 | dt: 161ms | tok/sec: 1,630,531 | mfu: 39.4% | epoch: 1 | remaining: 281s    
step 00121 (6.4%) | loss: 3.739752 | lrm: 1.00 | dt: 158ms | tok/sec: 1,657,975 | mfu: 40.1% | epoch: 1 | remaining: 281s    
step 00122 (6.4%) | loss: 3.732366 | lrm: 1.00 | dt: 160ms | tok/sec: 1,637,115 | mfu: 39.6% | epoch: 1 | remaining: 281s    
step 00123 (6.5%) | loss: 3.723529 | lrm: 1.00 | dt: 168ms | tok/sec: 1,557,470 | mfu: 37.6% | epoch: 1 | remaining: 280s    
step 00124 (6.5%) | loss: 3.721025 | lrm: 1.00 | dt: 159ms | tok/sec: 1,651,987 | mfu: 39.9% | epoch: 1 | remaining: 280s    
step 00125 (6.6%) | loss: 3.718857 | lrm: 1.00 | dt: 160ms | tok/sec: 1,634,266 | mfu: 39.5% | epoch: 1 | remaining: 280s    
step 00126 (6.6%) | loss: 3.711878 | lrm: 1.00 | dt: 160ms | tok/sec: 1,636,477 | mfu: 39.5% | epoch: 1 | remaining: 280s    
step 00127 (6.7%) | loss: 3.708404 | lrm: 1.00 | dt: 163ms | tok/sec: 1,607,682 | mfu: 38.8% | epoch: 1 | remaining: 280s    
step 00128 (6.7%) | loss: 3.699685 | lrm: 1.00 | dt: 158ms | tok/sec: 1,655,706 | mfu: 40.0% | epoch: 1 | remaining: 280s    
step 00129 (6.8%) | loss: 3.695647 | lrm: 1.00 | dt: 159ms | tok/sec: 1,644,550 | mfu: 39.7% | epoch: 1 | remaining: 279s    
step 00130 (6.8%) | loss: 3.689418 | lrm: 1.00 | dt: 178ms | tok/sec: 1,476,617 | mfu: 35.7% | epoch: 1 | remaining: 279s    
step 00131 (6.9%) | loss: 3.678806 | lrm: 1.00 | dt: 155ms | tok/sec: 1,687,809 | mfu: 40.8% | epoch: 1 | remaining: 279s    
step 00132 (7.0%) | loss: 3.675607 | lrm: 1.00 | dt: 158ms | tok/sec: 1,663,051 | mfu: 40.2% | epoch: 1 | remaining: 279s    
step 00133 (7.0%) | loss: 3.672300 | lrm: 1.00 | dt: 161ms | tok/sec: 1,627,213 | mfu: 39.3% | epoch: 1 | remaining: 279s    
step 00134 (7.1%) | loss: 3.670571 | lrm: 1.00 | dt: 159ms | tok/sec: 1,651,354 | mfu: 39.9% | epoch: 1 | remaining: 279s    
step 00135 (7.1%) | loss: 3.666590 | lrm: 1.00 | dt: 159ms | tok/sec: 1,646,826 | mfu: 39.8% | epoch: 1 | remaining: 278s    
step 00136 (7.2%) | loss: 3.663356 | lrm: 1.00 | dt: 166ms | tok/sec: 1,581,666 | mfu: 38.2% | epoch: 1 | remaining: 278s    
step 00137 (7.2%) | loss: 3.660587 | lrm: 1.00 | dt: 193ms | tok/sec: 1,361,366 | mfu: 32.9% | epoch: 1 | remaining: 278s    
step 00138 (7.3%) | loss: 3.657041 | lrm: 1.00 | dt: 156ms | tok/sec: 1,683,635 | mfu: 40.7% | epoch: 1 | remaining: 278s    
step 00139 (7.3%) | loss: 3.654727 | lrm: 1.00 | dt: 157ms | tok/sec: 1,670,591 | mfu: 40.4% | epoch: 1 | remaining: 278s    
step 00140 (7.4%) | loss: 3.648483 | lrm: 1.00 | dt: 161ms | tok/sec: 1,626,092 | mfu: 39.3% | epoch: 1 | remaining: 278s    
step 00141 (7.4%) | loss: 3.643402 | lrm: 1.00 | dt: 155ms | tok/sec: 1,691,090 | mfu: 40.9% | epoch: 1 | remaining: 278s    
step 00142 (7.5%) | loss: 3.635905 | lrm: 1.00 | dt: 161ms | tok/sec: 1,625,654 | mfu: 39.3% | epoch: 1 | remaining: 277s    
step 00143 (7.6%) | loss: 3.637221 | lrm: 1.00 | dt: 169ms | tok/sec: 1,548,932 | mfu: 37.4% | epoch: 1 | remaining: 277s    
step 00144 (7.6%) | loss: 3.627210 | lrm: 1.00 | dt: 160ms | tok/sec: 1,637,113 | mfu: 39.6% | epoch: 1 | remaining: 277s    
step 00145 (7.7%) | loss: 3.623702 | lrm: 1.00 | dt: 158ms | tok/sec: 1,662,782 | mfu: 40.2% | epoch: 1 | remaining: 277s    
step 00146 (7.7%) | loss: 3.625540 | lrm: 1.00 | dt: 159ms | tok/sec: 1,647,798 | mfu: 39.8% | epoch: 1 | remaining: 277s    
step 00147 (7.8%) | loss: 3.616506 | lrm: 1.00 | dt: 158ms | tok/sec: 1,658,268 | mfu: 40.1% | epoch: 1 | remaining: 277s    
step 00148 (7.8%) | loss: 3.615862 | lrm: 1.00 | dt: 160ms | tok/sec: 1,640,653 | mfu: 39.6% | epoch: 1 | remaining: 276s    
step 00149 (7.9%) | loss: 3.610289 | lrm: 1.00 | dt: 164ms | tok/sec: 1,593,638 | mfu: 38.5% | epoch: 1 | remaining: 276s    
step 00150 (7.9%) | loss: 3.605987 | lrm: 1.00 | dt: 163ms | tok/sec: 1,607,299 | mfu: 38.8% | epoch: 1 | remaining: 276s    
step 00151 (8.0%) | loss: 3.604292 | lrm: 1.00 | dt: 156ms | tok/sec: 1,682,445 | mfu: 40.7% | epoch: 1 | remaining: 276s    
