Vocab size: 8,192
Model config: {'sequence_len': 2048, 'vocab_size': 8192, 'n_layer': 9, 'n_head': 4, 'n_kv_head': 4, 'n_embd': 512, 'window_pattern': 'SSSL'}
Parameter counts:
  wte                     : 4,194,304
  value_embeds            : 20,971,520
  lm_head                 : 4,194,304
  transformer_matrices    : 28,312,192
  scalars                 : 18
  total                   : 57,672,338
Estimated FLOPs per token: 2.705364e+08
Scaling AdamW LRs by 1/sqrt(512/768) = 1.224745
Time budget: 300s
Gradient accumulation steps: 1

step 00000 (0.0%) | loss: 9.011261 | lrm: 1.00 | dt: 39191ms | tok/sec: 6,688 | mfu: 0.2% | epoch: 1 | remaining: 300s    
step 00001 (0.0%) | loss: 8.867269 | lrm: 1.00 | dt: 172ms | tok/sec: 1,522,310 | mfu: 41.6% | epoch: 1 | remaining: 300s    
step 00002 (0.0%) | loss: 8.485565 | lrm: 1.00 | dt: 174ms | tok/sec: 1,503,803 | mfu: 41.1% | epoch: 1 | remaining: 300s    
step 00003 (0.0%) | loss: 8.033377 | lrm: 1.00 | dt: 174ms | tok/sec: 1,508,231 | mfu: 41.2% | epoch: 1 | remaining: 300s    
step 00004 (0.0%) | loss: 7.655020 | lrm: 1.00 | dt: 174ms | tok/sec: 1,506,380 | mfu: 41.2% | epoch: 1 | remaining: 300s    
step 00005 (0.0%) | loss: 7.322768 | lrm: 1.00 | dt: 179ms | tok/sec: 1,468,182 | mfu: 40.1% | epoch: 1 | remaining: 300s    
step 00006 (0.0%) | loss: 7.070029 | lrm: 1.00 | dt: 190ms | tok/sec: 1,376,967 | mfu: 37.6% | epoch: 1 | remaining: 300s    
step 00007 (0.0%) | loss: 6.865133 | lrm: 1.00 | dt: 238ms | tok/sec: 1,103,733 | mfu: 30.2% | epoch: 1 | remaining: 300s    
step 00008 (0.0%) | loss: 6.690763 | lrm: 1.00 | dt: 277ms | tok/sec: 947,806 | mfu: 25.9% | epoch: 1 | remaining: 300s    
step 00009 (0.0%) | loss: 6.542530 | lrm: 1.00 | dt: 202ms | tok/sec: 1,296,921 | mfu: 35.5% | epoch: 1 | remaining: 300s    
step 00010 (0.0%) | loss: 6.419353 | lrm: 1.00 | dt: 184ms | tok/sec: 1,422,653 | mfu: 38.9% | epoch: 1 | remaining: 300s    
step 00011 (0.0%) | loss: 6.310431 | lrm: 1.00 | dt: 174ms | tok/sec: 1,506,578 | mfu: 41.2% | epoch: 1 | remaining: 300s    
step 00012 (0.1%) | loss: 6.212860 | lrm: 1.00 | dt: 181ms | tok/sec: 1,452,142 | mfu: 39.7% | epoch: 1 | remaining: 300s    
step 00013 (0.1%) | loss: 6.130714 | lrm: 1.00 | dt: 176ms | tok/sec: 1,488,711 | mfu: 40.7% | epoch: 1 | remaining: 299s    
step 00031 (1.2%) | loss: 5.372919 | lrm: 1.00 | dt: 183ms | tok/sec: 1,432,051 | mfu: 39.2% | epoch: 1 | remaining: 296s    
step 00032 (1.3%) | loss: 5.346181 | lrm: 1.00 | dt: 176ms | tok/sec: 1,486,758 | mfu: 40.6% | epoch: 1 | remaining: 296s    
step 00033 (1.3%) | loss: 5.320333 | lrm: 1.00 | dt: 178ms | tok/sec: 1,471,723 | mfu: 40.2% | epoch: 1 | remaining: 296s    
step 00034 (1.4%) | loss: 5.293868 | lrm: 1.00 | dt: 179ms | tok/sec: 1,467,437 | mfu: 40.1% | epoch: 1 | remaining: 296s    
step 00035 (1.5%) | loss: 5.266959 | lrm: 1.00 | dt: 177ms | tok/sec: 1,480,955 | mfu: 40.5% | epoch: 1 | remaining: 295s    
step 00036 (1.5%) | loss: 5.241033 | lrm: 1.00 | dt: 179ms | tok/sec: 1,463,909 | mfu: 40.0% | epoch: 1 | remaining: 295s    
step 00037 (1.6%) | loss: 5.216492 | lrm: 1.00 | dt: 181ms | tok/sec: 1,450,625 | mfu: 39.7% | epoch: 1 | remaining: 295s    
step 00038 (1.6%) | loss: 5.190295 | lrm: 1.00 | dt: 308ms | tok/sec: 850,938 | mfu: 23.3% | epoch: 1 | remaining: 295s    
step 00039 (1.7%) | loss: 5.164291 | lrm: 1.00 | dt: 196ms | tok/sec: 1,340,202 | mfu: 36.6% | epoch: 1 | remaining: 295s    
step 00040 (1.8%) | loss: 5.141699 | lrm: 1.00 | dt: 250ms | tok/sec: 1,049,638 | mfu: 28.7% | epoch: 1 | remaining: 294s    
step 00041 (1.9%) | loss: 5.115377 | lrm: 1.00 | dt: 173ms | tok/sec: 1,516,500 | mfu: 41.5% | epoch: 1 | remaining: 294s    
step 00042 (1.9%) | loss: 5.092515 | lrm: 1.00 | dt: 178ms | tok/sec: 1,473,222 | mfu: 40.3% | epoch: 1 | remaining: 294s    
step 00043 (2.0%) | loss: 5.065630 | lrm: 1.00 | dt: 174ms | tok/sec: 1,507,628 | mfu: 41.2% | epoch: 1 | remaining: 294s    
step 00044 (2.1%) | loss: 5.041160 | lrm: 1.00 | dt: 188ms | tok/sec: 1,397,330 | mfu: 38.2% | epoch: 1 | remaining: 294s    
step 00045 (2.1%) | loss: 5.018791 | lrm: 1.00 | dt: 178ms | tok/sec: 1,474,757 | mfu: 40.3% | epoch: 1 | remaining: 293s    
step 00046 (2.2%) | loss: 4.993617 | lrm: 1.00 | dt: 205ms | tok/sec: 1,277,828 | mfu: 34.9% | epoch: 1 | remaining: 293s    
step 00047 (2.2%) | loss: 4.966486 | lrm: 1.00 | dt: 176ms | tok/sec: 1,493,615 | mfu: 40.8% | epoch: 1 | remaining: 293s    
step 00048 (2.3%) | loss: 4.941416 | lrm: 1.00 | dt: 176ms | tok/sec: 1,489,948 | mfu: 40.7% | epoch: 1 | remaining: 293s    
step 00049 (2.4%) | loss: 4.915236 | lrm: 1.00 | dt: 184ms | tok/sec: 1,422,846 | mfu: 38.9% | epoch: 1 | remaining: 293s    
step 00050 (2.4%) | loss: 4.895814 | lrm: 1.00 | dt: 179ms | tok/sec: 1,464,716 | mfu: 40.0% | epoch: 1 | remaining: 293s    
step 00051 (2.5%) | loss: 4.871365 | lrm: 1.00 | dt: 184ms | tok/sec: 1,425,175 | mfu: 39.0% | epoch: 1 | remaining: 292s    
step 00052 (2.5%) | loss: 4.849145 | lrm: 1.00 | dt: 183ms | tok/sec: 1,430,906 | mfu: 39.1% | epoch: 1 | remaining: 292s    
step 00053 (2.6%) | loss: 4.826700 | lrm: 1.00 | dt: 177ms | tok/sec: 1,479,683 | mfu: 40.5% | epoch: 1 | remaining: 292s    
step 00054 (2.7%) | loss: 4.800273 | lrm: 1.00 | dt: 176ms | tok/sec: 1,488,312 | mfu: 40.7% | epoch: 1 | remaining: 292s    
step 00055 (2.7%) | loss: 4.778375 | lrm: 1.00 | dt: 190ms | tok/sec: 1,379,029 | mfu: 37.7% | epoch: 1 | remaining: 292s    
step 00056 (2.8%) | loss: 4.757639 | lrm: 1.00 | dt: 185ms | tok/sec: 1,419,554 | mfu: 38.8% | epoch: 1 | remaining: 291s    
step 00057 (2.9%) | loss: 4.737353 | lrm: 1.00 | dt: 178ms | tok/sec: 1,468,690 | mfu: 40.2% | epoch: 1 | remaining: 291s    
step 00058 (2.9%) | loss: 4.715596 | lrm: 1.00 | dt: 183ms | tok/sec: 1,435,834 | mfu: 39.3% | epoch: 1 | remaining: 291s    
step 00059 (3.0%) | loss: 4.693256 | lrm: 1.00 | dt: 176ms | tok/sec: 1,490,675 | mfu: 40.8% | epoch: 1 | remaining: 291s    
step 00060 (3.0%) | loss: 4.673475 | lrm: 1.00 | dt: 184ms | tok/sec: 1,427,946 | mfu: 39.0% | epoch: 1 | remaining: 291s    
step 00061 (3.1%) | loss: 4.650521 | lrm: 1.00 | dt: 176ms | tok/sec: 1,490,073 | mfu: 40.7% | epoch: 1 | remaining: 291s    
step 00062 (3.1%) | loss: 4.628307 | lrm: 1.00 | dt: 178ms | tok/sec: 1,472,039 | mfu: 40.2% | epoch: 1 | remaining: 290s    
step 00063 (3.2%) | loss: 4.605221 | lrm: 1.00 | dt: 179ms | tok/sec: 1,467,729 | mfu: 40.1% | epoch: 1 | remaining: 290s    
step 00064 (3.3%) | loss: 4.580934 | lrm: 1.00 | dt: 176ms | tok/sec: 1,489,481 | mfu: 40.7% | epoch: 1 | remaining: 290s    
step 00065 (3.3%) | loss: 4.556631 | lrm: 1.00 | dt: 179ms | tok/sec: 1,460,993 | mfu: 39.9% | epoch: 1 | remaining: 290s    
step 00066 (3.4%) | loss: 4.536131 | lrm: 1.00 | dt: 183ms | tok/sec: 1,428,675 | mfu: 39.1% | epoch: 1 | remaining: 290s    
step 00067 (3.4%) | loss: 4.514506 | lrm: 1.00 | dt: 190ms | tok/sec: 1,376,390 | mfu: 37.6% | epoch: 1 | remaining: 289s    
step 00068 (3.5%) | loss: 4.489265 | lrm: 1.00 | dt: 178ms | tok/sec: 1,472,782 | mfu: 40.3% | epoch: 1 | remaining: 289s    
step 00069 (3.6%) | loss: 4.463891 | lrm: 1.00 | dt: 176ms | tok/sec: 1,487,941 | mfu: 40.7% | epoch: 1 | remaining: 289s    
step 00070 (3.6%) | loss: 4.437765 | lrm: 1.00 | dt: 180ms | tok/sec: 1,452,702 | mfu: 39.7% | epoch: 1 | remaining: 289s    
step 00071 (3.7%) | loss: 4.415896 | lrm: 1.00 | dt: 180ms | tok/sec: 1,454,867 | mfu: 39.8% | epoch: 1 | remaining: 289s    
step 00072 (3.7%) | loss: 4.394566 | lrm: 1.00 | dt: 195ms | tok/sec: 1,342,391 | mfu: 36.7% | epoch: 1 | remaining: 289s    
step 00073 (3.8%) | loss: 4.374679 | lrm: 1.00 | dt: 175ms | tok/sec: 1,494,498 | mfu: 40.9% | epoch: 1 | remaining: 288s    
step 00074 (3.9%) | loss: 4.358216 | lrm: 1.00 | dt: 179ms | tok/sec: 1,464,131 | mfu: 40.0% | epoch: 1 | remaining: 288s    
step 00075 (3.9%) | loss: 4.337304 | lrm: 1.00 | dt: 175ms | tok/sec: 1,494,378 | mfu: 40.9% | epoch: 1 | remaining: 288s    
step 00076 (4.0%) | loss: 4.316629 | lrm: 1.00 | dt: 177ms | tok/sec: 1,478,488 | mfu: 40.4% | epoch: 1 | remaining: 288s    
step 00077 (4.1%) | loss: 4.298009 | lrm: 1.00 | dt: 182ms | tok/sec: 1,437,356 | mfu: 39.3% | epoch: 1 | remaining: 288s    
step 00078 (4.1%) | loss: 4.281332 | lrm: 1.00 | dt: 197ms | tok/sec: 1,333,028 | mfu: 36.4% | epoch: 1 | remaining: 287s    
step 00079 (4.2%) | loss: 4.263436 | lrm: 1.00 | dt: 174ms | tok/sec: 1,509,919 | mfu: 41.3% | epoch: 1 | remaining: 287s    
step 00080 (4.2%) | loss: 4.239416 | lrm: 1.00 | dt: 233ms | tok/sec: 1,124,356 | mfu: 30.7% | epoch: 1 | remaining: 287s    
step 00081 (4.3%) | loss: 4.217038 | lrm: 1.00 | dt: 175ms | tok/sec: 1,501,455 | mfu: 41.1% | epoch: 1 | remaining: 287s    
step 00082 (4.4%) | loss: 4.193051 | lrm: 1.00 | dt: 212ms | tok/sec: 1,235,137 | mfu: 33.8% | epoch: 1 | remaining: 287s    
step 00083 (4.4%) | loss: 4.174438 | lrm: 1.00 | dt: 199ms | tok/sec: 1,315,265 | mfu: 36.0% | epoch: 1 | remaining: 286s    
step 00084 (4.5%) | loss: 4.157296 | lrm: 1.00 | dt: 174ms | tok/sec: 1,509,296 | mfu: 41.3% | epoch: 1 | remaining: 286s    
step 00085 (4.6%) | loss: 4.140109 | lrm: 1.00 | dt: 177ms | tok/sec: 1,478,281 | mfu: 40.4% | epoch: 1 | remaining: 286s    
step 00086 (4.6%) | loss: 4.123607 | lrm: 1.00 | dt: 193ms | tok/sec: 1,360,940 | mfu: 37.2% | epoch: 1 | remaining: 286s    
step 00087 (4.7%) | loss: 4.105897 | lrm: 1.00 | dt: 177ms | tok/sec: 1,478,301 | mfu: 40.4% | epoch: 1 | remaining: 286s    
step 00088 (4.7%) | loss: 4.084314 | lrm: 1.00 | dt: 184ms | tok/sec: 1,426,377 | mfu: 39.0% | epoch: 1 | remaining: 286s    
step 00089 (4.8%) | loss: 4.068193 | lrm: 1.00 | dt: 178ms | tok/sec: 1,468,739 | mfu: 40.2% | epoch: 1 | remaining: 285s    
step 00090 (4.9%) | loss: 4.050694 | lrm: 1.00 | dt: 181ms | tok/sec: 1,448,618 | mfu: 39.6% | epoch: 1 | remaining: 285s    
step 00091 (4.9%) | loss: 4.036962 | lrm: 1.00 | dt: 175ms | tok/sec: 1,498,215 | mfu: 41.0% | epoch: 1 | remaining: 285s    
step 00092 (5.0%) | loss: 4.018168 | lrm: 1.00 | dt: 179ms | tok/sec: 1,467,682 | mfu: 40.1% | epoch: 1 | remaining: 285s    
step 00093 (5.0%) | loss: 4.003078 | lrm: 1.00 | dt: 181ms | tok/sec: 1,450,393 | mfu: 39.7% | epoch: 1 | remaining: 285s    
step 00094 (5.1%) | loss: 3.984670 | lrm: 1.00 | dt: 180ms | tok/sec: 1,453,012 | mfu: 39.7% | epoch: 1 | remaining: 284s    
step 00095 (5.2%) | loss: 3.960418 | lrm: 1.00 | dt: 178ms | tok/sec: 1,469,485 | mfu: 40.2% | epoch: 1 | remaining: 284s    
step 00096 (5.2%) | loss: 3.943305 | lrm: 1.00 | dt: 179ms | tok/sec: 1,463,307 | mfu: 40.0% | epoch: 1 | remaining: 284s    
step 00097 (5.3%) | loss: 3.933585 | lrm: 1.00 | dt: 177ms | tok/sec: 1,480,494 | mfu: 40.5% | epoch: 1 | remaining: 284s    
step 00098 (5.3%) | loss: 3.921451 | lrm: 1.00 | dt: 181ms | tok/sec: 1,450,525 | mfu: 39.7% | epoch: 1 | remaining: 284s    
step 00099 (5.4%) | loss: 3.907042 | lrm: 1.00 | dt: 179ms | tok/sec: 1,468,302 | mfu: 40.1% | epoch: 1 | remaining: 284s    
step 00100 (5.5%) | loss: 3.893329 | lrm: 1.00 | dt: 182ms | tok/sec: 1,438,102 | mfu: 39.3% | epoch: 1 | remaining: 283s    
step 00101 (5.5%) | loss: 3.879339 | lrm: 1.00 | dt: 175ms | tok/sec: 1,493,804 | mfu: 40.8% | epoch: 1 | remaining: 283s    
step 00102 (5.6%) | loss: 3.866143 | lrm: 1.00 | dt: 203ms | tok/sec: 1,293,435 | mfu: 35.4% | epoch: 1 | remaining: 283s    
step 00103 (5.7%) | loss: 3.855349 | lrm: 1.00 | dt: 196ms | tok/sec: 1,339,510 | mfu: 36.6% | epoch: 1 | remaining: 283s    
step 00104 (5.7%) | loss: 3.843151 | lrm: 1.00 | dt: 190ms | tok/sec: 1,377,040 | mfu: 37.6% | epoch: 1 | remaining: 283s    
step 00105 (5.8%) | loss: 3.831455 | lrm: 1.00 | dt: 176ms | tok/sec: 1,490,768 | mfu: 40.8% | epoch: 1 | remaining: 282s    
step 00106 (5.8%) | loss: 3.820036 | lrm: 1.00 | dt: 178ms | tok/sec: 1,469,662 | mfu: 40.2% | epoch: 1 | remaining: 282s    
step 00107 (5.9%) | loss: 3.812174 | lrm: 1.00 | dt: 200ms | tok/sec: 1,308,412 | mfu: 35.8% | epoch: 1 | remaining: 282s    
step 00108 (6.0%) | loss: 3.805142 | lrm: 1.00 | dt: 176ms | tok/sec: 1,490,695 | mfu: 40.8% | epoch: 1 | remaining: 282s    
step 00109 (6.0%) | loss: 3.798175 | lrm: 1.00 | dt: 179ms | tok/sec: 1,464,644 | mfu: 40.0% | epoch: 1 | remaining: 282s    
step 00110 (6.1%) | loss: 3.792301 | lrm: 1.00 | dt: 182ms | tok/sec: 1,443,237 | mfu: 39.5% | epoch: 1 | remaining: 282s    
step 00111 (6.1%) | loss: 3.784950 | lrm: 1.00 | dt: 174ms | tok/sec: 1,507,444 | mfu: 41.2% | epoch: 1 | remaining: 281s    
step 00112 (6.2%) | loss: 3.774185 | lrm: 1.00 | dt: 179ms | tok/sec: 1,461,918 | mfu: 40.0% | epoch: 1 | remaining: 281s    
step 00113 (6.3%) | loss: 3.769769 | lrm: 1.00 | dt: 181ms | tok/sec: 1,445,185 | mfu: 39.5% | epoch: 1 | remaining: 281s    
step 00114 (6.3%) | loss: 3.760765 | lrm: 1.00 | dt: 178ms | tok/sec: 1,474,795 | mfu: 40.3% | epoch: 1 | remaining: 281s    
step 00115 (6.4%) | loss: 3.752950 | lrm: 1.00 | dt: 178ms | tok/sec: 1,475,240 | mfu: 40.3% | epoch: 1 | remaining: 281s    
step 00116 (6.4%) | loss: 3.743135 | lrm: 1.00 | dt: 180ms | tok/sec: 1,459,324 | mfu: 39.9% | epoch: 1 | remaining: 280s    
step 00117 (6.5%) | loss: 3.732984 | lrm: 1.00 | dt: 181ms | tok/sec: 1,444,576 | mfu: 39.5% | epoch: 1 | remaining: 280s    
step 00118 (6.6%) | loss: 3.727651 | lrm: 1.00 | dt: 200ms | tok/sec: 1,312,995 | mfu: 35.9% | epoch: 1 | remaining: 280s    
step 00119 (6.6%) | loss: 3.723496 | lrm: 1.00 | dt: 177ms | tok/sec: 1,480,903 | mfu: 40.5% | epoch: 1 | remaining: 280s    
step 00120 (6.7%) | loss: 3.713954 | lrm: 1.00 | dt: 186ms | tok/sec: 1,407,239 | mfu: 38.5% | epoch: 1 | remaining: 280s    
step 00121 (6.7%) | loss: 3.708029 | lrm: 1.00 | dt: 175ms | tok/sec: 1,497,572 | mfu: 40.9% | epoch: 1 | remaining: 280s    
step 00122 (6.8%) | loss: 3.701315 | lrm: 1.00 | dt: 176ms | tok/sec: 1,487,030 | mfu: 40.7% | epoch: 1 | remaining: 279s    
step 00123 (6.9%) | loss: 3.692663 | lrm: 1.00 | dt: 180ms | tok/sec: 1,453,932 | mfu: 39.8% | epoch: 1 | remaining: 279s    
step 00124 (6.9%) | loss: 3.690238 | lrm: 1.00 | dt: 180ms | tok/sec: 1,457,227 | mfu: 39.8% | epoch: 1 | remaining: 279s    
step 00125 (7.0%) | loss: 3.686079 | lrm: 1.00 | dt: 178ms | tok/sec: 1,471,333 | mfu: 40.2% | epoch: 1 | remaining: 279s    
step 00126 (7.0%) | loss: 3.679169 | lrm: 1.00 | dt: 179ms | tok/sec: 1,464,141 | mfu: 40.0% | epoch: 1 | remaining: 279s    
step 00127 (7.1%) | loss: 3.674359 | lrm: 1.00 | dt: 177ms | tok/sec: 1,483,965 | mfu: 40.6% | epoch: 1 | remaining: 279s    
step 00128 (7.2%) | loss: 3.663997 | lrm: 1.00 | dt: 179ms | tok/sec: 1,467,079 | mfu: 40.1% | epoch: 1 | remaining: 278s    
step 00129 (7.2%) | loss: 3.658203 | lrm: 1.00 | dt: 180ms | tok/sec: 1,452,395 | mfu: 39.7% | epoch: 1 | remaining: 278s    
step 00130 (7.3%) | loss: 3.651139 | lrm: 1.00 | dt: 184ms | tok/sec: 1,425,188 | mfu: 39.0% | epoch: 1 | remaining: 278s    
step 00131 (7.3%) | loss: 3.640722 | lrm: 1.00 | dt: 177ms | tok/sec: 1,480,492 | mfu: 40.5% | epoch: 1 | remaining: 278s    
step 00132 (7.4%) | loss: 3.639633 | lrm: 1.00 | dt: 174ms | tok/sec: 1,504,348 | mfu: 41.1% | epoch: 1 | remaining: 278s    
step 00133 (7.5%) | loss: 3.636592 | lrm: 1.00 | dt: 177ms | tok/sec: 1,478,714 | mfu: 40.4% | epoch: 1 | remaining: 277s    
step 00134 (7.5%) | loss: 3.634982 | lrm: 1.00 | dt: 181ms | tok/sec: 1,447,868 | mfu: 39.6% | epoch: 1 | remaining: 277s    
step 00135 (7.6%) | loss: 3.631265 | lrm: 1.00 | dt: 178ms | tok/sec: 1,474,631 | mfu: 40.3% | epoch: 1 | remaining: 277s    
step 00136 (7.6%) | loss: 3.628571 | lrm: 1.00 | dt: 183ms | tok/sec: 1,428,774 | mfu: 39.1% | epoch: 1 | remaining: 277s    
step 00137 (7.7%) | loss: 3.627339 | lrm: 1.00 | dt: 188ms | tok/sec: 1,395,515 | mfu: 38.2% | epoch: 1 | remaining: 277s    
step 00138 (7.8%) | loss: 3.624636 | lrm: 1.00 | dt: 176ms | tok/sec: 1,492,312 | mfu: 40.8% | epoch: 1 | remaining: 277s    
step 00139 (7.8%) | loss: 3.622525 | lrm: 1.00 | dt: 179ms | tok/sec: 1,463,611 | mfu: 40.0% | epoch: 1 | remaining: 276s    
step 00140 (7.9%) | loss: 3.616566 | lrm: 1.00 | dt: 183ms | tok/sec: 1,432,963 | mfu: 39.2% | epoch: 1 | remaining: 276s    
step 00141 (7.9%) | loss: 3.611488 | lrm: 1.00 | dt: 178ms | tok/sec: 1,471,306 | mfu: 40.2% | epoch: 1 | remaining: 276s    
step 00142 (8.0%) | loss: 3.604150 | lrm: 1.00 | dt: 181ms | tok/sec: 1,448,662 | mfu: 39.6% | epoch: 1 | remaining: 276s    
step 00143 (8.1%) | loss: 3.604428 | lrm: 1.00 | dt: 179ms | tok/sec: 1,460,974 | mfu: 39.9% | epoch: 1 | remaining: 276s    
step 00144 (8.1%) | loss: 3.591866 | lrm: 1.00 | dt: 183ms | tok/sec: 1,434,532 | mfu: 39.2% | epoch: 1 | remaining: 275s    
step 00145 (8.2%) | loss: 3.587632 | lrm: 1.00 | dt: 200ms | tok/sec: 1,313,268 | mfu: 35.9% | epoch: 1 | remaining: 275s    
step 00146 (8.3%) | loss: 3.590621 | lrm: 1.00 | dt: 175ms | tok/sec: 1,497,774 | mfu: 41.0% | epoch: 1 | remaining: 275s    
step 00147 (8.3%) | loss: 3.580327 | lrm: 1.00 | dt: 178ms | tok/sec: 1,469,077 | mfu: 40.2% | epoch: 1 | remaining: 275s    
step 00148 (8.4%) | loss: 3.578651 | lrm: 1.00 | dt: 180ms | tok/sec: 1,454,003 | mfu: 39.8% | epoch: 1 | remaining: 275s    
step 00149 (8.4%) | loss: 3.571638 | lrm: 1.00 | dt: 179ms | tok/sec: 1,462,519 | mfu: 40.0% | epoch: 1 | remaining: 275s    
step 00150 (8.5%) | loss: 3.568121 | lrm: 1.00 | dt: 185ms | tok/sec: 1,419,363 | mfu: 38.8% | epoch: 1 | remaining: 274s    
step 00151 (8.6%) | loss: 3.566972 | lrm: 1.00 | dt: 178ms | tok/sec: 1,473,206 | mfu: 40.3% | epoch: 1 | remaining: 274s    
