Vocab size: 8,192
Model config: {'sequence_len': 2048, 'vocab_size': 8192, 'n_layer': 10, 'n_head': 4, 'n_kv_head': 4, 'n_embd': 512, 'window_pattern': 'SSSL'}
Parameter counts:
  wte                     : 4,194,304
  value_embeds            : 20,971,520
  lm_head                 : 4,194,304
  transformer_matrices    : 31,457,920
  scalars                 : 20
  total                   : 60,818,068
Estimated FLOPs per token: 2.957023e+08
Scaling AdamW LRs by 1/sqrt(512/768) = 1.224745
Time budget: 300s
Gradient accumulation steps: 1

step 00000 (0.0%) | loss: 9.011263 | lrm: 1.00 | dt: 32090ms | tok/sec: 8,169 | mfu: 0.2% | epoch: 1 | remaining: 300s    
step 00001 (0.0%) | loss: 8.867222 | lrm: 1.00 | dt: 189ms | tok/sec: 1,385,146 | mfu: 41.4% | epoch: 1 | remaining: 300s    
step 00002 (0.0%) | loss: 8.483961 | lrm: 1.00 | dt: 190ms | tok/sec: 1,382,000 | mfu: 41.3% | epoch: 1 | remaining: 300s    
step 00003 (0.0%) | loss: 8.028279 | lrm: 1.00 | dt: 191ms | tok/sec: 1,374,478 | mfu: 41.1% | epoch: 1 | remaining: 300s    
step 00004 (0.0%) | loss: 7.648293 | lrm: 1.00 | dt: 190ms | tok/sec: 1,379,886 | mfu: 41.2% | epoch: 1 | remaining: 300s    
step 00005 (0.0%) | loss: 7.319420 | lrm: 1.00 | dt: 205ms | tok/sec: 1,275,902 | mfu: 38.1% | epoch: 1 | remaining: 300s    
step 00006 (0.0%) | loss: 7.068685 | lrm: 1.00 | dt: 201ms | tok/sec: 1,306,908 | mfu: 39.1% | epoch: 1 | remaining: 300s    
step 00007 (0.0%) | loss: 6.864713 | lrm: 1.00 | dt: 194ms | tok/sec: 1,353,398 | mfu: 40.4% | epoch: 1 | remaining: 300s    
step 00008 (0.0%) | loss: 6.690939 | lrm: 1.00 | dt: 191ms | tok/sec: 1,369,964 | mfu: 40.9% | epoch: 1 | remaining: 300s    
step 00009 (0.0%) | loss: 6.543709 | lrm: 1.00 | dt: 192ms | tok/sec: 1,366,746 | mfu: 40.8% | epoch: 1 | remaining: 300s    
step 00010 (0.0%) | loss: 6.421542 | lrm: 1.00 | dt: 205ms | tok/sec: 1,278,012 | mfu: 38.2% | epoch: 1 | remaining: 300s    
step 00011 (0.0%) | loss: 6.313716 | lrm: 1.00 | dt: 198ms | tok/sec: 1,321,777 | mfu: 39.5% | epoch: 1 | remaining: 300s    
step 00012 (0.1%) | loss: 6.217073 | lrm: 1.00 | dt: 195ms | tok/sec: 1,344,433 | mfu: 40.2% | epoch: 1 | remaining: 300s    
step 00013 (0.1%) | loss: 6.135797 | lrm: 1.00 | dt: 192ms | tok/sec: 1,362,670 | mfu: 40.7% | epoch: 1 | remaining: 299s    
step 00031 (1.3%) | loss: 5.405402 | lrm: 1.00 | dt: 197ms | tok/sec: 1,331,676 | mfu: 39.8% | epoch: 1 | remaining: 296s    
step 00032 (1.4%) | loss: 5.380780 | lrm: 1.00 | dt: 195ms | tok/sec: 1,346,706 | mfu: 40.2% | epoch: 1 | remaining: 296s    
step 00033 (1.4%) | loss: 5.356634 | lrm: 1.00 | dt: 196ms | tok/sec: 1,335,967 | mfu: 39.9% | epoch: 1 | remaining: 295s    
step 00034 (1.5%) | loss: 5.331268 | lrm: 1.00 | dt: 195ms | tok/sec: 1,347,706 | mfu: 40.3% | epoch: 1 | remaining: 295s    
step 00035 (1.6%) | loss: 5.304801 | lrm: 1.00 | dt: 198ms | tok/sec: 1,324,487 | mfu: 39.6% | epoch: 1 | remaining: 295s    
step 00036 (1.6%) | loss: 5.278885 | lrm: 1.00 | dt: 199ms | tok/sec: 1,320,100 | mfu: 39.4% | epoch: 1 | remaining: 295s    
step 00037 (1.7%) | loss: 5.254019 | lrm: 1.00 | dt: 197ms | tok/sec: 1,330,741 | mfu: 39.8% | epoch: 1 | remaining: 295s    
step 00038 (1.8%) | loss: 5.227655 | lrm: 1.00 | dt: 195ms | tok/sec: 1,347,037 | mfu: 40.3% | epoch: 1 | remaining: 295s    
step 00039 (1.8%) | loss: 5.202046 | lrm: 1.00 | dt: 196ms | tok/sec: 1,334,148 | mfu: 39.9% | epoch: 1 | remaining: 294s    
step 00040 (1.9%) | loss: 5.180155 | lrm: 1.00 | dt: 199ms | tok/sec: 1,316,135 | mfu: 39.3% | epoch: 1 | remaining: 294s    
step 00041 (2.0%) | loss: 5.154571 | lrm: 1.00 | dt: 194ms | tok/sec: 1,353,434 | mfu: 40.4% | epoch: 1 | remaining: 294s    
step 00042 (2.0%) | loss: 5.131686 | lrm: 1.00 | dt: 197ms | tok/sec: 1,330,258 | mfu: 39.8% | epoch: 1 | remaining: 294s    
step 00043 (2.1%) | loss: 5.104918 | lrm: 1.00 | dt: 196ms | tok/sec: 1,337,686 | mfu: 40.0% | epoch: 1 | remaining: 294s    
step 00044 (2.2%) | loss: 5.080782 | lrm: 1.00 | dt: 195ms | tok/sec: 1,342,459 | mfu: 40.1% | epoch: 1 | remaining: 293s    
step 00045 (2.2%) | loss: 5.059428 | lrm: 1.00 | dt: 197ms | tok/sec: 1,334,043 | mfu: 39.9% | epoch: 1 | remaining: 293s    
step 00046 (2.3%) | loss: 5.034968 | lrm: 1.00 | dt: 196ms | tok/sec: 1,334,823 | mfu: 39.9% | epoch: 1 | remaining: 293s    
step 00047 (2.4%) | loss: 5.008823 | lrm: 1.00 | dt: 196ms | tok/sec: 1,336,363 | mfu: 39.9% | epoch: 1 | remaining: 293s    
step 00048 (2.4%) | loss: 4.984229 | lrm: 1.00 | dt: 196ms | tok/sec: 1,340,388 | mfu: 40.1% | epoch: 1 | remaining: 293s    
step 00049 (2.5%) | loss: 4.955966 | lrm: 1.00 | dt: 197ms | tok/sec: 1,330,865 | mfu: 39.8% | epoch: 1 | remaining: 292s    
step 00050 (2.5%) | loss: 4.934455 | lrm: 1.00 | dt: 200ms | tok/sec: 1,308,769 | mfu: 39.1% | epoch: 1 | remaining: 292s    
step 00051 (2.6%) | loss: 4.909669 | lrm: 1.00 | dt: 193ms | tok/sec: 1,357,730 | mfu: 40.6% | epoch: 1 | remaining: 292s    
step 00052 (2.7%) | loss: 4.886726 | lrm: 1.00 | dt: 197ms | tok/sec: 1,331,948 | mfu: 39.8% | epoch: 1 | remaining: 292s    
step 00053 (2.7%) | loss: 4.862708 | lrm: 1.00 | dt: 196ms | tok/sec: 1,336,244 | mfu: 39.9% | epoch: 1 | remaining: 292s    
step 00054 (2.8%) | loss: 4.835496 | lrm: 1.00 | dt: 195ms | tok/sec: 1,342,736 | mfu: 40.1% | epoch: 1 | remaining: 291s    
step 00055 (2.9%) | loss: 4.813611 | lrm: 1.00 | dt: 196ms | tok/sec: 1,335,444 | mfu: 39.9% | epoch: 1 | remaining: 291s    
step 00056 (2.9%) | loss: 4.791751 | lrm: 1.00 | dt: 196ms | tok/sec: 1,337,558 | mfu: 40.0% | epoch: 1 | remaining: 291s    
step 00057 (3.0%) | loss: 4.769196 | lrm: 1.00 | dt: 197ms | tok/sec: 1,329,642 | mfu: 39.7% | epoch: 1 | remaining: 291s    
step 00058 (3.1%) | loss: 4.746281 | lrm: 1.00 | dt: 196ms | tok/sec: 1,334,971 | mfu: 39.9% | epoch: 1 | remaining: 291s    
step 00059 (3.1%) | loss: 4.724067 | lrm: 1.00 | dt: 195ms | tok/sec: 1,343,451 | mfu: 40.1% | epoch: 1 | remaining: 290s    
step 00060 (3.2%) | loss: 4.703622 | lrm: 1.00 | dt: 200ms | tok/sec: 1,311,983 | mfu: 39.2% | epoch: 1 | remaining: 290s    
step 00061 (3.3%) | loss: 4.678863 | lrm: 1.00 | dt: 194ms | tok/sec: 1,350,311 | mfu: 40.4% | epoch: 1 | remaining: 290s    
step 00062 (3.3%) | loss: 4.657249 | lrm: 1.00 | dt: 197ms | tok/sec: 1,331,743 | mfu: 39.8% | epoch: 1 | remaining: 290s    
step 00063 (3.4%) | loss: 4.634143 | lrm: 1.00 | dt: 198ms | tok/sec: 1,326,384 | mfu: 39.6% | epoch: 1 | remaining: 290s    
step 00064 (3.5%) | loss: 4.611215 | lrm: 1.00 | dt: 196ms | tok/sec: 1,339,827 | mfu: 40.0% | epoch: 1 | remaining: 289s    
step 00065 (3.5%) | loss: 4.588190 | lrm: 1.00 | dt: 199ms | tok/sec: 1,319,924 | mfu: 39.4% | epoch: 1 | remaining: 289s    
step 00066 (3.6%) | loss: 4.569039 | lrm: 1.00 | dt: 196ms | tok/sec: 1,336,395 | mfu: 39.9% | epoch: 1 | remaining: 289s    
step 00067 (3.7%) | loss: 4.547272 | lrm: 1.00 | dt: 195ms | tok/sec: 1,347,176 | mfu: 40.3% | epoch: 1 | remaining: 289s    
step 00068 (3.7%) | loss: 4.521249 | lrm: 1.00 | dt: 198ms | tok/sec: 1,325,965 | mfu: 39.6% | epoch: 1 | remaining: 289s    
step 00069 (3.8%) | loss: 4.495094 | lrm: 1.00 | dt: 196ms | tok/sec: 1,339,140 | mfu: 40.0% | epoch: 1 | remaining: 288s    
step 00070 (3.9%) | loss: 4.468997 | lrm: 1.00 | dt: 204ms | tok/sec: 1,287,755 | mfu: 38.5% | epoch: 1 | remaining: 288s    
step 00071 (3.9%) | loss: 4.447734 | lrm: 1.00 | dt: 192ms | tok/sec: 1,363,534 | mfu: 40.7% | epoch: 1 | remaining: 288s    
step 00072 (4.0%) | loss: 4.426945 | lrm: 1.00 | dt: 195ms | tok/sec: 1,341,738 | mfu: 40.1% | epoch: 1 | remaining: 288s    
step 00073 (4.1%) | loss: 4.405590 | lrm: 1.00 | dt: 197ms | tok/sec: 1,332,056 | mfu: 39.8% | epoch: 1 | remaining: 288s    
step 00074 (4.1%) | loss: 4.386901 | lrm: 1.00 | dt: 197ms | tok/sec: 1,331,044 | mfu: 39.8% | epoch: 1 | remaining: 287s    
step 00075 (4.2%) | loss: 4.366954 | lrm: 1.00 | dt: 198ms | tok/sec: 1,326,605 | mfu: 39.6% | epoch: 1 | remaining: 287s    
step 00076 (4.3%) | loss: 4.348780 | lrm: 1.00 | dt: 196ms | tok/sec: 1,340,160 | mfu: 40.0% | epoch: 1 | remaining: 287s    
step 00077 (4.3%) | loss: 4.329560 | lrm: 1.00 | dt: 195ms | tok/sec: 1,347,202 | mfu: 40.3% | epoch: 1 | remaining: 287s    
step 00078 (4.4%) | loss: 4.312296 | lrm: 1.00 | dt: 196ms | tok/sec: 1,334,488 | mfu: 39.9% | epoch: 1 | remaining: 287s    
step 00079 (4.4%) | loss: 4.295263 | lrm: 1.00 | dt: 197ms | tok/sec: 1,331,785 | mfu: 39.8% | epoch: 1 | remaining: 286s    
step 00080 (4.5%) | loss: 4.272371 | lrm: 1.00 | dt: 203ms | tok/sec: 1,289,808 | mfu: 38.5% | epoch: 1 | remaining: 286s    
step 00081 (4.6%) | loss: 4.251965 | lrm: 1.00 | dt: 193ms | tok/sec: 1,359,455 | mfu: 40.6% | epoch: 1 | remaining: 286s    
step 00082 (4.6%) | loss: 4.230320 | lrm: 1.00 | dt: 193ms | tok/sec: 1,355,779 | mfu: 40.5% | epoch: 1 | remaining: 286s    
step 00083 (4.7%) | loss: 4.212077 | lrm: 1.00 | dt: 196ms | tok/sec: 1,338,113 | mfu: 40.0% | epoch: 1 | remaining: 286s    
step 00084 (4.8%) | loss: 4.195376 | lrm: 1.00 | dt: 195ms | tok/sec: 1,345,322 | mfu: 40.2% | epoch: 1 | remaining: 285s    
step 00085 (4.8%) | loss: 4.178590 | lrm: 1.00 | dt: 200ms | tok/sec: 1,312,978 | mfu: 39.2% | epoch: 1 | remaining: 285s    
step 00086 (4.9%) | loss: 4.161241 | lrm: 1.00 | dt: 198ms | tok/sec: 1,324,985 | mfu: 39.6% | epoch: 1 | remaining: 285s    
step 00087 (5.0%) | loss: 4.143406 | lrm: 1.00 | dt: 197ms | tok/sec: 1,329,012 | mfu: 39.7% | epoch: 1 | remaining: 285s    
step 00088 (5.0%) | loss: 4.122223 | lrm: 1.00 | dt: 199ms | tok/sec: 1,318,277 | mfu: 39.4% | epoch: 1 | remaining: 285s    
step 00089 (5.1%) | loss: 4.105889 | lrm: 1.00 | dt: 198ms | tok/sec: 1,326,131 | mfu: 39.6% | epoch: 1 | remaining: 284s    
step 00090 (5.2%) | loss: 4.087838 | lrm: 1.00 | dt: 202ms | tok/sec: 1,300,693 | mfu: 38.9% | epoch: 1 | remaining: 284s    
step 00091 (5.2%) | loss: 4.074405 | lrm: 1.00 | dt: 193ms | tok/sec: 1,357,135 | mfu: 40.6% | epoch: 1 | remaining: 284s    
step 00092 (5.3%) | loss: 4.056489 | lrm: 1.00 | dt: 195ms | tok/sec: 1,345,251 | mfu: 40.2% | epoch: 1 | remaining: 284s    
step 00093 (5.4%) | loss: 4.041428 | lrm: 1.00 | dt: 195ms | tok/sec: 1,347,468 | mfu: 40.3% | epoch: 1 | remaining: 284s    
step 00094 (5.4%) | loss: 4.022878 | lrm: 1.00 | dt: 196ms | tok/sec: 1,338,875 | mfu: 40.0% | epoch: 1 | remaining: 284s    
step 00095 (5.5%) | loss: 3.999512 | lrm: 1.00 | dt: 196ms | tok/sec: 1,336,377 | mfu: 39.9% | epoch: 1 | remaining: 283s    
step 00096 (5.6%) | loss: 3.983882 | lrm: 1.00 | dt: 195ms | tok/sec: 1,346,955 | mfu: 40.3% | epoch: 1 | remaining: 283s    
step 00097 (5.6%) | loss: 3.974641 | lrm: 1.00 | dt: 195ms | tok/sec: 1,342,723 | mfu: 40.1% | epoch: 1 | remaining: 283s    
step 00098 (5.7%) | loss: 3.963993 | lrm: 1.00 | dt: 196ms | tok/sec: 1,336,949 | mfu: 40.0% | epoch: 1 | remaining: 283s    
step 00099 (5.8%) | loss: 3.950827 | lrm: 1.00 | dt: 197ms | tok/sec: 1,330,486 | mfu: 39.8% | epoch: 1 | remaining: 283s    
step 00100 (5.8%) | loss: 3.936876 | lrm: 1.00 | dt: 202ms | tok/sec: 1,297,181 | mfu: 38.8% | epoch: 1 | remaining: 282s    
step 00101 (5.9%) | loss: 3.921205 | lrm: 1.00 | dt: 193ms | tok/sec: 1,357,612 | mfu: 40.6% | epoch: 1 | remaining: 282s    
step 00102 (6.0%) | loss: 3.907431 | lrm: 1.00 | dt: 195ms | tok/sec: 1,345,030 | mfu: 40.2% | epoch: 1 | remaining: 282s    
step 00103 (6.0%) | loss: 3.898282 | lrm: 1.00 | dt: 195ms | tok/sec: 1,342,834 | mfu: 40.1% | epoch: 1 | remaining: 282s    
step 00104 (6.1%) | loss: 3.885126 | lrm: 1.00 | dt: 199ms | tok/sec: 1,318,455 | mfu: 39.4% | epoch: 1 | remaining: 282s    
step 00105 (6.2%) | loss: 3.871656 | lrm: 1.00 | dt: 200ms | tok/sec: 1,308,093 | mfu: 39.1% | epoch: 1 | remaining: 281s    
step 00106 (6.2%) | loss: 3.859149 | lrm: 1.00 | dt: 194ms | tok/sec: 1,348,581 | mfu: 40.3% | epoch: 1 | remaining: 281s    
step 00107 (6.3%) | loss: 3.849977 | lrm: 1.00 | dt: 193ms | tok/sec: 1,357,817 | mfu: 40.6% | epoch: 1 | remaining: 281s    
step 00108 (6.3%) | loss: 3.841081 | lrm: 1.00 | dt: 197ms | tok/sec: 1,329,280 | mfu: 39.7% | epoch: 1 | remaining: 281s    
step 00109 (6.4%) | loss: 3.832673 | lrm: 1.00 | dt: 196ms | tok/sec: 1,339,662 | mfu: 40.0% | epoch: 1 | remaining: 281s    
step 00110 (6.5%) | loss: 3.825255 | lrm: 1.00 | dt: 204ms | tok/sec: 1,282,395 | mfu: 38.3% | epoch: 1 | remaining: 280s    
step 00111 (6.5%) | loss: 3.814414 | lrm: 1.00 | dt: 192ms | tok/sec: 1,365,035 | mfu: 40.8% | epoch: 1 | remaining: 280s    
step 00112 (6.6%) | loss: 3.801631 | lrm: 1.00 | dt: 195ms | tok/sec: 1,342,895 | mfu: 40.1% | epoch: 1 | remaining: 280s    
step 00113 (6.7%) | loss: 3.796304 | lrm: 1.00 | dt: 195ms | tok/sec: 1,341,741 | mfu: 40.1% | epoch: 1 | remaining: 280s    
step 00114 (6.7%) | loss: 3.786581 | lrm: 1.00 | dt: 196ms | tok/sec: 1,337,169 | mfu: 40.0% | epoch: 1 | remaining: 280s    
step 00115 (6.8%) | loss: 3.777589 | lrm: 1.00 | dt: 197ms | tok/sec: 1,333,903 | mfu: 39.9% | epoch: 1 | remaining: 279s    
step 00116 (6.9%) | loss: 3.767224 | lrm: 1.00 | dt: 193ms | tok/sec: 1,361,100 | mfu: 40.7% | epoch: 1 | remaining: 279s    
step 00117 (6.9%) | loss: 3.758473 | lrm: 1.00 | dt: 197ms | tok/sec: 1,332,352 | mfu: 39.8% | epoch: 1 | remaining: 279s    
step 00118 (7.0%) | loss: 3.753103 | lrm: 1.00 | dt: 194ms | tok/sec: 1,352,554 | mfu: 40.4% | epoch: 1 | remaining: 279s    
step 00119 (7.1%) | loss: 3.748669 | lrm: 1.00 | dt: 199ms | tok/sec: 1,320,496 | mfu: 39.5% | epoch: 1 | remaining: 279s    
step 00120 (7.1%) | loss: 3.739724 | lrm: 1.00 | dt: 200ms | tok/sec: 1,313,553 | mfu: 39.3% | epoch: 1 | remaining: 278s    
step 00121 (7.2%) | loss: 3.734241 | lrm: 1.00 | dt: 192ms | tok/sec: 1,366,458 | mfu: 40.8% | epoch: 1 | remaining: 278s    
step 00122 (7.3%) | loss: 3.726542 | lrm: 1.00 | dt: 196ms | tok/sec: 1,334,613 | mfu: 39.9% | epoch: 1 | remaining: 278s    
step 00123 (7.3%) | loss: 3.718062 | lrm: 1.00 | dt: 196ms | tok/sec: 1,335,081 | mfu: 39.9% | epoch: 1 | remaining: 278s    
step 00124 (7.4%) | loss: 3.716193 | lrm: 1.00 | dt: 198ms | tok/sec: 1,321,588 | mfu: 39.5% | epoch: 1 | remaining: 278s    
step 00125 (7.5%) | loss: 3.711122 | lrm: 1.00 | dt: 195ms | tok/sec: 1,342,839 | mfu: 40.1% | epoch: 1 | remaining: 277s    
step 00126 (7.5%) | loss: 3.702452 | lrm: 1.00 | dt: 194ms | tok/sec: 1,352,820 | mfu: 40.4% | epoch: 1 | remaining: 277s    
step 00127 (7.6%) | loss: 3.698504 | lrm: 1.00 | dt: 193ms | tok/sec: 1,360,796 | mfu: 40.7% | epoch: 1 | remaining: 277s    
step 00128 (7.7%) | loss: 3.688632 | lrm: 1.00 | dt: 194ms | tok/sec: 1,349,471 | mfu: 40.3% | epoch: 1 | remaining: 277s    
step 00129 (7.7%) | loss: 3.683378 | lrm: 1.00 | dt: 200ms | tok/sec: 1,309,642 | mfu: 39.1% | epoch: 1 | remaining: 277s    
step 00130 (7.8%) | loss: 3.677664 | lrm: 1.00 | dt: 202ms | tok/sec: 1,300,380 | mfu: 38.9% | epoch: 1 | remaining: 276s    
step 00131 (7.9%) | loss: 3.668034 | lrm: 1.00 | dt: 193ms | tok/sec: 1,359,477 | mfu: 40.6% | epoch: 1 | remaining: 276s    
step 00132 (7.9%) | loss: 3.664067 | lrm: 1.00 | dt: 196ms | tok/sec: 1,334,592 | mfu: 39.9% | epoch: 1 | remaining: 276s    
step 00133 (8.0%) | loss: 3.659519 | lrm: 1.00 | dt: 195ms | tok/sec: 1,347,716 | mfu: 40.3% | epoch: 1 | remaining: 276s    
step 00134 (8.0%) | loss: 3.657963 | lrm: 1.00 | dt: 196ms | tok/sec: 1,337,441 | mfu: 40.0% | epoch: 1 | remaining: 276s    
step 00135 (8.1%) | loss: 3.654682 | lrm: 1.00 | dt: 198ms | tok/sec: 1,323,859 | mfu: 39.6% | epoch: 1 | remaining: 275s    
step 00136 (8.2%) | loss: 3.649766 | lrm: 1.00 | dt: 196ms | tok/sec: 1,338,380 | mfu: 40.0% | epoch: 1 | remaining: 275s    
step 00137 (8.2%) | loss: 3.646180 | lrm: 1.00 | dt: 193ms | tok/sec: 1,355,865 | mfu: 40.5% | epoch: 1 | remaining: 275s    
step 00138 (8.3%) | loss: 3.641331 | lrm: 1.00 | dt: 195ms | tok/sec: 1,343,579 | mfu: 40.2% | epoch: 1 | remaining: 275s    
step 00139 (8.4%) | loss: 3.638303 | lrm: 1.00 | dt: 194ms | tok/sec: 1,352,294 | mfu: 40.4% | epoch: 1 | remaining: 275s    
step 00140 (8.4%) | loss: 3.631590 | lrm: 1.00 | dt: 203ms | tok/sec: 1,293,718 | mfu: 38.7% | epoch: 1 | remaining: 274s    
step 00141 (8.5%) | loss: 3.627220 | lrm: 1.00 | dt: 192ms | tok/sec: 1,368,152 | mfu: 40.9% | epoch: 1 | remaining: 274s    
step 00142 (8.6%) | loss: 3.621393 | lrm: 1.00 | dt: 196ms | tok/sec: 1,335,967 | mfu: 39.9% | epoch: 1 | remaining: 274s    
step 00143 (8.6%) | loss: 3.623393 | lrm: 1.00 | dt: 195ms | tok/sec: 1,343,773 | mfu: 40.2% | epoch: 1 | remaining: 274s    
step 00144 (8.7%) | loss: 3.611277 | lrm: 1.00 | dt: 197ms | tok/sec: 1,329,335 | mfu: 39.7% | epoch: 1 | remaining: 274s    
step 00145 (8.8%) | loss: 3.605705 | lrm: 1.00 | dt: 197ms | tok/sec: 1,330,123 | mfu: 39.7% | epoch: 1 | remaining: 274s    
step 00146 (8.8%) | loss: 3.606570 | lrm: 1.00 | dt: 193ms | tok/sec: 1,356,599 | mfu: 40.5% | epoch: 1 | remaining: 273s    
step 00147 (8.9%) | loss: 3.596205 | lrm: 1.00 | dt: 196ms | tok/sec: 1,336,382 | mfu: 39.9% | epoch: 1 | remaining: 273s    
step 00148 (9.0%) | loss: 3.594649 | lrm: 1.00 | dt: 195ms | tok/sec: 1,345,345 | mfu: 40.2% | epoch: 1 | remaining: 273s    
step 00149 (9.0%) | loss: 3.588494 | lrm: 1.00 | dt: 198ms | tok/sec: 1,323,934 | mfu: 39.6% | epoch: 1 | remaining: 273s    
step 00150 (9.1%) | loss: 3.585534 | lrm: 1.00 | dt: 201ms | tok/sec: 1,303,234 | mfu: 38.9% | epoch: 1 | remaining: 273s    
step 00151 (9.2%) | loss: 3.585071 | lrm: 1.00 | dt: 209ms | tok/sec: 1,253,218 | mfu: 37.5% | epoch: 1 | remaining: 272s    
