Vocab size: 8,192
Model config: {'sequence_len': 2048, 'vocab_size': 8192, 'n_layer': 10, 'n_head': 4, 'n_kv_head': 4, 'n_embd': 512, 'window_pattern': 'SSSL'}
Parameter counts:
  wte                     : 4,194,304
  value_embeds            : 20,971,520
  lm_head                 : 4,194,304
  transformer_matrices    : 31,457,920
  scalars                 : 20
  total                   : 60,818,068
Estimated FLOPs per token: 2.957023e+08
Scaling AdamW LRs by 1/sqrt(512/768) = 1.224745
Time budget: 300s
Gradient accumulation steps: 1

step 00000 (0.0%) | loss: 9.011262 | lrm: 1.00 | dt: 18443ms | tok/sec: 14,213 | mfu: 0.4% | epoch: 1 | remaining: 300s    
step 00001 (0.0%) | loss: 8.853677 | lrm: 1.00 | dt: 186ms | tok/sec: 1,408,485 | mfu: 42.1% | epoch: 1 | remaining: 300s    
step 00002 (0.0%) | loss: 8.531132 | lrm: 1.00 | dt: 190ms | tok/sec: 1,378,950 | mfu: 41.2% | epoch: 1 | remaining: 300s    
step 00003 (0.0%) | loss: 8.103630 | lrm: 1.00 | dt: 190ms | tok/sec: 1,381,099 | mfu: 41.3% | epoch: 1 | remaining: 300s    
step 00004 (0.0%) | loss: 7.734172 | lrm: 1.00 | dt: 190ms | tok/sec: 1,378,540 | mfu: 41.2% | epoch: 1 | remaining: 300s    
step 00005 (0.0%) | loss: 7.394729 | lrm: 1.00 | dt: 209ms | tok/sec: 1,256,873 | mfu: 37.6% | epoch: 1 | remaining: 300s    
step 00006 (0.0%) | loss: 7.131006 | lrm: 1.00 | dt: 195ms | tok/sec: 1,345,885 | mfu: 40.2% | epoch: 1 | remaining: 300s    
step 00007 (0.0%) | loss: 6.918480 | lrm: 1.00 | dt: 195ms | tok/sec: 1,346,783 | mfu: 40.2% | epoch: 1 | remaining: 300s    
step 00008 (0.0%) | loss: 6.737890 | lrm: 1.00 | dt: 191ms | tok/sec: 1,371,579 | mfu: 41.0% | epoch: 1 | remaining: 300s    
step 00009 (0.0%) | loss: 6.583398 | lrm: 1.00 | dt: 192ms | tok/sec: 1,365,310 | mfu: 40.8% | epoch: 1 | remaining: 300s    
step 00010 (0.0%) | loss: 6.454915 | lrm: 1.00 | dt: 207ms | tok/sec: 1,265,346 | mfu: 37.8% | epoch: 1 | remaining: 300s    
step 00011 (0.0%) | loss: 6.341280 | lrm: 1.00 | dt: 199ms | tok/sec: 1,320,376 | mfu: 39.5% | epoch: 1 | remaining: 300s    
step 00012 (0.1%) | loss: 6.239841 | lrm: 1.00 | dt: 192ms | tok/sec: 1,362,039 | mfu: 40.7% | epoch: 1 | remaining: 300s    
step 00013 (0.1%) | loss: 6.154226 | lrm: 1.00 | dt: 192ms | tok/sec: 1,367,461 | mfu: 40.9% | epoch: 1 | remaining: 299s    
step 00044 (2.2%) | loss: 5.119677 | lrm: 1.00 | dt: 193ms | tok/sec: 1,355,661 | mfu: 40.5% | epoch: 1 | remaining: 293s    
step 00045 (2.2%) | loss: 5.099168 | lrm: 1.00 | dt: 195ms | tok/sec: 1,342,024 | mfu: 40.1% | epoch: 1 | remaining: 293s    
step 00046 (2.3%) | loss: 5.075709 | lrm: 1.00 | dt: 197ms | tok/sec: 1,333,560 | mfu: 39.9% | epoch: 1 | remaining: 293s    
step 00047 (2.4%) | loss: 5.050528 | lrm: 1.00 | dt: 196ms | tok/sec: 1,334,182 | mfu: 39.9% | epoch: 1 | remaining: 293s    
step 00048 (2.4%) | loss: 5.026929 | lrm: 1.00 | dt: 196ms | tok/sec: 1,337,223 | mfu: 40.0% | epoch: 1 | remaining: 293s    
step 00049 (2.5%) | loss: 5.001329 | lrm: 1.00 | dt: 196ms | tok/sec: 1,338,230 | mfu: 40.0% | epoch: 1 | remaining: 292s    
step 00050 (2.5%) | loss: 4.981440 | lrm: 1.00 | dt: 203ms | tok/sec: 1,292,364 | mfu: 38.6% | epoch: 1 | remaining: 292s    
step 00051 (2.6%) | loss: 4.958075 | lrm: 1.00 | dt: 194ms | tok/sec: 1,351,392 | mfu: 40.4% | epoch: 1 | remaining: 292s    
step 00052 (2.7%) | loss: 4.936679 | lrm: 1.00 | dt: 196ms | tok/sec: 1,336,017 | mfu: 39.9% | epoch: 1 | remaining: 292s    
step 00053 (2.7%) | loss: 4.914411 | lrm: 1.00 | dt: 195ms | tok/sec: 1,345,050 | mfu: 40.2% | epoch: 1 | remaining: 292s    
step 00054 (2.8%) | loss: 4.888679 | lrm: 1.00 | dt: 195ms | tok/sec: 1,347,630 | mfu: 40.3% | epoch: 1 | remaining: 291s    
step 00055 (2.9%) | loss: 4.867949 | lrm: 1.00 | dt: 197ms | tok/sec: 1,330,142 | mfu: 39.7% | epoch: 1 | remaining: 291s    
step 00056 (2.9%) | loss: 4.848030 | lrm: 1.00 | dt: 195ms | tok/sec: 1,347,166 | mfu: 40.3% | epoch: 1 | remaining: 291s    
step 00057 (3.0%) | loss: 4.828226 | lrm: 1.00 | dt: 197ms | tok/sec: 1,328,307 | mfu: 39.7% | epoch: 1 | remaining: 291s    
step 00058 (3.1%) | loss: 4.807354 | lrm: 1.00 | dt: 196ms | tok/sec: 1,336,969 | mfu: 40.0% | epoch: 1 | remaining: 291s    
step 00059 (3.1%) | loss: 4.786362 | lrm: 1.00 | dt: 194ms | tok/sec: 1,348,197 | mfu: 40.3% | epoch: 1 | remaining: 290s    
step 00060 (3.2%) | loss: 4.766603 | lrm: 1.00 | dt: 203ms | tok/sec: 1,293,016 | mfu: 38.6% | epoch: 1 | remaining: 290s    
step 00061 (3.3%) | loss: 4.742925 | lrm: 1.00 | dt: 192ms | tok/sec: 1,364,612 | mfu: 40.8% | epoch: 1 | remaining: 290s    
step 00062 (3.3%) | loss: 4.720623 | lrm: 1.00 | dt: 196ms | tok/sec: 1,338,564 | mfu: 40.0% | epoch: 1 | remaining: 290s    
step 00063 (3.4%) | loss: 4.697449 | lrm: 1.00 | dt: 194ms | tok/sec: 1,354,425 | mfu: 40.5% | epoch: 1 | remaining: 290s    
step 00064 (3.5%) | loss: 4.674052 | lrm: 1.00 | dt: 197ms | tok/sec: 1,328,869 | mfu: 39.7% | epoch: 1 | remaining: 289s    
step 00065 (3.5%) | loss: 4.650451 | lrm: 1.00 | dt: 200ms | tok/sec: 1,309,246 | mfu: 39.1% | epoch: 1 | remaining: 289s    
step 00066 (3.6%) | loss: 4.629719 | lrm: 1.00 | dt: 197ms | tok/sec: 1,333,771 | mfu: 39.9% | epoch: 1 | remaining: 289s    
step 00067 (3.7%) | loss: 4.609076 | lrm: 1.00 | dt: 197ms | tok/sec: 1,329,417 | mfu: 39.7% | epoch: 1 | remaining: 289s    
step 00068 (3.7%) | loss: 4.585045 | lrm: 1.00 | dt: 195ms | tok/sec: 1,343,980 | mfu: 40.2% | epoch: 1 | remaining: 289s    
step 00069 (3.8%) | loss: 4.560330 | lrm: 1.00 | dt: 196ms | tok/sec: 1,339,308 | mfu: 40.0% | epoch: 1 | remaining: 288s    
step 00070 (3.9%) | loss: 4.534742 | lrm: 1.00 | dt: 203ms | tok/sec: 1,293,494 | mfu: 38.7% | epoch: 1 | remaining: 288s    
step 00071 (3.9%) | loss: 4.513224 | lrm: 1.00 | dt: 195ms | tok/sec: 1,344,683 | mfu: 40.2% | epoch: 1 | remaining: 288s    
step 00072 (4.0%) | loss: 4.491562 | lrm: 1.00 | dt: 192ms | tok/sec: 1,362,988 | mfu: 40.7% | epoch: 1 | remaining: 288s    
step 00073 (4.1%) | loss: 4.469966 | lrm: 1.00 | dt: 196ms | tok/sec: 1,340,719 | mfu: 40.1% | epoch: 1 | remaining: 288s    
step 00074 (4.1%) | loss: 4.449742 | lrm: 1.00 | dt: 193ms | tok/sec: 1,355,707 | mfu: 40.5% | epoch: 1 | remaining: 287s    
step 00075 (4.2%) | loss: 4.428589 | lrm: 1.00 | dt: 196ms | tok/sec: 1,338,090 | mfu: 40.0% | epoch: 1 | remaining: 287s    
step 00076 (4.2%) | loss: 4.406729 | lrm: 1.00 | dt: 198ms | tok/sec: 1,325,739 | mfu: 39.6% | epoch: 1 | remaining: 287s    
step 00077 (4.3%) | loss: 4.385870 | lrm: 1.00 | dt: 192ms | tok/sec: 1,362,245 | mfu: 40.7% | epoch: 1 | remaining: 287s    
step 00078 (4.4%) | loss: 4.367050 | lrm: 1.00 | dt: 195ms | tok/sec: 1,344,897 | mfu: 40.2% | epoch: 1 | remaining: 287s    
step 00079 (4.4%) | loss: 4.347600 | lrm: 1.00 | dt: 196ms | tok/sec: 1,339,854 | mfu: 40.0% | epoch: 1 | remaining: 286s    
step 00080 (4.5%) | loss: 4.322400 | lrm: 1.00 | dt: 201ms | tok/sec: 1,305,648 | mfu: 39.0% | epoch: 1 | remaining: 286s    
step 00081 (4.6%) | loss: 4.299561 | lrm: 1.00 | dt: 193ms | tok/sec: 1,358,629 | mfu: 40.6% | epoch: 1 | remaining: 286s    
step 00082 (4.6%) | loss: 4.276283 | lrm: 1.00 | dt: 196ms | tok/sec: 1,336,272 | mfu: 39.9% | epoch: 1 | remaining: 286s    
step 00083 (4.7%) | loss: 4.258961 | lrm: 1.00 | dt: 194ms | tok/sec: 1,350,157 | mfu: 40.3% | epoch: 1 | remaining: 286s    
step 00084 (4.8%) | loss: 4.241371 | lrm: 1.00 | dt: 197ms | tok/sec: 1,328,670 | mfu: 39.7% | epoch: 1 | remaining: 285s    
step 00085 (4.8%) | loss: 4.223318 | lrm: 1.00 | dt: 198ms | tok/sec: 1,323,877 | mfu: 39.6% | epoch: 1 | remaining: 285s    
step 00086 (4.9%) | loss: 4.204915 | lrm: 1.00 | dt: 196ms | tok/sec: 1,340,009 | mfu: 40.0% | epoch: 1 | remaining: 285s    
step 00087 (5.0%) | loss: 4.186196 | lrm: 1.00 | dt: 194ms | tok/sec: 1,348,981 | mfu: 40.3% | epoch: 1 | remaining: 285s    
step 00088 (5.0%) | loss: 4.163497 | lrm: 1.00 | dt: 196ms | tok/sec: 1,334,428 | mfu: 39.9% | epoch: 1 | remaining: 285s    
step 00089 (5.1%) | loss: 4.147230 | lrm: 1.00 | dt: 196ms | tok/sec: 1,339,706 | mfu: 40.0% | epoch: 1 | remaining: 285s    
step 00090 (5.2%) | loss: 4.128561 | lrm: 1.00 | dt: 202ms | tok/sec: 1,296,537 | mfu: 38.7% | epoch: 1 | remaining: 284s    
step 00091 (5.2%) | loss: 4.111963 | lrm: 1.00 | dt: 193ms | tok/sec: 1,356,095 | mfu: 40.5% | epoch: 1 | remaining: 284s    
step 00092 (5.3%) | loss: 4.091851 | lrm: 1.00 | dt: 195ms | tok/sec: 1,341,980 | mfu: 40.1% | epoch: 1 | remaining: 284s    
step 00093 (5.4%) | loss: 4.075839 | lrm: 1.00 | dt: 194ms | tok/sec: 1,348,878 | mfu: 40.3% | epoch: 1 | remaining: 284s    
step 00094 (5.4%) | loss: 4.055988 | lrm: 1.00 | dt: 197ms | tok/sec: 1,332,336 | mfu: 39.8% | epoch: 1 | remaining: 284s    
step 00095 (5.5%) | loss: 4.029914 | lrm: 1.00 | dt: 199ms | tok/sec: 1,314,296 | mfu: 39.3% | epoch: 1 | remaining: 283s    
step 00096 (5.6%) | loss: 4.012108 | lrm: 1.00 | dt: 196ms | tok/sec: 1,336,501 | mfu: 39.9% | epoch: 1 | remaining: 283s    
step 00097 (5.6%) | loss: 4.000633 | lrm: 1.00 | dt: 195ms | tok/sec: 1,341,015 | mfu: 40.1% | epoch: 1 | remaining: 283s    
step 00098 (5.7%) | loss: 3.986470 | lrm: 1.00 | dt: 197ms | tok/sec: 1,327,939 | mfu: 39.7% | epoch: 1 | remaining: 283s    
step 00099 (5.8%) | loss: 3.969764 | lrm: 1.00 | dt: 197ms | tok/sec: 1,333,981 | mfu: 39.9% | epoch: 1 | remaining: 283s    
step 00100 (5.8%) | loss: 3.953608 | lrm: 1.00 | dt: 201ms | tok/sec: 1,305,903 | mfu: 39.0% | epoch: 1 | remaining: 282s    
step 00101 (5.9%) | loss: 3.936800 | lrm: 1.00 | dt: 193ms | tok/sec: 1,360,165 | mfu: 40.6% | epoch: 1 | remaining: 282s    
step 00102 (5.9%) | loss: 3.921942 | lrm: 1.00 | dt: 197ms | tok/sec: 1,330,581 | mfu: 39.8% | epoch: 1 | remaining: 282s    
step 00103 (6.0%) | loss: 3.910242 | lrm: 1.00 | dt: 195ms | tok/sec: 1,345,452 | mfu: 40.2% | epoch: 1 | remaining: 282s    
step 00104 (6.1%) | loss: 3.895679 | lrm: 1.00 | dt: 198ms | tok/sec: 1,321,042 | mfu: 39.5% | epoch: 1 | remaining: 282s    
step 00105 (6.1%) | loss: 3.881560 | lrm: 1.00 | dt: 199ms | tok/sec: 1,314,533 | mfu: 39.3% | epoch: 1 | remaining: 281s    
step 00106 (6.2%) | loss: 3.868856 | lrm: 1.00 | dt: 193ms | tok/sec: 1,360,231 | mfu: 40.6% | epoch: 1 | remaining: 281s    
step 00107 (6.3%) | loss: 3.858617 | lrm: 1.00 | dt: 196ms | tok/sec: 1,340,040 | mfu: 40.0% | epoch: 1 | remaining: 281s    
step 00108 (6.3%) | loss: 3.849263 | lrm: 1.00 | dt: 196ms | tok/sec: 1,340,266 | mfu: 40.1% | epoch: 1 | remaining: 281s    
step 00109 (6.4%) | loss: 3.839374 | lrm: 1.00 | dt: 199ms | tok/sec: 1,314,623 | mfu: 39.3% | epoch: 1 | remaining: 281s    
step 00110 (6.5%) | loss: 3.830334 | lrm: 1.00 | dt: 204ms | tok/sec: 1,281,985 | mfu: 38.3% | epoch: 1 | remaining: 280s    
step 00111 (6.5%) | loss: 3.818593 | lrm: 1.00 | dt: 192ms | tok/sec: 1,362,545 | mfu: 40.7% | epoch: 1 | remaining: 280s    
step 00112 (6.6%) | loss: 3.806192 | lrm: 1.00 | dt: 195ms | tok/sec: 1,346,820 | mfu: 40.2% | epoch: 1 | remaining: 280s    
step 00113 (6.7%) | loss: 3.802744 | lrm: 1.00 | dt: 195ms | tok/sec: 1,346,661 | mfu: 40.2% | epoch: 1 | remaining: 280s    
step 00114 (6.7%) | loss: 3.792823 | lrm: 1.00 | dt: 194ms | tok/sec: 1,353,181 | mfu: 40.4% | epoch: 1 | remaining: 280s    
step 00115 (6.8%) | loss: 3.783478 | lrm: 1.00 | dt: 199ms | tok/sec: 1,316,214 | mfu: 39.3% | epoch: 1 | remaining: 279s    
step 00116 (6.9%) | loss: 3.773492 | lrm: 1.00 | dt: 197ms | tok/sec: 1,333,677 | mfu: 39.9% | epoch: 1 | remaining: 279s    
step 00117 (6.9%) | loss: 3.762518 | lrm: 1.00 | dt: 194ms | tok/sec: 1,350,267 | mfu: 40.4% | epoch: 1 | remaining: 279s    
step 00118 (7.0%) | loss: 3.754852 | lrm: 1.00 | dt: 195ms | tok/sec: 1,346,247 | mfu: 40.2% | epoch: 1 | remaining: 279s    
step 00119 (7.1%) | loss: 3.749524 | lrm: 1.00 | dt: 194ms | tok/sec: 1,351,631 | mfu: 40.4% | epoch: 1 | remaining: 279s    
step 00120 (7.1%) | loss: 3.738327 | lrm: 1.00 | dt: 204ms | tok/sec: 1,284,528 | mfu: 38.4% | epoch: 1 | remaining: 278s    
step 00121 (7.2%) | loss: 3.730992 | lrm: 1.00 | dt: 195ms | tok/sec: 1,342,331 | mfu: 40.1% | epoch: 1 | remaining: 278s    
step 00122 (7.3%) | loss: 3.722526 | lrm: 1.00 | dt: 195ms | tok/sec: 1,347,668 | mfu: 40.3% | epoch: 1 | remaining: 278s    
step 00123 (7.3%) | loss: 3.712404 | lrm: 1.00 | dt: 195ms | tok/sec: 1,347,777 | mfu: 40.3% | epoch: 1 | remaining: 278s    
step 00124 (7.4%) | loss: 3.707573 | lrm: 1.00 | dt: 195ms | tok/sec: 1,341,597 | mfu: 40.1% | epoch: 1 | remaining: 278s    
step 00125 (7.5%) | loss: 3.701990 | lrm: 1.00 | dt: 197ms | tok/sec: 1,331,605 | mfu: 39.8% | epoch: 1 | remaining: 277s    
step 00126 (7.5%) | loss: 3.693499 | lrm: 1.00 | dt: 193ms | tok/sec: 1,357,215 | mfu: 40.6% | epoch: 1 | remaining: 277s    
step 00127 (7.6%) | loss: 3.688968 | lrm: 1.00 | dt: 196ms | tok/sec: 1,339,498 | mfu: 40.0% | epoch: 1 | remaining: 277s    
step 00128 (7.6%) | loss: 3.678491 | lrm: 1.00 | dt: 197ms | tok/sec: 1,329,267 | mfu: 39.7% | epoch: 1 | remaining: 277s    
step 00129 (7.7%) | loss: 3.672584 | lrm: 1.00 | dt: 198ms | tok/sec: 1,321,015 | mfu: 39.5% | epoch: 1 | remaining: 277s    
step 00130 (7.8%) | loss: 3.664110 | lrm: 1.00 | dt: 203ms | tok/sec: 1,293,243 | mfu: 38.6% | epoch: 1 | remaining: 276s    
step 00131 (7.8%) | loss: 3.652522 | lrm: 1.00 | dt: 193ms | tok/sec: 1,357,780 | mfu: 40.6% | epoch: 1 | remaining: 276s    
step 00132 (7.9%) | loss: 3.648565 | lrm: 1.00 | dt: 198ms | tok/sec: 1,325,581 | mfu: 39.6% | epoch: 1 | remaining: 276s    
step 00133 (8.0%) | loss: 3.644284 | lrm: 1.00 | dt: 193ms | tok/sec: 1,357,354 | mfu: 40.6% | epoch: 1 | remaining: 276s    
step 00134 (8.0%) | loss: 3.642024 | lrm: 1.00 | dt: 196ms | tok/sec: 1,334,799 | mfu: 39.9% | epoch: 1 | remaining: 276s    
step 00135 (8.1%) | loss: 3.637671 | lrm: 1.00 | dt: 197ms | tok/sec: 1,329,354 | mfu: 39.7% | epoch: 1 | remaining: 275s    
step 00136 (8.2%) | loss: 3.633301 | lrm: 1.00 | dt: 194ms | tok/sec: 1,350,459 | mfu: 40.4% | epoch: 1 | remaining: 275s    
step 00137 (8.2%) | loss: 3.630046 | lrm: 1.00 | dt: 197ms | tok/sec: 1,328,604 | mfu: 39.7% | epoch: 1 | remaining: 275s    
step 00138 (8.3%) | loss: 3.626971 | lrm: 1.00 | dt: 194ms | tok/sec: 1,352,283 | mfu: 40.4% | epoch: 1 | remaining: 275s    
step 00139 (8.4%) | loss: 3.624557 | lrm: 1.00 | dt: 194ms | tok/sec: 1,352,437 | mfu: 40.4% | epoch: 1 | remaining: 275s    
step 00140 (8.4%) | loss: 3.618030 | lrm: 1.00 | dt: 205ms | tok/sec: 1,281,252 | mfu: 38.3% | epoch: 1 | remaining: 274s    
step 00141 (8.5%) | loss: 3.612399 | lrm: 1.00 | dt: 192ms | tok/sec: 1,362,937 | mfu: 40.7% | epoch: 1 | remaining: 274s    
step 00142 (8.6%) | loss: 3.604319 | lrm: 1.00 | dt: 196ms | tok/sec: 1,339,086 | mfu: 40.0% | epoch: 1 | remaining: 274s    
step 00143 (8.6%) | loss: 3.603928 | lrm: 1.00 | dt: 196ms | tok/sec: 1,336,912 | mfu: 40.0% | epoch: 1 | remaining: 274s    
step 00144 (8.7%) | loss: 3.590777 | lrm: 1.00 | dt: 194ms | tok/sec: 1,350,208 | mfu: 40.3% | epoch: 1 | remaining: 274s    
step 00145 (8.8%) | loss: 3.585443 | lrm: 1.00 | dt: 197ms | tok/sec: 1,329,143 | mfu: 39.7% | epoch: 1 | remaining: 274s    
step 00146 (8.8%) | loss: 3.588665 | lrm: 1.00 | dt: 196ms | tok/sec: 1,338,289 | mfu: 40.0% | epoch: 1 | remaining: 273s    
step 00147 (8.9%) | loss: 3.580920 | lrm: 1.00 | dt: 196ms | tok/sec: 1,337,418 | mfu: 40.0% | epoch: 1 | remaining: 273s    
step 00148 (9.0%) | loss: 3.580220 | lrm: 1.00 | dt: 196ms | tok/sec: 1,339,725 | mfu: 40.0% | epoch: 1 | remaining: 273s    
step 00149 (9.0%) | loss: 3.573273 | lrm: 1.00 | dt: 197ms | tok/sec: 1,332,923 | mfu: 39.8% | epoch: 1 | remaining: 273s    
step 00150 (9.1%) | loss: 3.569188 | lrm: 1.00 | dt: 200ms | tok/sec: 1,310,238 | mfu: 39.2% | epoch: 1 | remaining: 273s    
step 00151 (9.2%) | loss: 3.566739 | lrm: 1.00 | dt: 192ms | tok/sec: 1,368,178 | mfu: 40.9% | epoch: 1 | remaining: 272s    
