Warning: You are sending unauthenticated requests to the HF Hub. Please set a HF_TOKEN to enable higher rate limits and faster downloads.
Vocab size: 8,192
Model config: {'sequence_len': 2048, 'vocab_size': 8192, 'n_layer': 8, 'n_head': 4, 'n_kv_head': 4, 'n_embd': 512, 'window_pattern': 'SSSL'}
Parameter counts:
  wte                     : 4,194,304
  value_embeds            : 16,777,216
  lm_head                 : 4,194,304
  transformer_matrices    : 25,166,336
  scalars                 : 16
  total                   : 50,332,176
Estimated FLOPs per token: 2.390784e+08
Scaling AdamW LRs by 1/sqrt(512/768) = 1.224745
Time budget: 300s
Gradient accumulation steps: 2

step 00000 (0.0%) | loss: 9.011198 | lrm: 1.00 | dt: 57277ms | tok/sec: 9,153 | mfu: 0.2% | epoch: 1 | remaining: 300s    
step 00001 (0.0%) | loss: 8.854702 | lrm: 1.00 | dt: 305ms | tok/sec: 1,717,611 | mfu: 41.5% | epoch: 1 | remaining: 300s    
step 00002 (0.0%) | loss: 8.442316 | lrm: 1.00 | dt: 316ms | tok/sec: 1,660,948 | mfu: 40.1% | epoch: 1 | remaining: 300s    
step 00003 (0.0%) | loss: 7.971721 | lrm: 1.00 | dt: 329ms | tok/sec: 1,594,398 | mfu: 38.5% | epoch: 1 | remaining: 300s    
step 00004 (0.0%) | loss: 7.578772 | lrm: 1.00 | dt: 317ms | tok/sec: 1,654,738 | mfu: 40.0% | epoch: 1 | remaining: 300s    
step 00005 (0.0%) | loss: 7.248855 | lrm: 1.00 | dt: 313ms | tok/sec: 1,676,892 | mfu: 40.5% | epoch: 1 | remaining: 300s    
step 00006 (0.0%) | loss: 6.998092 | lrm: 1.00 | dt: 318ms | tok/sec: 1,649,693 | mfu: 39.9% | epoch: 1 | remaining: 300s    
step 00007 (0.0%) | loss: 6.787088 | lrm: 1.00 | dt: 318ms | tok/sec: 1,646,606 | mfu: 39.8% | epoch: 1 | remaining: 300s    
step 00008 (0.0%) | loss: 6.607000 | lrm: 1.00 | dt: 315ms | tok/sec: 1,666,549 | mfu: 40.3% | epoch: 1 | remaining: 300s    
step 00009 (0.0%) | loss: 6.455159 | lrm: 1.00 | dt: 317ms | tok/sec: 1,651,921 | mfu: 39.9% | epoch: 1 | remaining: 300s    
step 00010 (0.0%) | loss: 6.325387 | lrm: 1.00 | dt: 324ms | tok/sec: 1,618,634 | mfu: 39.1% | epoch: 1 | remaining: 300s    
step 00011 (0.0%) | loss: 6.217084 | lrm: 1.00 | dt: 310ms | tok/sec: 1,688,788 | mfu: 40.8% | epoch: 1 | remaining: 300s    
step 00012 (0.1%) | loss: 6.120720 | lrm: 1.00 | dt: 314ms | tok/sec: 1,669,682 | mfu: 40.3% | epoch: 1 | remaining: 299s    
step 00013 (0.2%) | loss: 6.034864 | lrm: 1.00 | dt: 326ms | tok/sec: 1,607,434 | mfu: 38.8% | epoch: 1 | remaining: 299s    
step 00014 (0.3%) | loss: 5.962733 | lrm: 1.00 | dt: 319ms | tok/sec: 1,641,471 | mfu: 39.7% | epoch: 1 | remaining: 299s    
step 00033 (2.4%) | loss: 5.233581 | lrm: 1.00 | dt: 318ms | tok/sec: 1,648,519 | mfu: 39.8% | epoch: 1 | remaining: 293s    
step 00034 (2.5%) | loss: 5.202227 | lrm: 1.00 | dt: 319ms | tok/sec: 1,644,347 | mfu: 39.7% | epoch: 1 | remaining: 292s    
step 00035 (2.6%) | loss: 5.176097 | lrm: 1.00 | dt: 323ms | tok/sec: 1,625,315 | mfu: 39.3% | epoch: 1 | remaining: 292s    
step 00036 (2.7%) | loss: 5.149721 | lrm: 1.00 | dt: 341ms | tok/sec: 1,536,090 | mfu: 37.1% | epoch: 1 | remaining: 292s    
step 00037 (2.8%) | loss: 5.122932 | lrm: 1.00 | dt: 316ms | tok/sec: 1,661,209 | mfu: 40.1% | epoch: 1 | remaining: 291s    
step 00038 (2.9%) | loss: 5.095727 | lrm: 1.00 | dt: 319ms | tok/sec: 1,644,376 | mfu: 39.7% | epoch: 1 | remaining: 291s    
step 00039 (3.0%) | loss: 5.069201 | lrm: 1.00 | dt: 327ms | tok/sec: 1,605,309 | mfu: 38.8% | epoch: 1 | remaining: 291s    
step 00040 (3.1%) | loss: 5.039954 | lrm: 1.00 | dt: 318ms | tok/sec: 1,648,543 | mfu: 39.8% | epoch: 1 | remaining: 290s    
step 00041 (3.2%) | loss: 5.012824 | lrm: 1.00 | dt: 316ms | tok/sec: 1,659,960 | mfu: 40.1% | epoch: 1 | remaining: 290s    
step 00042 (3.3%) | loss: 4.987119 | lrm: 1.00 | dt: 325ms | tok/sec: 1,614,381 | mfu: 39.0% | epoch: 1 | remaining: 290s    
step 00043 (3.4%) | loss: 4.959384 | lrm: 1.00 | dt: 333ms | tok/sec: 1,574,355 | mfu: 38.0% | epoch: 1 | remaining: 289s    
step 00044 (3.5%) | loss: 4.931194 | lrm: 1.00 | dt: 329ms | tok/sec: 1,591,549 | mfu: 38.5% | epoch: 1 | remaining: 289s    
step 00045 (3.7%) | loss: 4.903676 | lrm: 1.00 | dt: 339ms | tok/sec: 1,546,249 | mfu: 37.4% | epoch: 1 | remaining: 289s    
step 00046 (3.8%) | loss: 4.876019 | lrm: 1.00 | dt: 322ms | tok/sec: 1,626,053 | mfu: 39.3% | epoch: 1 | remaining: 288s    
step 00047 (3.9%) | loss: 4.840789 | lrm: 1.00 | dt: 324ms | tok/sec: 1,615,882 | mfu: 39.0% | epoch: 1 | remaining: 288s    
step 00048 (4.0%) | loss: 4.818927 | lrm: 1.00 | dt: 324ms | tok/sec: 1,619,685 | mfu: 39.1% | epoch: 1 | remaining: 288s    
step 00049 (4.1%) | loss: 4.791673 | lrm: 1.00 | dt: 321ms | tok/sec: 1,631,925 | mfu: 39.4% | epoch: 1 | remaining: 287s    
step 00050 (4.2%) | loss: 4.763450 | lrm: 1.00 | dt: 321ms | tok/sec: 1,632,626 | mfu: 39.4% | epoch: 1 | remaining: 287s    
step 00051 (4.3%) | loss: 4.739167 | lrm: 1.00 | dt: 320ms | tok/sec: 1,638,775 | mfu: 39.6% | epoch: 1 | remaining: 287s    
step 00052 (4.4%) | loss: 4.712351 | lrm: 1.00 | dt: 339ms | tok/sec: 1,548,502 | mfu: 37.4% | epoch: 1 | remaining: 286s    
step 00053 (4.5%) | loss: 4.686991 | lrm: 1.00 | dt: 313ms | tok/sec: 1,672,827 | mfu: 40.4% | epoch: 1 | remaining: 286s    
step 00054 (4.6%) | loss: 4.659481 | lrm: 1.00 | dt: 320ms | tok/sec: 1,640,295 | mfu: 39.6% | epoch: 1 | remaining: 286s    
step 00055 (4.7%) | loss: 4.632331 | lrm: 1.00 | dt: 320ms | tok/sec: 1,640,091 | mfu: 39.6% | epoch: 1 | remaining: 285s    
step 00056 (4.8%) | loss: 4.609522 | lrm: 1.00 | dt: 315ms | tok/sec: 1,663,315 | mfu: 40.2% | epoch: 1 | remaining: 285s    
step 00057 (4.9%) | loss: 4.583948 | lrm: 1.00 | dt: 321ms | tok/sec: 1,631,761 | mfu: 39.4% | epoch: 1 | remaining: 285s    
step 00058 (5.1%) | loss: 4.552918 | lrm: 1.00 | dt: 321ms | tok/sec: 1,633,237 | mfu: 39.5% | epoch: 1 | remaining: 285s    
step 00059 (5.2%) | loss: 4.529199 | lrm: 1.00 | dt: 319ms | tok/sec: 1,641,108 | mfu: 39.7% | epoch: 1 | remaining: 284s    
step 00060 (5.3%) | loss: 4.504562 | lrm: 1.00 | dt: 326ms | tok/sec: 1,609,322 | mfu: 38.9% | epoch: 1 | remaining: 284s    
step 00061 (5.4%) | loss: 4.477638 | lrm: 1.00 | dt: 326ms | tok/sec: 1,610,205 | mfu: 38.9% | epoch: 1 | remaining: 284s    
step 00062 (5.5%) | loss: 4.456190 | lrm: 1.00 | dt: 316ms | tok/sec: 1,661,042 | mfu: 40.1% | epoch: 1 | remaining: 283s    
step 00063 (5.6%) | loss: 4.431429 | lrm: 1.00 | dt: 320ms | tok/sec: 1,639,681 | mfu: 39.6% | epoch: 1 | remaining: 283s    
step 00064 (5.7%) | loss: 4.406525 | lrm: 1.00 | dt: 322ms | tok/sec: 1,628,839 | mfu: 39.4% | epoch: 1 | remaining: 283s    
step 00065 (5.8%) | loss: 4.377300 | lrm: 1.00 | dt: 315ms | tok/sec: 1,663,719 | mfu: 40.2% | epoch: 1 | remaining: 282s    
step 00066 (5.9%) | loss: 4.354007 | lrm: 1.00 | dt: 319ms | tok/sec: 1,644,582 | mfu: 39.7% | epoch: 1 | remaining: 282s    
step 00067 (6.0%) | loss: 4.331799 | lrm: 1.00 | dt: 323ms | tok/sec: 1,624,452 | mfu: 39.2% | epoch: 1 | remaining: 282s    
step 00068 (6.1%) | loss: 4.312834 | lrm: 1.00 | dt: 320ms | tok/sec: 1,639,581 | mfu: 39.6% | epoch: 1 | remaining: 281s    
step 00069 (6.2%) | loss: 4.291934 | lrm: 1.00 | dt: 316ms | tok/sec: 1,659,970 | mfu: 40.1% | epoch: 1 | remaining: 281s    
step 00070 (6.3%) | loss: 4.270346 | lrm: 1.00 | dt: 327ms | tok/sec: 1,602,832 | mfu: 38.7% | epoch: 1 | remaining: 281s    
step 00071 (6.4%) | loss: 4.253287 | lrm: 1.00 | dt: 317ms | tok/sec: 1,655,316 | mfu: 40.0% | epoch: 1 | remaining: 280s    
step 00072 (6.5%) | loss: 4.228957 | lrm: 1.00 | dt: 319ms | tok/sec: 1,641,108 | mfu: 39.7% | epoch: 1 | remaining: 280s    
step 00073 (6.7%) | loss: 4.202132 | lrm: 1.00 | dt: 320ms | tok/sec: 1,640,808 | mfu: 39.6% | epoch: 1 | remaining: 280s    
step 00074 (6.8%) | loss: 4.178012 | lrm: 1.00 | dt: 317ms | tok/sec: 1,654,856 | mfu: 40.0% | epoch: 1 | remaining: 279s    
step 00075 (6.9%) | loss: 4.159981 | lrm: 1.00 | dt: 317ms | tok/sec: 1,652,128 | mfu: 39.9% | epoch: 1 | remaining: 279s    
step 00076 (7.0%) | loss: 4.140874 | lrm: 1.00 | dt: 354ms | tok/sec: 1,482,744 | mfu: 35.8% | epoch: 1 | remaining: 279s    
step 00077 (7.1%) | loss: 4.123824 | lrm: 1.00 | dt: 318ms | tok/sec: 1,646,160 | mfu: 39.8% | epoch: 1 | remaining: 278s    
step 00078 (7.2%) | loss: 4.100622 | lrm: 1.00 | dt: 318ms | tok/sec: 1,649,448 | mfu: 39.9% | epoch: 1 | remaining: 278s    
step 00079 (7.3%) | loss: 4.081215 | lrm: 1.00 | dt: 323ms | tok/sec: 1,622,104 | mfu: 39.2% | epoch: 1 | remaining: 278s    
step 00080 (7.4%) | loss: 4.061865 | lrm: 1.00 | dt: 320ms | tok/sec: 1,639,580 | mfu: 39.6% | epoch: 1 | remaining: 277s    
step 00081 (7.5%) | loss: 4.042389 | lrm: 1.00 | dt: 318ms | tok/sec: 1,647,231 | mfu: 39.8% | epoch: 1 | remaining: 277s    
step 00082 (7.6%) | loss: 4.023585 | lrm: 1.00 | dt: 323ms | tok/sec: 1,625,116 | mfu: 39.3% | epoch: 1 | remaining: 277s    
step 00083 (7.7%) | loss: 4.004086 | lrm: 1.00 | dt: 320ms | tok/sec: 1,638,654 | mfu: 39.6% | epoch: 1 | remaining: 276s    
step 00084 (7.8%) | loss: 3.987509 | lrm: 1.00 | dt: 318ms | tok/sec: 1,649,224 | mfu: 39.8% | epoch: 1 | remaining: 276s    
step 00085 (7.9%) | loss: 3.975360 | lrm: 1.00 | dt: 337ms | tok/sec: 1,556,041 | mfu: 37.6% | epoch: 1 | remaining: 276s    
step 00086 (8.1%) | loss: 3.959522 | lrm: 1.00 | dt: 332ms | tok/sec: 1,577,062 | mfu: 38.1% | epoch: 1 | remaining: 276s    
step 00087 (8.2%) | loss: 3.944017 | lrm: 1.00 | dt: 314ms | tok/sec: 1,668,942 | mfu: 40.3% | epoch: 1 | remaining: 275s    
step 00088 (8.3%) | loss: 3.925370 | lrm: 1.00 | dt: 320ms | tok/sec: 1,638,026 | mfu: 39.6% | epoch: 1 | remaining: 275s    
step 00089 (8.4%) | loss: 3.906209 | lrm: 1.00 | dt: 332ms | tok/sec: 1,578,931 | mfu: 38.1% | epoch: 1 | remaining: 275s    
step 00090 (8.5%) | loss: 3.892346 | lrm: 1.00 | dt: 316ms | tok/sec: 1,657,607 | mfu: 40.1% | epoch: 1 | remaining: 274s    
step 00091 (8.6%) | loss: 3.876647 | lrm: 1.00 | dt: 323ms | tok/sec: 1,624,805 | mfu: 39.3% | epoch: 1 | remaining: 274s    
step 00092 (8.7%) | loss: 3.860275 | lrm: 1.00 | dt: 320ms | tok/sec: 1,637,020 | mfu: 39.6% | epoch: 1 | remaining: 274s    
step 00093 (8.8%) | loss: 3.849508 | lrm: 1.00 | dt: 319ms | tok/sec: 1,645,199 | mfu: 39.8% | epoch: 1 | remaining: 273s    
step 00094 (8.9%) | loss: 3.835331 | lrm: 1.00 | dt: 319ms | tok/sec: 1,644,887 | mfu: 39.7% | epoch: 1 | remaining: 273s    
step 00095 (9.0%) | loss: 3.824391 | lrm: 1.00 | dt: 321ms | tok/sec: 1,635,816 | mfu: 39.5% | epoch: 1 | remaining: 273s    
step 00096 (9.1%) | loss: 3.815228 | lrm: 1.00 | dt: 319ms | tok/sec: 1,643,909 | mfu: 39.7% | epoch: 1 | remaining: 272s    
step 00097 (9.2%) | loss: 3.800979 | lrm: 1.00 | dt: 317ms | tok/sec: 1,654,722 | mfu: 40.0% | epoch: 1 | remaining: 272s    
step 00098 (9.3%) | loss: 3.791635 | lrm: 1.00 | dt: 321ms | tok/sec: 1,632,773 | mfu: 39.5% | epoch: 1 | remaining: 272s    
step 00099 (9.4%) | loss: 3.780509 | lrm: 1.00 | dt: 319ms | tok/sec: 1,642,992 | mfu: 39.7% | epoch: 1 | remaining: 271s    
step 00100 (9.6%) | loss: 3.770440 | lrm: 1.00 | dt: 326ms | tok/sec: 1,609,552 | mfu: 38.9% | epoch: 1 | remaining: 271s    
step 00101 (9.7%) | loss: 3.755464 | lrm: 1.00 | dt: 322ms | tok/sec: 1,626,749 | mfu: 39.3% | epoch: 1 | remaining: 271s    
step 00102 (9.8%) | loss: 3.743555 | lrm: 1.00 | dt: 322ms | tok/sec: 1,627,164 | mfu: 39.3% | epoch: 1 | remaining: 270s    
step 00103 (9.9%) | loss: 3.733516 | lrm: 1.00 | dt: 322ms | tok/sec: 1,625,884 | mfu: 39.3% | epoch: 1 | remaining: 270s    
step 00104 (10.0%) | loss: 3.715861 | lrm: 1.00 | dt: 320ms | tok/sec: 1,639,999 | mfu: 39.6% | epoch: 1 | remaining: 270s    
step 00105 (10.1%) | loss: 3.708138 | lrm: 1.00 | dt: 319ms | tok/sec: 1,643,432 | mfu: 39.7% | epoch: 1 | remaining: 269s    
step 00106 (10.2%) | loss: 3.700727 | lrm: 1.00 | dt: 319ms | tok/sec: 1,641,157 | mfu: 39.7% | epoch: 1 | remaining: 269s    
step 00107 (10.3%) | loss: 3.688295 | lrm: 1.00 | dt: 360ms | tok/sec: 1,456,581 | mfu: 35.2% | epoch: 1 | remaining: 269s    
step 00108 (10.4%) | loss: 3.682865 | lrm: 1.00 | dt: 344ms | tok/sec: 1,523,009 | mfu: 36.8% | epoch: 1 | remaining: 268s    
step 00109 (10.5%) | loss: 3.669831 | lrm: 1.00 | dt: 313ms | tok/sec: 1,676,489 | mfu: 40.5% | epoch: 1 | remaining: 268s    
step 00110 (10.6%) | loss: 3.663368 | lrm: 1.00 | dt: 330ms | tok/sec: 1,588,034 | mfu: 38.4% | epoch: 1 | remaining: 268s    
step 00111 (10.8%) | loss: 3.659692 | lrm: 1.00 | dt: 327ms | tok/sec: 1,605,771 | mfu: 38.8% | epoch: 1 | remaining: 267s    
step 00112 (10.9%) | loss: 3.654188 | lrm: 1.00 | dt: 314ms | tok/sec: 1,670,428 | mfu: 40.4% | epoch: 1 | remaining: 267s    
step 00113 (11.0%) | loss: 3.644166 | lrm: 1.00 | dt: 323ms | tok/sec: 1,621,700 | mfu: 39.2% | epoch: 1 | remaining: 267s    
step 00114 (11.1%) | loss: 3.633195 | lrm: 1.00 | dt: 322ms | tok/sec: 1,629,544 | mfu: 39.4% | epoch: 1 | remaining: 266s    
step 00115 (11.2%) | loss: 3.628158 | lrm: 1.00 | dt: 318ms | tok/sec: 1,648,767 | mfu: 39.8% | epoch: 1 | remaining: 266s    
step 00116 (11.3%) | loss: 3.620813 | lrm: 1.00 | dt: 334ms | tok/sec: 1,570,470 | mfu: 37.9% | epoch: 1 | remaining: 266s    
step 00117 (11.4%) | loss: 3.617504 | lrm: 1.00 | dt: 376ms | tok/sec: 1,392,651 | mfu: 33.6% | epoch: 1 | remaining: 265s    
step 00118 (11.5%) | loss: 3.613378 | lrm: 1.00 | dt: 313ms | tok/sec: 1,675,958 | mfu: 40.5% | epoch: 1 | remaining: 265s    
step 00119 (11.6%) | loss: 3.605026 | lrm: 1.00 | dt: 312ms | tok/sec: 1,680,691 | mfu: 40.6% | epoch: 1 | remaining: 265s    
step 00120 (11.7%) | loss: 3.601514 | lrm: 1.00 | dt: 338ms | tok/sec: 1,549,034 | mfu: 37.4% | epoch: 1 | remaining: 264s    
step 00121 (11.8%) | loss: 3.593244 | lrm: 1.00 | dt: 315ms | tok/sec: 1,664,377 | mfu: 40.2% | epoch: 1 | remaining: 264s    
step 00122 (11.9%) | loss: 3.582205 | lrm: 1.00 | dt: 315ms | tok/sec: 1,664,049 | mfu: 40.2% | epoch: 1 | remaining: 264s    
step 00123 (12.1%) | loss: 3.577825 | lrm: 1.00 | dt: 335ms | tok/sec: 1,567,260 | mfu: 37.9% | epoch: 1 | remaining: 264s    
step 00124 (12.2%) | loss: 3.577879 | lrm: 1.00 | dt: 315ms | tok/sec: 1,662,162 | mfu: 40.2% | epoch: 1 | remaining: 263s    
step 00125 (12.3%) | loss: 3.573758 | lrm: 1.00 | dt: 317ms | tok/sec: 1,655,776 | mfu: 40.0% | epoch: 1 | remaining: 263s    
step 00126 (12.4%) | loss: 3.567192 | lrm: 1.00 | dt: 326ms | tok/sec: 1,606,307 | mfu: 38.8% | epoch: 1 | remaining: 263s    
step 00127 (12.5%) | loss: 3.565720 | lrm: 1.00 | dt: 315ms | tok/sec: 1,662,200 | mfu: 40.2% | epoch: 1 | remaining: 262s    
step 00128 (12.6%) | loss: 3.557526 | lrm: 1.00 | dt: 317ms | tok/sec: 1,653,419 | mfu: 39.9% | epoch: 1 | remaining: 262s    
step 00129 (12.7%) | loss: 3.549374 | lrm: 1.00 | dt: 325ms | tok/sec: 1,611,868 | mfu: 38.9% | epoch: 1 | remaining: 262s    
step 00130 (12.8%) | loss: 3.544005 | lrm: 1.00 | dt: 319ms | tok/sec: 1,641,835 | mfu: 39.7% | epoch: 1 | remaining: 261s    
step 00131 (12.9%) | loss: 3.537571 | lrm: 1.00 | dt: 313ms | tok/sec: 1,672,678 | mfu: 40.4% | epoch: 1 | remaining: 261s    
step 00132 (13.0%) | loss: 3.532424 | lrm: 1.00 | dt: 323ms | tok/sec: 1,621,654 | mfu: 39.2% | epoch: 1 | remaining: 261s    
step 00133 (13.1%) | loss: 3.526395 | lrm: 1.00 | dt: 319ms | tok/sec: 1,645,395 | mfu: 39.8% | epoch: 1 | remaining: 260s    
step 00134 (13.2%) | loss: 3.520391 | lrm: 1.00 | dt: 315ms | tok/sec: 1,663,327 | mfu: 40.2% | epoch: 1 | remaining: 260s    
step 00135 (13.3%) | loss: 3.517681 | lrm: 1.00 | dt: 321ms | tok/sec: 1,632,817 | mfu: 39.5% | epoch: 1 | remaining: 260s    
step 00136 (13.4%) | loss: 3.510243 | lrm: 1.00 | dt: 321ms | tok/sec: 1,631,190 | mfu: 39.4% | epoch: 1 | remaining: 259s    
step 00137 (13.5%) | loss: 3.506556 | lrm: 1.00 | dt: 314ms | tok/sec: 1,669,753 | mfu: 40.3% | epoch: 1 | remaining: 259s    
step 00138 (13.7%) | loss: 3.497007 | lrm: 1.00 | dt: 333ms | tok/sec: 1,575,562 | mfu: 38.1% | epoch: 1 | remaining: 259s    
step 00139 (13.8%) | loss: 3.488094 | lrm: 1.00 | dt: 338ms | tok/sec: 1,550,954 | mfu: 37.5% | epoch: 1 | remaining: 258s    
step 00140 (13.9%) | loss: 3.482792 | lrm: 1.00 | dt: 318ms | tok/sec: 1,649,891 | mfu: 39.9% | epoch: 1 | remaining: 258s    
step 00141 (14.0%) | loss: 3.478697 | lrm: 1.00 | dt: 320ms | tok/sec: 1,636,420 | mfu: 39.5% | epoch: 1 | remaining: 258s    
step 00142 (14.1%) | loss: 3.477623 | lrm: 1.00 | dt: 344ms | tok/sec: 1,524,545 | mfu: 36.8% | epoch: 1 | remaining: 257s    
step 00143 (14.2%) | loss: 3.474930 | lrm: 1.00 | dt: 317ms | tok/sec: 1,655,933 | mfu: 40.0% | epoch: 1 | remaining: 257s    
step 00144 (14.3%) | loss: 3.468910 | lrm: 1.00 | dt: 326ms | tok/sec: 1,608,903 | mfu: 38.9% | epoch: 1 | remaining: 257s    
step 00145 (14.4%) | loss: 3.466895 | lrm: 1.00 | dt: 323ms | tok/sec: 1,625,527 | mfu: 39.3% | epoch: 1 | remaining: 256s    
step 00146 (14.5%) | loss: 3.466405 | lrm: 1.00 | dt: 317ms | tok/sec: 1,655,307 | mfu: 40.0% | epoch: 1 | remaining: 256s    
step 00147 (14.6%) | loss: 3.467461 | lrm: 1.00 | dt: 314ms | tok/sec: 1,667,386 | mfu: 40.3% | epoch: 1 | remaining: 256s    
step 00148 (14.7%) | loss: 3.468043 | lrm: 1.00 | dt: 322ms | tok/sec: 1,626,013 | mfu: 39.3% | epoch: 1 | remaining: 255s    
step 00149 (14.8%) | loss: 3.465299 | lrm: 1.00 | dt: 319ms | tok/sec: 1,643,902 | mfu: 39.7% | epoch: 1 | remaining: 255s    
